idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,a_h,v_mid_h_g,v_mid_h_tau,h_slope,v_pre,v_onset
18,Tm4,0.456734,0.000000,0.620827,0.253612,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-27.060022,-30.059738
19,Tm9,0.547740,0.000000,0.620827,1.338118,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-35.129243,-35.029187
20,T5a,1.045482,0.000000,0.620827,0.962862,-46.657021,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-30.909849,-31.798983
21,T5b,1.028995,0.000000,0.620827,3.289148,-47.820135,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-22.264871,-22.500818
22,T5c,0.974317,0.000000,0.620827,3.325380,-48.066830,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-11.103217,-10.737726
23,T5d,1.046469,0.000000,0.620827,0.874043,-46.582552,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-41.521798,-42.352964
24,T1,0.957848,0.000000,0.620827,0.590122,-48.928293,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-42.633435,-43.343191
25,T2,0.962377,0.000000,0.620827,2.807551,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-12.128494,-9.874493
26,T2a,1.042351,0.000000,0.620827,2.825195,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-17.430439,-16.238634
27,T3,1.046699,0.000000,0.620827,1.710140,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-27.041098,-25.557861
28,C2,0.978362,0.000000,0.620827,1.207560,-27.231719,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-38.861929,-38.768274
29,C3,0.995808,0.000000,0.620827,1.747793,-42.956347,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-26.849216,-25.946983
30,Lawf1,1.024982,0.000000,0.620827,2.010952,-46.103741,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-26.749037,-25.312011
31,Lawf2,1.036990,0.000000,0.620827,0.876570,-49.704277,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-29.804384,-28.953221
32,Dm3v,0.994311,0.000000,0.620827,4.609395,-48.755380,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-23.739125,-23.504743
33,Lai,0.971152,0.000000,0.620827,2.976307,-49.993824,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-54.364013,-53.981633
34,Mi10,0.961490,0.000000,0.620827,1.543947,-49.924732,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-46.215458,-46.008520
35,Mi13,1.027276,0.000000,0.620827,1.955529,-44.259139,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-46.041140,-45.604984
36,Mi14,1.041050,0.000000,0.620827,4.218682,-48.337756,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-28.396885,-27.154823
37,Mi15,1.021852,0.000000,0.620827,8.095382,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-60.621672,-61.036998
38,Mi2,0.969701,0.000000,0.620827,2.069830,-46.538940,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-33.838533,-33.334598
39,Tm16,0.985218,0.000000,0.620827,2.192559,-49.956810,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-57.757678,-57.741902
40,Tm20,0.989842,0.000000,0.620827,2.128002,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-22.892454,-23.020289
41,Tm21,0.959732,0.000000,0.620827,4.062837,-44.709851,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-47.220605,-47.771106
42,Tm27,1.028704,0.000000,0.620827,0.100000,-48.606329,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-20.659101,-19.453152
43,Tm5a,1.025149,0.000000,0.620827,7.932877,-47.386479,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-44.665126,-45.233965
44,Tm5b,0.994808,0.000000,0.620827,3.157345,-49.388987,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-53.242447,-53.245935
45,Tm5c,1.022888,0.000000,0.620827,6.299430,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-37.840645,-37.001755
46,Tm5f,1.045428,0.000000,0.620827,1.980968,-49.686465,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-21.053998,-21.005860
47,TmY10,1.019960,0.000000,0.620827,0.355168,-49.899666,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-45.250709,-45.080809
48,TmY11,1.035060,0.000000,0.620827,0.221916,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-66.000267,-66.062066
49,TmY14,1.024418,0.000000,0.620827,4.043651,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-49.669396,-51.867638
50,TmY15,1.017960,0.000000,0.620827,2.867139,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-22.354997,-20.132124
51,TmY3,1.040125,0.000000,0.620827,1.331185,-48.673285,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-18.936363,-18.401478
52,TmY4,0.960256,0.000000,0.620827,7.905598,-41.651622,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-48.653192,-49.770611
53,TmY5a,0.958901,0.000000,0.620827,3.372071,-44.606040,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-24.944707,-24.320561
54,TmY9q,0.996804,0.000000,0.620827,1.146763,-48.933239,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-32.814519,-32.902404
55,TmY9q__perp,1.025069,0.000000,0.620827,1.311300,-50.000000,-50.000000,0.000000,-48.304963,-47.582887,-0.398239,-33.667486,-33.721182
