,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
Mi9,,,,,,0.500000,2.403941,,0.500000,3.109974,,,0.500000,0.500000,0.500000,3.480588,3.832826,4.926781,2.959477,,,,,0.500000,5.000000,4.913750,0.500000,0.500000,5.000000,0.500000,0.500000,
T1,0.500000,5.000000,0.500000,,0.500000,5.000000,,0.500000,,,5.000000,,,,,,,,,,,,,5.000000,0.500000,5.000000,,,0.500000,,,
T2,,,,,,,,5.000000,2.404541,,0.500000,,5.000000,1.001572,5.000000,,,,,,,,,5.000000,0.500000,,4.973949,4.642870,0.500000,,,
T2a,,,,,,,,,0.500000,,,,5.000000,0.500000,5.000000,,,,,,,,,0.500000,,5.000000,1.038802,5.000000,0.500000,,2.096454,
T3,,,,,,,,,,,,,2.853378,0.982127,1.035385,,,,1.036227,,,,,3.538190,,,0.500000,5.000000,,,,4.950530
T4a,,,,,,,,,,,2.139760,,,,,1.550008,0.969617,0.975372,0.986303,1.036497,,,,,,,,,,,,0.505617
T4b,,,,,,,,,5.000000,0.500000,5.000000,,,,,0.506973,5.000000,,1.028588,,5.000000,,,,,,,,,,,
T4c,,,,,,,,,,,5.000000,,1.047543,,,,,0.942726,,,,1.006851,0.986532,,,,,,,,,
T4d,,,,,,,,,0.500000,,,,,,,,,0.984234,2.461857,,,,0.957003,,,,,,,,,
T5a,,,,,,,,,,,,,0.524866,,,0.746424,,,,0.517292,0.991947,,,,1.861702,,,,,,,
T5b,,,,,,,,,,,,,5.000000,,,,0.500000,,,1.007647,5.000000,,,,,,,,,,,
T5c,,,,,,,,,,,,,5.000000,,,,,5.000000,,,0.967087,5.000000,1.030308,,,,,,,,,
T5d,,,,,,,,,,,,,3.834410,,,,,0.500000,1.021083,,,,5.000000,,,,,,,,,
Tm1,,,,,0.500000,,,0.500000,0.500000,0.500000,1.835021,0.500000,5.000000,4.998648,5.000000,,,1.048750,,0.517788,5.000000,5.000000,1.193092,5.000000,0.500000,5.000000,5.000000,0.500000,0.500000,5.000000,1.837184,2.299437
Tm2,,,,0.916864,0.500000,,,3.846119,5.000000,0.500000,5.000000,0.500000,2.196797,0.647190,3.304336,0.985215,,5.000000,,3.916921,5.000000,5.000000,3.212819,0.500000,,,5.000000,0.500000,4.699581,0.500000,,0.500000
Tm20,,,,,,,,,,0.500000,1.777850,0.500000,0.500000,0.799462,,,,,,,,,,0.500000,0.500000,0.500000,1.047168,,,5.000000,,2.301208
Tm21,,,,,,,,,1.994317,,,,5.000000,1.036561,,,,,,,,,,5.000000,,,0.500000,,,,,
Tm3,,,,0.500000,0.500000,,,,1.374281,4.999348,0.625739,,2.065943,1.232807,3.950236,1.981827,0.500000,0.500000,4.588346,,1.016439,,1.032896,,,,,5.000000,0.500000,,1.018329,3.547327
Tm4,,,,,1.906342,,,,0.500000,0.500000,,5.000000,5.000000,5.000000,5.000000,,,,,0.500000,5.000000,5.000000,3.203089,5.000000,1.072070,,0.500000,0.500000,3.944754,,0.500000,0.500000
Tm9,,,,,,2.557770,,,,0.500000,0.500000,,0.500000,5.000000,,,,,,0.500000,5.000000,5.000000,5.000000,5.000000,0.500000,5.000000,0.954943,,0.500000,5.000000,,
C2,1.397106,1.026165,2.030437,2.159287,2.348295,5.000000,0.695587,0.500000,0.500000,0.500000,,0.500000,0.500000,0.975664,0.500366,,,,,,,,,0.500000,,,,,,0.500000,0.996764,1.429193
C3,4.993138,,,0.500000,0.500000,0.500000,0.500000,5.000000,5.000000,0.509722,5.000000,0.865614,4.996047,0.500000,5.000000,4.838153,0.500000,4.404583,0.954475,,,,,0.500000,0.551592,5.000000,3.403977,2.214466,0.500000,5.000000,4.960929,
