cell_type,direction,contrast,component,position,delay_ms,time_ms,vm_mv
T5,PD,PC,position,-2.000000,240.000000,-75.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-70.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-65.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-60.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-55.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-50.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-45.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-40.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-35.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-30.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-25.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-20.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-15.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-10.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,-5.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,0.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,5.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,10.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,15.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,20.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,25.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,30.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,35.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,40.000000,-0.004630
T5,PD,PC,position,-2.000000,240.000000,45.000000,-0.020255
T5,PD,PC,position,-2.000000,240.000000,50.000000,-0.035880
T5,PD,PC,position,-2.000000,240.000000,55.000000,-0.051505
T5,PD,PC,position,-2.000000,240.000000,60.000000,-0.067130
T5,PD,PC,position,-2.000000,240.000000,65.000000,-0.082755
T5,PD,PC,position,-2.000000,240.000000,70.000000,-0.107060
T5,PD,PC,position,-2.000000,240.000000,75.000000,-0.138889
T5,PD,PC,position,-2.000000,240.000000,80.000000,-0.138889
T5,PD,PC,position,-2.000000,240.000000,85.000000,-0.177951
T5,PD,PC,position,-2.000000,240.000000,90.000000,-0.185185
T5,PD,PC,position,-2.000000,240.000000,95.000000,-0.185185
T5,PD,PC,position,-2.000000,240.000000,100.000000,-0.202546
T5,PD,PC,position,-2.000000,240.000000,105.000000,-0.231481
T5,PD,PC,position,-2.000000,240.000000,110.000000,-0.233013
T5,PD,PC,position,-2.000000,240.000000,115.000000,-0.253693
T5,PD,PC,position,-2.000000,240.000000,120.000000,-0.255991
T5,PD,PC,position,-2.000000,240.000000,125.000000,-0.243056
T5,PD,PC,position,-2.000000,240.000000,130.000000,-0.224673
T5,PD,PC,position,-2.000000,240.000000,135.000000,-0.206291
T5,PD,PC,position,-2.000000,240.000000,140.000000,-0.187908
T5,PD,PC,position,-2.000000,240.000000,145.000000,-0.169526
T5,PD,PC,position,-2.000000,240.000000,150.000000,-0.151144
T5,PD,PC,position,-2.000000,240.000000,155.000000,-0.132761
T5,PD,PC,position,-2.000000,240.000000,160.000000,-0.114379
T5,PD,PC,position,-2.000000,240.000000,165.000000,-0.095997
T5,PD,PC,position,-2.000000,240.000000,170.000000,-0.077614
T5,PD,PC,position,-2.000000,240.000000,175.000000,-0.059232
T5,PD,PC,position,-2.000000,240.000000,180.000000,-0.040850
T5,PD,PC,position,-2.000000,240.000000,185.000000,-0.022467
T5,PD,PC,position,-2.000000,240.000000,190.000000,-0.004085
T5,PD,PC,position,-2.000000,240.000000,195.000000,0.014297
T5,PD,PC,position,-2.000000,240.000000,200.000000,0.032680
T5,PD,PC,position,-2.000000,240.000000,205.000000,0.051062
T5,PD,PC,position,-2.000000,240.000000,210.000000,0.069444
T5,PD,PC,position,-2.000000,240.000000,215.000000,0.070806
T5,PD,PC,position,-2.000000,240.000000,220.000000,0.055487
T5,PD,PC,position,-2.000000,240.000000,225.000000,0.046296
T5,PD,PC,position,-2.000000,240.000000,230.000000,0.031829
T5,PD,PC,position,-2.000000,240.000000,235.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,240.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,245.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,250.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,255.000000,0.024595
T5,PD,PC,position,-2.000000,240.000000,260.000000,0.098380
T5,PD,PC,position,-2.000000,240.000000,265.000000,0.205440
T5,PD,PC,position,-2.000000,240.000000,270.000000,0.491898
T5,PD,PC,position,-2.000000,240.000000,275.000000,3.382523
T5,PD,PC,position,-2.000000,240.000000,280.000000,4.884259
T5,PD,PC,position,-2.000000,240.000000,285.000000,6.789641
T5,PD,PC,position,-2.000000,240.000000,290.000000,9.140625
T5,PD,PC,position,-2.000000,240.000000,295.000000,11.497396
T5,PD,PC,position,-2.000000,240.000000,300.000000,13.437500
T5,PD,PC,position,-2.000000,240.000000,305.000000,15.078125
T5,PD,PC,position,-2.000000,240.000000,310.000000,16.380208
T5,PD,PC,position,-2.000000,240.000000,315.000000,17.426215
T5,PD,PC,position,-2.000000,240.000000,320.000000,18.333333
T5,PD,PC,position,-2.000000,240.000000,325.000000,18.985822
T5,PD,PC,position,-2.000000,240.000000,330.000000,19.320023
T5,PD,PC,position,-2.000000,240.000000,335.000000,19.587674
T5,PD,PC,position,-2.000000,240.000000,340.000000,19.704861
T5,PD,PC,position,-2.000000,240.000000,345.000000,19.722222
T5,PD,PC,position,-2.000000,240.000000,350.000000,19.722222
T5,PD,PC,position,-2.000000,240.000000,355.000000,19.741030
T5,PD,PC,position,-2.000000,240.000000,360.000000,19.768519
T5,PD,PC,position,-2.000000,240.000000,365.000000,19.777199
T5,PD,PC,position,-2.000000,240.000000,370.000000,19.855324
T5,PD,PC,position,-2.000000,240.000000,375.000000,19.897280
T5,PD,PC,position,-2.000000,240.000000,380.000000,19.907407
T5,PD,PC,position,-2.000000,240.000000,385.000000,19.842303
T5,PD,PC,position,-2.000000,240.000000,390.000000,19.696181
T5,PD,PC,position,-2.000000,240.000000,395.000000,19.522569
T5,PD,PC,position,-2.000000,240.000000,400.000000,19.444444
T5,PD,PC,position,-2.000000,240.000000,405.000000,19.327257
T5,PD,PC,position,-2.000000,240.000000,410.000000,19.241898
T5,PD,PC,position,-2.000000,240.000000,415.000000,19.114583
T5,PD,PC,position,-2.000000,240.000000,420.000000,18.906250
T5,PD,PC,position,-2.000000,240.000000,425.000000,18.592303
T5,PD,PC,position,-2.000000,240.000000,430.000000,18.142361
T5,PD,PC,position,-2.000000,240.000000,435.000000,17.439236
T5,PD,PC,position,-2.000000,240.000000,440.000000,16.666667
T5,PD,PC,position,-2.000000,240.000000,445.000000,15.802951
T5,PD,PC,position,-2.000000,240.000000,450.000000,14.904514
T5,PD,PC,position,-2.000000,240.000000,455.000000,14.071181
T5,PD,PC,position,-2.000000,240.000000,460.000000,13.373843
T5,PD,PC,position,-2.000000,240.000000,465.000000,12.709780
T5,PD,PC,position,-2.000000,240.000000,470.000000,12.158565
T5,PD,PC,position,-2.000000,240.000000,475.000000,11.672454
T5,PD,PC,position,-2.000000,240.000000,480.000000,11.273148
T5,PD,PC,position,-2.000000,240.000000,485.000000,10.889757
T5,PD,PC,position,-2.000000,240.000000,490.000000,10.468750
T5,PD,PC,position,-2.000000,240.000000,495.000000,10.079572
T5,PD,PC,position,-2.000000,240.000000,500.000000,9.728009
T5,PD,PC,position,-2.000000,240.000000,505.000000,9.409722
T5,PD,PC,position,-2.000000,240.000000,510.000000,9.097222
T5,PD,PC,position,-2.000000,240.000000,515.000000,8.822338
T5,PD,PC,position,-2.000000,240.000000,520.000000,8.576389
T5,PD,PC,position,-2.000000,240.000000,525.000000,8.298611
T5,PD,PC,position,-2.000000,240.000000,530.000000,7.986111
T5,PD,PC,position,-2.000000,240.000000,535.000000,7.709780
T5,PD,PC,position,-2.000000,240.000000,540.000000,7.465278
T5,PD,PC,position,-2.000000,240.000000,545.000000,7.230903
T5,PD,PC,position,-2.000000,240.000000,550.000000,7.018655
T5,PD,PC,position,-2.000000,240.000000,555.000000,6.844022
T5,PD,PC,position,-2.000000,240.000000,560.000000,6.669390
T5,PD,PC,position,-2.000000,240.000000,565.000000,6.494758
T5,PD,PC,position,-2.000000,240.000000,570.000000,6.320125
T5,PD,PC,position,-2.000000,240.000000,575.000000,6.145493
T5,PD,PC,position,-2.000000,240.000000,580.000000,5.970861
T5,PD,PC,position,-2.000000,240.000000,585.000000,5.796228
T5,PD,PC,position,-2.000000,240.000000,590.000000,5.621596
T5,PD,PC,position,-2.000000,240.000000,595.000000,5.446964
T5,PD,PC,position,-2.000000,240.000000,600.000000,5.272331
T5,PD,PC,position,-2.000000,240.000000,605.000000,5.097699
T5,PD,PC,position,-2.000000,240.000000,610.000000,4.923066
T5,PD,PC,position,-2.000000,240.000000,615.000000,4.748434
T5,PD,PC,position,-2.000000,240.000000,620.000000,4.573802
T5,PD,PC,position,-2.000000,240.000000,625.000000,4.399169
T5,PD,PC,position,-2.000000,240.000000,630.000000,4.224537
T5,PD,PC,position,-2.000000,240.000000,635.000000,4.049905
T5,PD,PC,position,-2.000000,240.000000,640.000000,3.875272
T5,PD,PC,position,-2.000000,240.000000,645.000000,3.700640
T5,PD,PC,position,-2.000000,240.000000,650.000000,3.521412
T5,PD,PC,position,-2.000000,240.000000,655.000000,3.326100
T5,PD,PC,position,-2.000000,240.000000,660.000000,3.130787
T5,PD,PC,position,-2.000000,240.000000,665.000000,3.035301
T5,PD,PC,position,-2.000000,240.000000,670.000000,2.957176
T5,PD,PC,position,-2.000000,240.000000,675.000000,2.879051
T5,PD,PC,position,-2.000000,240.000000,680.000000,2.789352
T5,PD,PC,position,-2.000000,240.000000,685.000000,2.663484
T5,PD,PC,position,-2.000000,240.000000,690.000000,2.468171
T5,PD,PC,position,-2.000000,240.000000,695.000000,2.381366
T5,PD,PC,position,-2.000000,240.000000,700.000000,2.274306
T5,PD,PC,position,-2.000000,240.000000,705.000000,2.222222
T5,PD,PC,position,-2.000000,240.000000,710.000000,2.222222
T5,PD,PC,position,-2.000000,240.000000,715.000000,2.214988
T5,PD,PC,position,-2.000000,240.000000,720.000000,2.175926
T5,PD,PC,position,-2.000000,240.000000,725.000000,2.097801
T5,PD,PC,position,-2.000000,240.000000,730.000000,2.019676
T5,PD,PC,position,-2.000000,240.000000,735.000000,1.990741
T5,PD,PC,position,-2.000000,240.000000,740.000000,1.990741
T5,PD,PC,position,-2.000000,240.000000,745.000000,2.010995
T5,PD,PC,position,-2.000000,240.000000,750.000000,2.083333
T5,PD,PC,position,-2.000000,240.000000,755.000000,2.083333
T5,PD,PC,position,-2.000000,240.000000,760.000000,2.118056
T5,PD,PC,position,-2.000000,240.000000,765.000000,2.129630
T5,PD,PC,position,-2.000000,240.000000,770.000000,2.170139
T5,PD,PC,position,-2.000000,240.000000,775.000000,2.222222
T5,PD,PC,position,-2.000000,240.000000,780.000000,2.222222
T5,PD,PC,position,-2.000000,240.000000,785.000000,2.222222
T5,PD,PC,position,-2.000000,240.000000,790.000000,2.184606
T5,PD,PC,position,-2.000000,240.000000,795.000000,2.145544
T5,PD,PC,position,-2.000000,240.000000,800.000000,2.129630
T5,PD,PC,position,-2.000000,240.000000,805.000000,2.129630
T5,PD,PC,position,-2.000000,240.000000,810.000000,2.103588
T5,PD,PC,position,-2.000000,240.000000,815.000000,1.987847
T5,PD,PC,position,-2.000000,240.000000,820.000000,1.909722
T5,PD,PC,position,-2.000000,240.000000,825.000000,1.864873
T5,PD,PC,position,-2.000000,240.000000,830.000000,1.773727
T5,PD,PC,position,-2.000000,240.000000,835.000000,1.675347
T5,PD,PC,position,-2.000000,240.000000,840.000000,1.608796
T5,PD,PC,position,-2.000000,240.000000,845.000000,1.569734
T5,PD,PC,position,-2.000000,240.000000,850.000000,1.530671
T5,PD,PC,position,-2.000000,240.000000,855.000000,1.491609
T5,PD,PC,position,-2.000000,240.000000,860.000000,1.452546
T5,PD,PC,position,-2.000000,240.000000,865.000000,1.391782
T5,PD,PC,position,-2.000000,240.000000,870.000000,1.299190
T5,PD,PC,position,-2.000000,240.000000,875.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,880.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,885.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,890.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,895.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,900.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,905.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,910.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,915.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,920.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,925.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,930.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,935.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,940.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,945.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,950.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,955.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,960.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,965.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,970.000000,1.203704
T5,PD,PC,position,-2.000000,240.000000,975.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,980.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,985.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,990.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,995.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1000.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1005.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1010.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1015.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1020.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1025.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1030.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1035.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1040.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1045.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1050.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1055.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1060.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1065.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1070.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1075.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1080.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1085.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1090.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1095.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1100.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1105.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1110.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1115.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1120.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1125.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1130.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1135.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1140.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1145.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1150.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1155.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1160.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1165.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1170.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1175.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1180.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1185.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1190.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1195.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1200.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1205.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1210.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1215.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1220.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1225.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1230.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1235.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1240.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1245.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1250.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1255.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1260.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1265.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1270.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1275.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1280.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1285.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1290.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1295.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1300.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1305.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1310.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1315.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1320.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1325.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1330.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1335.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1340.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1345.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1350.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1355.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1360.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1365.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1370.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1375.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1380.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1385.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1390.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1395.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1400.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1405.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1410.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1415.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1420.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1425.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1430.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1435.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1440.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1445.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1450.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1455.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1460.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1465.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1470.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1475.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1480.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1485.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1490.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1495.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1500.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1505.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1510.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1515.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1520.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1525.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1530.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1535.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1540.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1545.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1550.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1555.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1560.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1565.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1570.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1575.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1580.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1585.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1590.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1595.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1600.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1605.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1610.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1615.000000,0.000000
T5,PD,PC,position,-2.000000,240.000000,1620.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-355.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-350.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-345.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-340.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-335.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-330.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-325.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-320.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-315.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-310.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-305.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-300.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-295.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-290.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-285.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-280.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-275.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-270.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-265.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-260.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-255.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-250.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-245.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-240.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-235.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-230.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-225.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-220.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-215.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-210.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-205.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-200.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-195.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-190.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-185.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-180.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-175.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-170.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-165.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-160.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-155.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-150.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-145.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-140.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-135.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-130.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-125.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-120.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-115.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-110.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-105.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-100.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-95.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-90.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-85.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-80.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-75.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-70.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-65.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-60.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-55.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-50.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-45.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-40.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-35.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-30.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-25.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-20.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-15.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-10.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,-5.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,0.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,5.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,10.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,15.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,20.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,25.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,30.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,35.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,40.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,45.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,50.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,55.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,60.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,65.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,70.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,75.000000,0.000000
T5,PD,PC,position,-1.000000,320.000000,80.000000,0.000000
