idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
40,Tm20,1.003289,0.000000,2.622580,1.989048,-33.849649,-50.000000,10.000000,261.112100,0.000000,-38.333690,-38.452057,-40.264371,-1.812313
41,Tm21,1.017884,0.000000,2.622580,10.000000,-25.592248,-50.000000,10.000000,261.112100,0.000000,-42.613381,-42.615680,-43.025454,-0.409774
42,Tm27,1.010604,0.000000,2.622580,5.389531,-36.421932,-50.000000,10.000000,261.112100,0.000000,-31.206467,-31.330108,-32.398088,-1.067980
43,Tm5a,0.953739,0.000000,2.622580,6.428875,-45.507482,-50.000000,10.000000,261.112100,0.000000,-105.102148,-105.315827,-113.954803,-8.638976
44,Tm5b,0.978281,0.000000,2.622580,4.206169,-36.126264,-50.000000,10.000000,261.112100,0.000000,-24.600071,-24.513837,-25.589776,-1.075939
45,Tm5c,1.008616,0.000000,2.622580,6.959836,-35.999628,-50.000000,10.000000,261.112100,0.000000,-28.842853,-28.799339,-29.440546,-0.641206
46,Tm5f,0.978054,0.000000,2.622580,6.279062,-43.820151,-50.000000,10.000000,261.112100,0.000000,-37.805425,-37.992396,-39.451781,-1.459384
47,TmY10,1.040074,0.000000,2.622580,8.597601,-29.962609,-50.000000,10.000000,261.112100,0.000000,-40.249355,-40.234211,-40.991262,-0.757052
48,TmY11,1.008535,0.000000,2.622580,6.859785,-25.887509,-50.000000,10.000000,261.112100,0.000000,-18.719276,-18.660149,-20.540957,-1.880807
49,TmY14,1.025761,0.000000,2.622580,4.019102,-50.000000,-50.000000,10.000000,261.112100,0.000000,-14.213714,-13.899005,-5.122114,8.776892
50,TmY15,1.019957,0.000000,2.622580,2.326514,-50.000000,-50.000000,10.000000,261.112100,0.000000,-8.035501,-7.585683,12.090335,19.676018
51,TmY3,0.952050,0.000000,2.622580,6.204955,-37.519085,-50.000000,10.000000,261.112100,0.000000,-41.220292,-41.588237,-44.746533,-3.158297
52,TmY4,0.962758,0.000000,2.622580,3.251902,-22.881593,-50.000000,10.000000,261.112100,0.000000,9.461940,9.200200,6.756110,-2.444090
53,TmY5a,1.038542,0.000000,2.622580,3.839159,-49.382506,-50.000000,10.000000,261.112100,0.000000,-28.437558,-28.343062,-24.149797,4.193265
54,TmY9q,1.021640,0.000000,2.622580,1.220561,-49.925184,-50.000000,10.000000,261.112100,0.000000,-34.008358,-34.299553,-35.952920,-1.653367
55,TmY9q__perp,1.046973,0.000000,2.622580,6.042190,-50.000000,-50.000000,10.000000,261.112100,0.000000,-24.101441,-24.671262,-30.490531,-5.819269
