,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T4d,,,,,,,,,0.984779,,,,,,,,,0.959222,0.485715,,,,0.990808,,,,,,,,,
T5a,,,,,,,,,,,,,2.792304,,,0.971061,,,,1.036192,1.024368,,,,0.100000,,,,,,,
T5b,,,,,,,,,,,,,5.437808,,,,9.015807,,,0.961362,7.149951,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.100000,,,,,9.130648,,,1.008837,1.338684,1.030850,,,,,,,,,
T5d,,,,,,,,,,,,,0.176496,,,,,2.517892,1.008087,,,,0.905913,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,3.978688,0.100000,3.206083,0.100000,0.100000,7.429654,0.100000,,,1.015308,,1.528266,9.637255,7.432245,0.887713,0.974141,0.100000,6.599108,4.854957,0.100000,3.012397,0.100000,0.385730,8.081160
Tm2,,,,0.100000,0.100000,,,1.465039,2.355304,2.654286,1.911740,0.100000,1.036155,0.456158,0.772374,1.021514,,1.533042,,0.997654,1.084823,1.167371,1.051093,0.100000,,,1.370634,0.100000,2.381699,0.100000,,5.463843
Tm20,,,,,,,,,,0.384107,13.288222,0.100000,6.052998,5.645385,,,,,,,,,,3.020358,0.100000,0.852864,0.950664,,,15.441331,,0.100000
Tm21,,,,,,,,,2.122706,,,,0.792558,0.951696,,,,,,,,,,8.476987,,,0.329661,,,,,
Tm3,,,,1.953527,0.100000,,,,0.100000,9.466852,6.209924,,0.646703,4.861043,1.130883,6.136534,6.565124,1.635809,0.135025,,1.033477,,1.027445,,,,,2.952581,0.100000,,1.039512,4.590166
Tm4,,,,,1.878842,,,,0.100000,0.100000,,1.029914,7.666069,9.205864,0.100000,,,,,1.207771,9.004782,8.355855,2.495323,2.571193,7.956397,,4.429627,0.100000,4.671043,,0.956453,4.143875
Tm9,,,,,,0.100000,,,,1.734306,10.577332,,0.115281,0.100000,,,,,,0.100000,6.870033,1.200327,0.486327,0.100000,0.100000,1.157794,1.000967,,0.100000,14.398072,,
C2,0.957250,1.024695,1.035757,1.241588,1.139408,1.382386,0.719263,1.433106,1.374805,1.717097,,0.245232,1.025017,0.998137,1.047637,,,,,,,,,0.726734,,,,,,0.100000,0.999804,1.040413
C3,5.148600,,,0.100000,0.100000,4.915524,4.094149,7.403974,11.677945,0.100000,5.822853,0.178671,6.330781,0.100000,0.100000,2.880519,0.100000,0.100000,0.974516,,,,,3.173848,0.726213,3.257640,0.998209,3.392412,0.100000,4.117617,1.021606,
