idx,ctype,in_gain,out_gain,v_th,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
20,T4d,1.000000,1.000000,-52.471288,3.338747,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
21,T5a,1.000000,1.000000,-47.746171,5.059391,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
22,T5b,1.000000,1.000000,-46.472766,4.937207,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
23,T5c,1.000000,1.000000,-54.187498,5.404604,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
24,T5d,1.000000,1.000000,-37.972689,5.191924,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
25,Tm1,1.000000,1.000000,-44.226729,3.023365,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
26,Tm2,1.000000,1.000000,-48.396833,2.349335,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
27,Tm20,1.000000,1.000000,-62.817025,1.048983,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
28,Tm21,1.000000,1.000000,-53.706508,0.982095,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
29,Tm3,1.000000,1.000000,-47.449565,2.963408,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
30,Tm4,1.000000,1.000000,-42.461905,6.108801,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
31,Tm9,1.000000,1.000000,-49.371098,2.489099,0.000000,0.000000,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039,-40.229492,-0.200000,-44.272525,-49.614103,-0.207773,-43.477039
