,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T4b,,,,,,,,,0.500000,2.673815,5.000000,,,,,4.646459,5.000000,,0.965117,,0.500000,,,,,,,,,,,
T4c,,,,,,,,,,,5.000000,,1.000403,,,,,5.000000,,,,1.002687,0.998294,,,,,,,,,
T4d,,,,,,,,,0.500000,,,,,,,,,1.022542,0.973539,,,,0.962869,,,,,,,,,
T5a,,,,,,,,,,,,,0.500000,,,0.500000,,,,3.197855,1.008278,,,,0.500000,,,,,,,
T5b,,,,,,,,,,,,,1.111542,,,,1.360087,,,0.999025,3.101618,,,,,,,,,,,
T5c,,,,,,,,,,,,,4.439899,,,,,0.500000,,,0.953699,4.666191,0.983086,,,,,,,,,
T5d,,,,,,,,,,,,,3.876862,,,,,5.000000,0.995700,,,,5.000000,,,,,,,,,
Tm1,,,,,0.506475,,,0.500000,0.500000,0.500000,3.199612,0.500000,2.251254,3.791855,0.500000,,,0.955430,,4.205746,2.726137,1.236120,0.500000,0.500000,0.500000,5.000000,4.627534,0.500000,0.500000,5.000000,0.500000,5.000000
Tm2,,,,2.162340,0.500000,,,0.500000,5.000000,0.500000,5.000000,0.511020,0.500000,0.500000,0.500000,1.001970,,0.500000,,2.881548,0.500000,1.536517,0.500000,0.500000,,,4.043872,0.500000,2.629259,4.308827,,0.500000
Tm20,,,,,,,,,,0.500000,0.500000,0.500000,5.000000,0.500000,,,,,,,,,,0.500000,0.500000,5.000000,0.993317,,,5.000000,,5.000000
Tm21,,,,,,,,,0.705408,,,,0.500000,0.983649,,,,,,,,,,5.000000,,,0.500000,,,,,
Tm3,,,,2.194577,0.500000,,,,2.754593,0.552254,5.000000,,1.957602,0.500000,0.500000,0.500000,5.000000,5.000000,1.014783,,0.952568,,0.993724,,,,,5.000000,0.500000,,1.037080,0.509697
Tm4,,,,,1.627291,,,,0.500000,1.452468,,5.000000,5.000000,3.375263,0.500000,,,,,0.500000,0.500000,0.500000,0.500000,5.000000,5.000000,,0.803025,0.500000,5.000000,,0.500000,0.500000
Tm9,,,,,,5.000000,,,,0.633113,0.500000,,0.500000,0.500000,,,,,,0.500000,0.500000,2.471567,0.814737,0.500000,0.500000,3.373030,1.021022,,0.500000,5.000000,,
C2,1.769945,1.060468,0.500000,1.361180,0.500000,5.000000,2.730546,3.519143,5.000000,0.569008,,3.860360,1.001847,1.030523,1.045155,,,,,,,,,0.500000,,,,,,0.500000,0.500000,0.955393
C3,0.500000,,,5.000000,0.500000,5.000000,1.381786,0.500000,5.000000,0.500000,5.000000,5.000000,0.500000,5.000000,1.044332,5.000000,0.500000,0.500000,1.021963,,,,,4.857485,0.500000,5.000000,5.000000,1.625029,5.000000,5.000000,2.326559,
