cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre,v_onset,v_sti_end,delta_v
12,T4a,1.783024,-1.152903,0.010000,0.182161,-1.153939,-49.179646,11.365317,199.620895,196.304977,0.866129,-1.152907,-1.152903,-1.152902,0.000001
13,T4b,1.820896,-0.574686,0.010000,0.170769,-0.575410,-49.165588,11.171612,199.106110,195.750565,0.924744,-0.574689,-0.574686,-0.574686,0.000000
14,T4c,1.784673,-0.676162,0.010000,0.108266,-0.676682,-49.150902,11.953397,211.237579,190.763412,0.921184,-0.676165,-0.676162,-0.676162,0.000000
15,T4d,1.796017,-0.958758,0.010000,0.102683,-0.959291,-49.158070,11.476965,199.584381,199.495911,0.921853,-0.958760,-0.958758,-0.958758,0.000000
16,Tm1,1.827219,-0.492323,0.010000,0.166126,-0.492402,-49.183353,10.000000,191.175232,189.419724,0.931956,-0.492324,-0.492323,-0.492323,0.000000
17,Tm2,1.842494,-0.731781,0.010000,0.190724,-0.731807,-49.230854,10.000000,198.177841,197.297455,0.931053,-0.731782,-0.731781,-0.731781,0.000000
18,Tm4,1.856564,-1.139250,0.010000,0.100000,-1.138857,-49.179813,10.000075,204.045776,202.300537,0.943570,-1.139249,-1.139250,-1.139250,0.000000
19,Tm9,1.883818,-0.887713,0.010000,0.100000,-0.887683,-49.089703,11.151887,199.333252,209.220230,0.996351,-0.887713,-0.887713,-0.887713,0.000000
20,T5a,0.954061,-1.272697,0.010000,0.100034,-1.273013,-48.967247,11.702595,203.540161,192.233505,0.757945,-1.272699,-1.272697,-1.272697,0.000000
21,T5b,0.970305,-0.599028,0.010000,0.415178,-0.609109,-49.332649,11.875371,190.673737,200.844070,0.000000,-0.599069,-0.599028,-0.599017,0.000011
22,T5c,1.015342,0.728109,0.010000,1.696724,0.717102,-50.633640,12.086753,206.335754,203.392059,0.000000,0.728064,0.728109,0.728121,0.000012
23,T5d,1.023723,-1.152539,0.010000,0.102699,-1.152752,-49.165199,11.275180,205.521851,201.866562,0.778827,-1.152540,-1.152539,-1.152539,0.000000
24,T1,1.001532,-1.049457,0.010000,0.262812,-1.047556,-49.335110,10.000000,189.545898,194.079910,0.825519,-1.049449,-1.049457,-1.049462,-0.000005
25,T2,0.986103,1.740824,0.010000,2.250919,1.628206,-51.273075,11.919189,200.679825,205.768463,0.000000,1.740364,1.740824,1.740947,0.000123
26,T2a,0.954780,0.588766,0.010000,1.176659,0.526582,-50.057415,12.281125,192.495911,197.143646,0.000000,0.588516,0.588766,0.588837,0.000071
27,T3,1.017076,-0.678010,0.010000,0.110857,-0.682261,-49.078915,11.982698,206.340256,194.743362,0.710213,-0.678027,-0.678010,-0.678005,0.000004
28,C2,1.041283,-1.225146,0.010000,0.197657,-1.225426,-49.185738,10.000000,204.235992,191.240814,0.834935,-1.225147,-1.225146,-1.225147,-0.000001
29,C3,1.018231,-0.090535,0.010000,0.218654,-0.090302,-49.471157,10.000000,205.880081,205.892929,0.873018,-0.090534,-0.090535,-0.090537,-0.000003
30,Lawf1,0.970232,0.350539,0.010000,1.668846,0.333759,-50.713978,10.000000,193.672394,197.431381,0.000000,0.350466,0.350539,0.350552,0.000013
31,Lawf2,1.023812,-0.590432,0.010000,0.116807,-0.588579,-49.116852,10.882298,208.486404,199.414719,0.743544,-0.590424,-0.590432,-0.590434,-0.000002
32,Dm3v,1.040722,-0.393934,0.010000,0.193614,-0.393237,-49.189018,11.447219,208.092804,192.723755,0.679719,-0.393932,-0.393934,-0.393935,-0.000001
33,Lai,1.025974,-0.761385,0.010000,2.519094,-0.714549,-48.789982,11.130304,204.604904,209.170212,0.000000,-0.761190,-0.761385,-0.769919,-0.008534
34,Mi10,0.961240,-0.824965,0.010000,0.100000,-0.818540,-49.027210,11.039577,205.253128,196.538528,0.000000,-0.824939,-0.824965,-0.824972,-0.000007
35,Mi13,1.027203,-0.785768,0.010000,0.100000,-0.773595,-49.052528,10.000000,209.469925,194.885605,0.000000,-0.785715,-0.785768,-0.785778,-0.000010
36,Mi14,1.005828,-0.371846,0.010000,0.251413,-0.380215,-49.233486,11.296901,203.801376,206.832230,0.000000,-0.371881,-0.371846,-0.371842,0.000004
37,Mi15,0.961946,-0.760263,0.010000,0.139264,-0.760263,-49.137363,10.000000,206.452271,189.821579,1.000000,-0.760263,-0.760263,-0.760269,-0.000006
38,Mi2,0.958294,-0.492927,0.010000,0.100007,-0.493920,-49.054440,11.129149,209.718887,209.291306,0.818368,-0.492931,-0.492927,-0.492927,0.000000
39,Tm16,0.971653,-0.551319,0.010000,0.179700,-0.486477,-49.142105,11.840288,193.563171,197.845428,0.000000,-0.551055,-0.551319,-0.551389,-0.000070
40,Tm20,1.040730,-1.125229,0.010000,0.184651,-1.123037,-49.220032,10.308977,199.062042,198.121338,0.843139,-1.125220,-1.125229,-1.125238,-0.000009
41,Tm21,0.993891,1.375355,0.010000,1.921892,1.311832,-50.892895,11.763206,190.746277,196.643982,0.000000,1.375095,1.375355,1.375423,0.000068
42,Tm27,1.031828,-0.568377,0.010000,0.153808,-0.568433,-49.160366,10.617748,205.044037,207.458664,0.687209,-0.568377,-0.568377,-0.568377,-0.000000
43,Tm5a,0.990152,-1.081760,0.010000,0.217505,-1.080490,-49.230656,10.229177,190.125946,195.449860,0.000000,-1.081754,-1.081760,-1.081778,-0.000018
44,Tm5b,1.034092,0.657820,0.010000,1.443491,0.657820,-50.611580,10.000000,195.803711,199.251358,1.000000,0.657820,0.657820,0.657813,-0.000006
45,Tm5c,1.046125,-0.732471,0.010000,0.133387,-0.735342,-49.127129,11.109712,201.278595,199.290421,0.000000,-0.732483,-0.732471,-0.732667,-0.000196
46,Tm5f,1.049803,-0.963180,0.010000,0.100000,-0.964548,-49.107811,10.272805,193.811035,190.034302,0.283971,-0.963186,-0.963180,-0.963179,0.000001
47,TmY10,1.021784,-0.930092,0.010000,0.141503,-0.922940,-49.155865,10.000000,199.862045,203.362762,0.446907,-0.930062,-0.930092,-0.930098,-0.000006
48,TmY11,0.996174,-1.022933,0.010000,0.123445,-0.948523,-49.163544,10.000000,197.351212,207.019638,0.000000,-1.022612,-1.022933,-1.022995,-0.000062
49,TmY14,1.042411,0.663116,0.010000,1.873995,0.583678,-50.915096,10.000000,205.782028,206.487320,0.000000,0.662771,0.663116,0.663183,0.000066
50,TmY15,0.967427,-1.281086,0.010000,0.143901,-1.281581,-49.145855,10.000000,200.627518,195.855194,0.817932,-1.281088,-1.281086,-1.281086,0.000000
51,TmY3,1.039719,-0.187458,0.010000,1.053815,-0.303407,-49.682629,11.899003,199.885239,204.962265,0.000000,-0.187929,-0.187458,-0.187331,0.000126
52,TmY4,1.035072,-0.471648,0.010000,0.280432,-0.471766,-49.299847,10.000000,197.278717,203.887344,0.402352,-0.471649,-0.471648,-0.471648,0.000000
53,TmY5a,1.035243,-0.547678,0.010000,0.679578,-0.561281,-49.649841,10.665146,203.177231,190.978256,0.584148,-0.547736,-0.547678,-0.547666,0.000012
54,TmY9q,0.999691,-0.777420,0.010000,0.109389,-0.777854,-49.161694,10.941791,198.090164,189.970932,0.794660,-0.777422,-0.777420,-0.777420,-0.000000
55,TmY9q__perp,0.996545,-1.092147,0.010000,0.100000,-1.093658,-49.050636,11.281121,197.346771,198.696686,0.733304,-1.092154,-1.092147,-1.092146,0.000001
