edge_idx,src_node,tar_node,source_cell,target_cell,syn_sign,syn_strength_edge
572,5572,6868,Mi9,TmY11,-1,1.017450
573,6025,8173,Tm3,TmY5a,1,1.049657
574,6271,4666,L5,Tm3,1,4.620170
575,1093,9516,Tm4,Mi14,1,2.079535
576,5791,3883,L3,Tm5c,1,7.439072
577,6655,3561,Tm2,TmY3,1,0.393112
578,9332,12483,Tm4,TmY5a,1,0.100000
579,12667,790,Mi1,L1,1,3.426701
580,2479,11190,R1-6,T1,-1,1.035780
581,5805,3258,L3,Mi13,1,5.897981
582,5872,11369,L2,Tm4,1,5.682581
583,12478,14176,Tm1,Tm4,1,1.432024
584,890,9182,Tm2,TmY3,1,2.940630
585,990,4004,Tm2,T5b,1,0.984986
586,11771,1605,L5,Tm21,1,0.992536
587,6785,4288,R8,Mi15,-1,0.100000
588,12565,14511,Tm9,T5b,1,0.974419
589,31,12095,Tm3,T4d,1,1.014789
590,1274,6041,Tm3,T4d,1,0.964987
591,11472,1540,Tm3,T4b,1,1.013585
592,6264,8442,TmY15,T4d,-1,4.073476
593,5304,5136,Mi9,TmY11,-1,0.974466
594,9329,3499,Tm4,T3,1,0.990393
595,4411,12078,Tm2,Mi9,1,2.750774
596,11,3904,Tm1,Tm21,1,1.018795
597,11495,11582,Mi4,Tm1,-1,9.505053
598,11603,7871,Mi1,T2a,1,2.893688
599,3179,1247,Mi1,Tm3,1,2.824092
600,11918,3865,Tm4,TmY5a,1,1.001792
601,7155,7454,L2,L4,1,3.689270
602,11234,1974,Tm9,T5a,1,0.990778
603,9022,9889,Mi9,Tm2,-1,5.471621
604,10529,12892,L1,L2,-1,0.100000
605,4755,7512,L3,Mi1,1,3.050104
606,6801,479,L5,Tm3,1,4.796910
607,8076,5598,Mi1,L5,1,10.000000
608,3147,24,TmY15,TmY14,-1,1.053752
609,8246,11406,TmY15,Mi4,-1,2.843000
610,3012,11941,Tm1,T5d,1,1.007389
611,13448,860,L4,Tm2,1,2.396042
612,3776,3930,Tm3,TmY11,1,0.955280
613,9684,533,L3,C3,1,0.957275
614,2347,822,Lawf1,L3,1,5.185087
615,11684,4848,Mi4,TmY11,-1,1.708184
616,6611,4059,Tm4,TmY5a,1,1.022962
617,6941,942,R8,L1,-1,4.760172
618,5606,9598,R1-6,L3,-1,4.093177
619,4357,3190,Mi9,T3,-1,1.038937
620,8115,9568,Tm2,T2,1,0.100000
621,2005,9319,L4,TmY3,1,1.960941
622,9438,4271,Mi1,T4c,1,1.049615
623,8092,1866,Tm27,Mi4,1,0.100000
624,5753,7704,Tm3,TmY15,1,0.440626
625,1897,13891,Mi9,TmY3,-1,2.431493
626,6824,13099,Mi15,Mi15,1,0.291815
627,10525,8765,L5,Tm3,1,6.785518
628,13477,11982,Mi13,Tm1,-1,10.000000
629,1660,544,L5,Tm21,1,0.988839
630,2279,13995,Tm2,TmY3,1,0.372432
631,1259,2191,Tm4,TmY5a,1,4.479704
632,1119,10990,Tm2,T3,1,0.962638
633,11980,9345,Tm3,TmY5a,1,5.725859
634,5551,2354,C3,L1,-1,0.100000
635,5933,9400,Mi1,T4b,1,0.100000
636,2483,2097,L2,L5,1,3.901777
637,7359,8367,Tm9,T5b,1,0.995033
638,7677,10868,L5,Mi4,1,0.914533
639,2227,13817,L2,TmY3,1,1.002821
640,3391,1547,Tm2,T5a,1,1.019577
641,3943,329,Mi1,Mi9,1,0.249045
642,10927,7946,Tm3,T2a,1,0.100000
643,11527,5371,Mi4,TmY5a,-1,1.014911
644,10211,9600,TmY3,T2,1,0.100000
645,12994,5438,L1,Tm3,-1,6.194211
646,3376,12741,R1-6,Lai,-1,0.100000
647,5955,3990,T1,L2,1,0.100000
648,13921,5126,Tm5c,Mi15,-1,1.467624
649,2459,5316,C2,L1,-1,8.137841
650,4266,5627,Tm5b,Mi10,1,1.634617
651,13117,9568,Mi2,T2,-1,1.007731
652,5246,11029,Mi4,TmY10,-1,2.114130
653,12502,9385,Tm3,Tm27,1,0.998701
654,3511,1076,Tm4,TmY5a,1,1.613339
655,2285,5207,C2,L2,1,0.100000
656,1850,5633,Tm9,T5a,1,1.046130
657,1971,247,Mi1,T4b,1,0.973497
658,14208,11905,Mi15,C3,1,0.967961
659,6180,3326,Tm9,T5d,1,1.011429
660,5138,2143,Tm2,L5,1,5.527014
661,9621,9787,T3,Tm21,1,0.965512
662,14014,3924,R1-6,T1,-1,1.007049
663,4501,11289,Mi4,T4b,-1,0.984587
664,4637,1975,Mi1,Tm27,1,0.967581
665,2708,4166,Mi13,Tm1,-1,0.100000
666,10246,13450,Mi2,T2,-1,0.994912
667,9018,12160,R1-6,Lai,-1,0.961595
668,12449,5557,T1,L2,1,1.003433
669,10153,7246,Mi1,T4c,1,4.305913
670,2930,2707,Tm4,TmY5a,1,0.983254
671,8622,2520,T4d,T4d,1,1.034264
672,13297,4430,L1,Mi1,-1,6.560718
673,5683,9429,R7,Tm5b,-1,0.961509
674,7069,2696,Tm9,T5c,1,1.026949
675,14306,6960,Tm9,TmY9q,1,0.978084
676,12441,40,Tm4,TmY5a,1,2.401409
677,12349,13702,C2,L5,-1,0.100000
678,10685,1677,Tm2,Tm1,1,8.084857
679,3746,11047,Mi4,TmY3,-1,1.819304
680,317,12293,Tm9,T5c,1,0.977992
681,10032,408,R1-6,L3,-1,2.810819
682,197,10995,C2,Tm1,-1,8.739227
683,7335,2933,T2,T2,1,0.983234
684,2626,4809,Tm4,T5c,1,0.995380
685,5657,2536,C3,Lai,-1,1.012604
686,12373,14193,Tm3,Mi13,1,0.100000
687,4555,13283,Tm3,T3,1,0.968967
688,4416,13177,Lawf1,L3,1,2.831011
689,3325,9439,L2,L4,1,2.511035
690,10803,467,Mi10,L3,1,2.833929
691,617,5428,Tm2,C3,1,0.100000
692,14166,13040,Mi1,C3,1,0.100000
693,11992,1952,C3,T4a,-1,1.033970
694,7701,2886,Tm1,T5a,1,0.100000
695,9053,267,C3,Tm4,-1,0.100000
696,3613,7043,TmY11,TmY11,1,0.391967
697,7557,13335,Mi4,Tm9,-1,10.000000
698,11561,11050,Mi13,Mi9,-1,0.100000
699,7294,13404,L2,T1,1,1.016232
700,3873,5512,TmY9q__perp,TmY5a,1,1.048855
701,1411,13982,L2,Tm4,1,3.581261
702,13966,7451,Mi1,T4a,1,0.547362
703,9198,5413,Mi1,T3,1,1.005945
704,4039,2344,T1,Tm1,1,1.049197
705,3571,11801,R1-6,T1,-1,0.975903
706,1535,2982,Tm1,T5c,1,0.993651
707,1836,13732,T4d,T4d,1,0.987715
708,1919,5766,T1,L2,1,1.014486
709,513,12044,Tm1,Tm4,1,0.273274
710,1680,12524,Tm4,TmY5a,1,1.031799
711,13190,7982,L5,Tm3,1,5.766449
712,5739,8998,Tm2,T2,1,0.100000
713,11506,9977,Mi4,T4a,-1,0.881800
714,3864,3720,Tm3,Mi14,1,0.100000
715,11992,10038,C3,L2,-1,1.889077
716,2392,8214,T2a,TmY4,1,0.957866
717,8454,12563,Tm4,T5c,1,0.998747
718,12837,1033,R1-6,Lai,-1,1.032254
719,9280,3694,Mi1,T2,1,0.100000
720,3014,6468,Mi1,TmY3,1,0.385409
721,9982,9863,Tm3,T4b,1,1.790079
722,1459,6704,L5,C3,1,4.852226
723,11731,143,Tm20,C3,1,1.015807
724,10508,4068,Mi13,L5,-1,0.100000
725,5653,6915,R7,L3,-1,2.649965
726,962,3388,Mi1,T2,1,0.100000
727,5409,10610,T3,Tm3,1,1.043781
728,5903,6475,Tm1,L5,1,0.100000
729,1079,7775,L2,Tm4,1,5.473516
730,5255,8047,Mi1,T3,1,1.042019
731,10959,5864,Tm3,T4c,1,2.075244
732,11412,2732,T4a,C3,1,0.984403
733,548,7859,L1,Mi1,-1,9.110783
734,1855,14094,L3,Tm5c,1,0.100000
735,14005,784,Tm4,T2a,1,2.808774
736,3815,13434,R1-6,Lai,-1,2.519520
737,13697,2745,Tm2,Dm3v,1,1.017061
738,7593,5740,R8,Mi4,-1,0.100000
739,14065,13600,C3,T4a,-1,1.019681
740,443,1126,Tm4,TmY14,1,2.933553
741,7191,13456,C3,L5,-1,1.936786
742,4222,7937,Tm1,T3,1,1.048727
743,11031,14388,Tm2,Tm27,1,1.027907
744,5356,13280,T3,Tm21,1,1.008879
745,5274,7972,Tm2,T5a,1,1.181830
746,13518,8623,Mi13,Tm2,-1,0.100000
747,3668,6267,Mi4,Mi9,-1,10.000000
748,9416,13824,Mi1,T4d,1,0.959943
749,12714,1654,Lawf1,L2,1,0.100000
750,12130,10542,Tm5c,Tm5b,-1,1.140359
751,7865,10561,L5,L1,1,3.312649
752,9607,7405,Tm4,T3,1,1.006460
753,6839,663,T4b,Mi9,1,4.326428
754,2950,4484,Lawf1,L3,1,3.533357
755,2838,8795,Mi4,TmY11,-1,1.716368
756,5304,13299,Mi9,TmY11,-1,1.029166
757,261,12420,L5,Tm21,1,0.100000
758,4606,5724,Mi13,L5,-1,0.100000
759,13978,7566,TmY15,T4d,-1,0.969441
760,8802,14002,L5,T2,1,0.988698
761,9028,13925,L2,Tm2,1,9.868770
762,14153,4585,Tm2,TmY3,1,0.100000
763,5088,1191,Mi2,Mi1,-1,0.100000
764,11550,8146,Mi4,Tm20,-1,0.970594
765,7355,6090,R1-6,L3,-1,5.599787
766,553,14424,Mi9,Mi10,-1,2.415620
767,3302,14341,C2,L4,-1,0.706809
768,8258,931,T4d,TmY4,1,1.047502
769,2928,12398,Mi4,T4c,-1,0.977595
770,9477,4567,R1-6,Lai,-1,0.998554
771,1567,10228,Tm1,T5d,1,1.032350
772,5196,10223,T1,L2,1,0.995350
773,833,5609,Tm9,T5c,1,0.999626
774,4950,2494,L5,L1,1,4.951903
775,78,5249,Mi1,T4b,1,0.989518
776,7906,3678,L3,Dm3v,1,1.013330
777,5261,835,Tm2,L5,1,9.414011
778,6211,11769,T2a,TmY5a,1,0.988551
779,2970,749,Tm4,T5a,1,0.995344
780,12149,11644,Tm4,T5b,1,1.040859
781,13142,5253,Tm9,T5b,1,0.998265
782,5048,8143,L2,T1,1,1.001925
783,5894,12763,Tm1,Tm21,1,0.998055
784,9791,6138,Lawf1,L3,1,2.336369
785,77,10530,Tm27,Mi4,1,0.100000
786,1597,10507,Mi4,Tm20,-1,1.046557
787,4418,8680,Tm5c,Mi15,-1,1.931566
788,9355,8653,Tm9,T5b,1,0.959935
789,6503,13565,Tm2,Mi9,1,6.075093
790,3141,3997,C3,Lai,-1,1.049735
791,8932,11133,L3,Tm9,1,0.100000
792,11748,9683,R1-6,Lai,-1,1.103643
793,4664,4699,C2,Mi15,1,1.006844
794,7268,7224,L2,L4,1,1.317359
795,12947,1620,L4,L2,1,2.486804
796,5400,14510,Mi1,T4b,1,4.849360
797,5705,4357,T4a,Mi9,1,2.357091
798,9639,4945,Mi1,T4d,1,1.045729
799,13245,12456,L5,Mi4,1,8.484364
800,3618,2652,Mi4,Tm9,-1,9.305326
801,7158,8303,Mi10,Lawf1,1,2.709371
802,11809,4930,C3,Tm1,-1,4.855835
803,834,4770,Tm9,TmY9q__perp,1,0.983822
804,9991,3122,Mi4,TmY3,-1,1.671811
805,9001,13445,L5,C2,1,4.928263
806,5790,11993,T1,L2,-1,1.037554
807,3695,5181,C3,Tm4,-1,0.100000
808,8769,8425,L1,L5,-1,10.000000
809,8772,12606,Tm21,TmY5a,1,1.028952
810,12388,9580,Mi4,T4d,-1,1.039113
811,4663,13846,Tm3,Tm3,1,7.047279
812,536,2640,L4,TmY3,1,0.100000
813,12652,8186,L4,Tm4,1,0.811076
814,8587,5878,C2,L4,-1,6.224618
815,1641,3967,Mi2,Tm1,-1,0.961858
816,13408,7299,Tm3,TmY5a,1,7.918858
817,10790,8662,R1-6,T1,-1,2.418565
818,6474,2287,Tm4,T5d,1,1.029555
819,2305,4709,L2,R1-6,1,0.703540
820,1499,1724,Tm3,Mi1,1,2.115321
821,3145,5275,Tm1,Tm21,1,0.988836
822,9767,9829,Tm3,T3,1,1.031951
823,4943,13431,Tm1,T5b,1,1.034426
824,10008,10154,Mi4,TmY3,-1,2.516630
825,13989,602,Tm4,Lawf2,1,1.242301
826,7129,13756,Tm3,T4b,1,10.000000
827,4013,13515,Tm3,T4b,1,1.033175
828,9230,7937,Mi1,T3,1,1.027561
829,2415,12857,L5,T2,1,0.100000
830,4540,2368,Mi1,C3,1,0.100000
831,6616,8606,Tm1,T2a,1,0.979726
832,13304,8528,L1,Tm3,-1,7.531215
833,11466,6605,C3,Tm4,-1,1.707739
834,11529,6710,TmY10,TmY9q,1,1.047998
835,3727,10407,Mi13,Tm1,-1,0.106490
836,9014,8135,C3,Tm1,-1,2.534697
837,6413,9639,C2,Mi1,-1,0.698957
838,3300,12869,L3,C3,1,0.968267
839,613,3562,Mi9,Tm2,-1,5.378864
840,9519,6233,R8,Tm5c,-1,7.953133
841,14463,12375,R8,L1,-1,6.869174
842,4202,4369,Tm1,T3,1,1.010388
843,13706,10023,Tm2,T5b,1,0.986602
844,1535,11280,Tm1,T2a,1,0.965402
845,12352,1889,R1-6,L1,-1,1.492150
846,3610,11472,T3,Tm3,1,1.002033
847,13110,9247,Tm4,TmY5a,1,8.508441
848,5153,6970,Tm1,T3,1,1.041300
849,1989,3567,R1-6,L2,-1,2.636565
850,3596,11670,Tm2,T5d,1,1.013384
851,5780,6515,C3,T1,-1,1.004143
852,13381,7135,C3,T1,-1,1.039750
853,607,6676,Tm3,T3,1,0.989800
854,13170,3893,Mi4,TmY11,-1,1.728754
855,4693,4365,L1,C2,-1,6.825870
856,11044,2580,L3,Mi9,1,0.654401
857,7341,7818,Tm4,T3,1,0.976270
858,9387,10552,Mi1,Tm27,1,1.010677
859,13582,2848,Tm4,T5b,1,1.030613
860,8254,9551,R1-6,L3,-1,3.634648
861,3855,9998,TmY3,TmY14,1,8.902586
862,7775,1559,Tm4,TmY5a,1,2.321164
863,6451,5836,Tm1,T2a,1,0.997359
864,3653,9662,R8,Tm20,-1,0.984110
865,614,9933,Tm1,Tm4,1,1.444916
866,8269,11135,Tm27,Mi4,1,0.100000
867,13064,6404,R8,Mi15,-1,1.873849
868,3244,11692,Mi13,Mi1,-1,0.536866
869,3598,14002,Tm2,T2,1,0.986133
870,1036,13762,L1,Mi1,-1,9.893492
871,455,404,Tm4,TmY15,1,3.682373
872,8614,8612,TmY15,Tm27,-1,0.989314
873,6673,379,Mi4,Tm16,-1,1.943830
874,3133,2914,R1-6,L2,-1,1.198780
875,13581,404,Tm4,TmY15,1,4.169612
876,10508,8334,Mi13,Tm2,-1,8.015409
877,13190,7858,L5,L2,1,1.517742
878,5288,11082,Tm5c,TmY5a,-1,1.023441
879,6611,10531,Tm4,T3,1,0.997169
880,12905,13850,Tm2,T2,1,0.985651
881,6408,1736,Tm2,TmY3,1,9.626295
882,6793,2391,Tm1,T5c,1,1.039991
883,614,11268,Tm1,Dm3v,1,1.041169
884,12559,13740,Tm1,TmY9q,1,1.041466
885,795,9504,Tm4,TmY5a,1,2.323630
886,10057,5503,Tm20,Tm5f,1,0.979458
887,7859,11577,Mi1,Tm3,1,3.040680
888,1453,4721,Tm1,Tm4,1,0.545658
889,10394,12968,Mi1,T3,1,1.030096
890,10355,3430,T2,Lawf2,1,0.100000
891,2777,3796,TmY15,T5c,-1,0.955926
892,12919,5665,Tm9,T5a,1,1.022233
893,13207,12855,C3,Tm4,-1,0.100000
894,1608,3697,Mi1,T2a,1,0.972676
895,7145,6541,Tm3,TmY14,1,5.667830
896,6568,6798,R1-6,L1,-1,3.664119
897,8227,14188,T1,L2,1,1.027614
898,9447,10473,Tm27,Mi4,1,0.100000
899,502,12597,L3,T1,1,0.994373
900,3174,4381,C3,Tm1,-1,0.100000
901,11752,9345,Mi9,TmY5a,-1,3.483546
902,13837,11686,R1-6,L2,-1,5.227742
903,12647,11298,C3,T2,-1,1.035328
904,4049,10262,C3,Lai,-1,0.999882
905,4305,8939,Tm5c,Mi2,-1,0.970196
906,9801,2468,L3,Tm9,1,0.998878
907,60,13858,C2,T1,-1,0.987563
908,6918,8707,R1-6,Lai,-1,2.535811
909,3198,2834,Mi4,Tm16,-1,0.378476
910,7588,9414,Tm5c,Mi15,-1,1.991534
911,12012,3067,Tm20,Tm5f,1,0.953559
912,13727,636,Mi1,Tm3,1,2.303306
913,5384,12193,T2a,TmY9q,1,0.974953
914,1203,11588,Tm1,Tm21,1,1.682450
915,9542,5844,L2,L5,1,7.920757
916,7704,7949,TmY15,T5a,-1,0.564232
917,11692,11417,Mi1,T2,1,0.100000
918,10393,9399,Tm1,T5d,1,0.974819
919,11213,5743,L5,L2,1,1.464398
920,11229,5774,T2a,Mi1,1,1.822351
921,8678,10308,L2,Tm4,1,6.858795
922,13839,11520,Mi1,T4a,1,0.100000
923,5833,4260,L3,Tm20,1,0.993195
924,6068,8561,T2a,TmY5a,1,3.357031
925,1158,12191,T2,Lawf2,1,0.100000
926,715,5028,Tm2,T5a,1,0.100000
927,9091,13047,Tm4,Lawf2,1,0.100000
928,4377,3000,Tm27,Mi4,1,0.100000
929,12718,14349,C2,Mi1,1,1.547112
930,11690,6779,Tm2,TmY3,1,9.995155
931,7912,10673,L2,L4,1,2.722556
932,6751,8203,Tm2,TmY3,1,0.996851
933,2097,556,L5,Mi2,1,1.045879
934,2247,8574,T5b,T5b,1,1.047912
935,6374,4542,Mi14,Tm1,-1,0.100000
936,1566,6693,T5d,TmY5a,1,1.023739
937,14057,4908,L3,Mi1,1,1.064613
938,11,7855,Tm1,T2a,1,1.000377
939,2635,759,Mi4,TmY3,-1,2.436217
940,1333,9481,C2,L1,-1,3.424880
941,12112,12444,L2,Tm4,1,4.274339
942,5091,14421,T5a,T5a,1,0.750280
943,3189,11044,R1-6,L3,-1,1.453118
944,7997,11483,L4,T2,1,0.100000
945,12201,7072,R8,Tm20,-1,1.014088
946,3033,2384,Tm4,T5c,1,1.046868
947,6956,10812,Mi9,Mi4,-1,3.013204
948,2751,6408,Mi13,Tm2,-1,0.100000
949,2465,2750,L3,Tm20,1,0.543107
950,12133,957,Mi2,Tm21,-1,1.012785
951,14199,1783,TmY3,T2,1,1.045688
952,10136,13051,Mi4,TmY3,-1,1.132292
953,11435,5090,Tm9,T5a,1,3.882373
954,9118,856,L5,T2,1,0.961067
955,13904,11618,Tm1,Tm9,1,0.100000
956,5051,12697,Mi4,Tm16,-1,0.520687
957,7024,307,Tm4,T3,1,0.987660
958,3870,1042,Tm2,Tm4,1,0.898887
959,3258,5598,Mi13,L5,-1,0.100000
960,440,13030,Tm3,TmY3,1,0.100000
961,2697,2910,Mi13,Tm1,-1,1.465270
962,8391,9573,Mi13,Tm1,-1,2.269055
963,4392,6761,Mi1,T4b,1,0.109911
964,7773,1538,Mi13,Tm1,-1,2.661001
965,715,12371,Tm2,T5c,1,0.988219
966,7426,13475,L3,Mi9,1,0.814486
967,4013,2972,Tm3,T4d,1,0.993864
968,9567,2336,Mi13,Tm4,-1,6.443114
969,8003,6015,C3,L2,-1,1.028330
970,2051,1608,L5,Mi1,1,0.109414
971,1307,9556,Tm2,Tm27,1,0.327922
972,2486,10218,Mi1,Tm27,1,0.100000
973,9903,2593,Mi1,Tm21,1,0.994393
974,9495,13348,T1,L2,1,1.022067
975,5141,7164,TmY10,TmY9q,1,1.029966
976,4674,12783,Lawf2,Lai,1,1.972929
977,8454,12040,Tm4,Lawf2,1,0.101842
978,8096,4030,Tm1,Mi9,1,0.100000
979,4976,8057,Mi1,T2,1,0.100000
980,1717,4595,Tm1,T5b,1,0.997314
981,12473,5616,Tm3,TmY3,1,10.000000
982,2622,11329,TmY9q,Mi13,1,1.007901
983,7940,5252,Tm9,T5d,1,0.963701
984,922,8610,Tm9,T5d,1,0.991889
985,503,11075,TmY15,TmY14,-1,3.222778
986,12581,10154,L4,TmY3,1,0.100000
987,4755,9005,L3,Tm20,1,0.963934
988,1191,5637,Mi1,C2,1,0.339885
989,3226,9995,Mi1,T4c,1,0.102110
990,3092,6139,C3,Lai,-1,0.952319
991,12626,547,C3,Tm4,-1,1.022663
992,7815,1676,L1,Tm3,-1,4.488443
993,9154,3227,Tm3,TmY14,1,9.915772
994,1859,2727,R1-6,Lai,-1,2.510569
995,3902,5753,L1,Tm3,-1,5.734353
996,1244,4758,L5,Mi4,1,0.269681
997,8246,2007,TmY15,Tm27,-1,1.238138
998,11306,4625,Tm27,TmY5a,1,0.987878
999,7086,5921,L5,Tm20,1,1.035213
1000,4599,5512,Tm27,TmY5a,1,1.027353
1001,6139,9838,Lai,T1,-1,1.025367
1002,11464,3318,Mi1,T4c,1,0.113970
1003,14305,7215,L5,T1,1,0.100000
1004,1529,8248,Tm1,T5a,1,1.001430
1005,10667,6134,Mi4,TmY11,-1,1.762041
1006,10416,1615,Mi4,Tm27,-1,2.309503
1007,11832,6631,Mi9,T4a,-1,1.012953
1008,7859,2169,Mi1,TmY15,1,4.976378
1009,5324,8517,T3,Tm3,1,1.010742
1010,3183,7295,Tm2,C3,1,0.100000
1011,13215,12689,Lawf1,L3,1,5.141189
1012,8596,1300,Mi1,T4a,1,0.100000
1013,4686,11078,T4c,T4c,1,0.990248
1014,8054,14381,Lai,L3,-1,1.457280
1015,6223,6629,Tm2,T2,1,0.100000
1016,3800,3498,L5,Tm3,1,0.100000
1017,2138,287,Tm2,TmY3,1,9.923478
1018,13530,3901,L2,Tm4,1,0.100000
1019,6139,13315,Lai,L3,-1,1.982082
1020,2682,2397,TmY9q__perp,TmY5a,1,0.995356
1021,3124,6452,Tm1,T3,1,1.010988
1022,2954,10468,Tm4,TmY5a,1,0.962973
1023,14467,75,Mi2,T2,-1,0.961093
1024,9189,13873,Mi9,TmY11,-1,0.953530
1025,5175,1802,Tm1,Dm3v,1,1.033140
1026,14355,3509,Mi1,TmY3,1,1.356645
1027,229,10149,Tm1,T5a,1,0.966395
1028,6968,14316,L3,Mi13,1,0.100000
1029,14320,395,L5,Tm21,1,2.018347
1030,1264,7531,Mi13,Tm2,-1,2.315232
1031,2043,766,Tm1,T2a,1,4.953218
1032,1575,5078,Tm9,T5a,1,1.033860
1033,3513,5456,L4,Tm4,1,0.330212
1034,1825,4224,Mi1,T4a,1,0.100000
1035,3397,4738,Mi1,T2a,1,0.962488
1036,12138,9517,Mi4,T4b,-1,0.970424
1037,4821,9364,Tm3,T2,1,1.018621
1038,14344,13503,L5,Tm21,1,0.100000
1039,5728,2990,Mi13,Mi1,-1,0.100000
1040,8498,8580,R8,Mi4,-1,0.100000
1041,5517,6533,Lawf2,Lai,1,3.036750
1042,14253,5786,C3,Tm4,-1,1.241598
1043,13126,8881,R1-6,L2,-1,2.899366
1044,2537,10438,TmY15,T5d,-1,0.126166
1045,11713,6808,L2,T1,1,0.952443
1046,7438,7854,L4,TmY3,1,4.227843
1047,8621,12370,R1-6,Lai,-1,0.961529
1048,11800,9424,C3,T2,-1,0.183140
1049,5066,4165,L2,Tm4,1,3.555356
1050,10649,1383,TmY11,TmY9q__perp,1,0.978769
1051,9728,412,C2,L1,-1,3.324102
1052,6635,4979,Tm3,T2,1,4.153576
1053,12625,11968,Tm4,T5b,1,1.049877
1054,11909,721,Mi4,Tm16,-1,1.679667
1055,3899,8378,Mi1,Tm27,1,0.877631
1056,9369,4235,Tm4,T5b,1,1.007612
1057,12685,13525,C2,L4,-1,10.000000
1058,3142,542,T4a,C3,1,2.206860
1059,4797,7477,Mi4,Tm20,-1,1.014610
1060,5387,7974,C3,T2,-1,1.013961
1061,12783,1512,Lai,L3,-1,0.878904
1062,9028,5387,L2,C3,1,0.100000
1063,14020,314,Mi1,Tm27,1,0.100000
1064,2216,7067,Tm1,Tm21,1,0.976999
1065,2242,3040,R1-6,L1,-1,1.686497
1066,9033,12756,Tm9,T5b,1,1.036322
1067,9652,3284,Mi4,Tm1,-1,4.639640
1068,954,11639,Tm3,T4b,1,0.127270
1069,4372,8604,C3,Mi9,-1,1.001929
1070,11743,3958,R1-6,Lai,-1,1.001299
1071,5898,11655,TmY3,T2,1,0.100000
1072,5803,10746,Tm9,T5a,1,0.972660
1073,7807,11753,TmY10,Mi4,1,0.113983
1074,7305,11562,R1-6,L3,-1,1.620628
1075,8724,7044,R1-6,L3,-1,2.252821
1076,9027,5915,R1-6,Lai,-1,1.541254
1077,3598,1932,Tm2,T5d,1,1.017906
1078,688,3500,L4,L3,1,0.593449
1079,884,7024,Tm1,Tm4,1,1.227571
1080,1017,12482,Tm3,T4d,1,0.998407
1081,4068,12463,L5,Mi15,1,0.100000
1082,4683,13259,Tm16,TmY5a,1,1.037342
1083,12612,4198,Mi1,T2a,1,0.100000
1084,12450,10574,Tm3,TmY3,1,0.100000
1085,6179,11035,L4,Tm2,1,3.535636
1086,10782,12039,Tm3,L1,1,0.100000
1087,8032,2525,Tm9,T5b,1,0.977314
1088,1186,8746,Tm3,L1,1,0.100000
1089,11539,6125,Tm2,T5d,1,9.909900
1090,5307,10126,Mi1,Tm3,1,3.667607
1091,1535,372,Tm1,Tm4,1,0.100000
1092,1830,899,Tm4,TmY14,1,2.295615
1093,2179,8967,Mi1,T4b,1,1.035446
1094,740,922,Mi4,Tm9,-1,0.205160
1095,14344,298,L5,Tm21,1,0.422650
1096,8619,8190,Tm3,T3,1,1.034788
1097,12778,7320,C3,Tm1,-1,2.488082
1098,7124,7362,Mi2,T2a,-1,0.967470
1099,9416,10920,Mi1,T4a,1,5.461572
1100,11567,1125,Tm1,T5d,1,1.005280
1101,9465,569,Tm1,Mi9,1,5.593357
1102,4481,14237,L2,L3,1,0.100000
1103,3114,12628,Tm2,T5d,1,1.038023
1104,8139,993,Mi9,TmY3,-1,2.588293
1105,10055,10650,L2,Tm4,1,8.042528
1106,7091,1219,Mi4,T4c,-1,1.010942
1107,7929,9580,TmY15,T4d,-1,0.984938
1108,6643,5705,Mi4,T4a,-1,6.094037
1109,7391,4199,Tm1,T3,1,1.038905
1110,11892,4257,C2,L1,1,0.100000
1111,10144,5594,TmY11,TmY15,1,0.954549
1112,11795,7675,Mi9,T4b,-1,0.999039
1113,2783,762,R8,L3,-1,1.771711
1114,11379,9122,L4,TmY3,1,0.936953
1115,11153,1649,Tm16,Mi9,1,1.729991
1116,9259,770,C3,T4b,-1,0.882186
1117,7913,1476,L5,Mi4,1,2.853033
1118,2097,611,L5,T2,1,0.100000
1119,9817,14046,Tm9,T5b,1,1.003590
1120,7547,3924,C3,T1,-1,1.002671
1121,7318,1633,Tm1,Dm3v,1,0.964116
1122,6906,6580,Mi4,Tm27,-1,2.306577
1123,8491,177,Lawf1,Lawf1,1,0.540417
1124,4933,14009,Mi9,Mi4,-1,9.120759
1125,6806,630,Tm9,T5a,1,0.100000
1126,11616,1086,Mi9,TmY3,-1,1.783752
1127,4576,12666,Lawf2,Lai,1,0.101147
1128,9760,772,Tm2,T2,1,0.100000
1129,8246,2903,TmY15,TmY14,-1,2.199243
1130,11651,3762,L1,Mi1,-1,1.347239
1131,7630,5752,Mi4,Tm20,-1,0.995162
1132,13836,2727,R1-6,Lai,-1,2.556141
1133,1905,9863,TmY15,T4b,-1,4.982516
1134,13863,2581,Mi4,TmY5a,-1,1.913767
1135,6876,13584,L2,T1,1,0.959133
1136,8806,3274,Mi4,Tm9,-1,10.000000
1137,242,397,Tm27,TmY5a,1,1.022575
1138,3331,1731,L2,C2,1,0.441092
1139,12197,14186,T1,Tm20,1,0.953109
1140,7154,8504,T4c,T4c,1,2.663713
1141,12845,4573,Tm1,Dm3v,1,1.008878
1142,9462,6488,L2,L4,1,2.726317
1143,6841,4446,R8,L3,-1,0.715588
1144,10382,9140,Tm3,Lawf1,1,7.255304
1145,8458,12599,Lawf2,L5,1,10.000000
1146,960,11219,Lai,L3,-1,2.456624
1147,13679,13014,Mi4,T4a,-1,4.851288
