edge_idx,src_node,tar_node,source_cell,target_cell,syn_sign,syn_strength_edge
42483,3031,12800,Mi4,TmY5a,-1,0.448190
42484,3974,11578,Tm3,Tm3,1,7.201523
42485,14005,12483,Tm4,TmY5a,1,0.100000
42486,9825,14450,Mi13,Tm1,-1,0.192155
42487,13704,293,Tm1,Tm21,1,0.950515
42488,5347,9243,TmY10,Mi4,1,0.155615
42489,4978,13127,T4d,T4d,1,0.993386
42490,13895,13291,Tm3,L1,1,0.100000
42491,12599,3255,L5,L1,1,4.663198
42492,7970,6374,Tm4,Mi14,1,5.172524
42493,806,3841,Mi10,Lawf1,1,6.853965
42494,7495,7307,Mi9,Tm3,-1,6.385261
42495,11405,6486,Tm1,T5c,1,0.972122
42496,5309,3974,L1,Tm3,-1,8.228632
42497,13426,3167,L4,TmY3,1,0.422908
42498,10325,5496,Tm2,T2,1,1.015138
42499,7285,3227,T2a,TmY14,1,1.135408
42500,7331,13341,Lai,T1,-1,0.989654
42501,12004,7768,Mi1,T3,1,0.967998
42502,13903,637,Mi1,Tm27,1,0.100000
42503,3604,7644,Lai,T1,-1,0.975618
42504,11077,2374,L4,L2,1,2.622668
42505,195,7308,Mi13,Tm2,-1,0.516263
42506,9750,5207,L4,L2,1,6.312961
42507,6015,8058,L2,L4,1,4.454935
42508,7020,2817,Tm20,Tm20,1,0.961299
42509,9690,8613,R1-6,L3,-1,2.293334
42510,5877,11082,TmY9q__perp,TmY5a,1,0.994129
42511,4493,11970,Tm9,T5a,1,0.100000
42512,1971,499,Mi1,Tm27,1,0.999658
42513,8326,12213,Tm3,T4c,1,1.003904
42514,7691,1169,L1,Tm3,-1,4.025000
42515,13227,2212,Mi9,Tm1,-1,1.366960
42516,7898,1416,Mi1,T2a,1,7.103049
42517,11999,6444,C3,Tm4,-1,7.253180
42518,3955,2903,Tm16,TmY14,1,1.499475
42519,12588,6176,Mi1,T3,1,1.027194
42520,4367,5298,Lawf2,C2,1,0.100000
42521,12592,14410,T1,L2,1,1.004092
42522,13658,10813,L5,C2,1,2.467199
42523,3328,4161,Tm4,T3,1,1.035476
42524,7643,6848,Tm2,L5,1,0.100000
42525,8345,13810,R8,R7,-1,8.483397
42526,13388,3062,Tm2,T5b,1,1.042337
42527,622,13033,R1-6,L1,-1,0.964805
42528,4948,13690,C3,Tm1,-1,2.396513
42529,8535,12091,Mi1,Tm21,1,0.305162
42530,14424,5632,Mi10,Mi9,1,6.852698
42531,13453,10661,Tm5b,Tm5b,1,1.048271
42532,10566,10554,Tm2,T5c,1,1.031920
42533,14481,9521,L5,Tm3,1,5.361969
42534,5962,3500,C2,L3,1,1.854932
42535,4207,1084,Mi4,TmY11,-1,1.716100
42536,4597,9233,L1,L2,-1,2.462103
42537,904,8122,Tm2,Mi4,1,6.873784
42538,5061,5970,L5,C2,1,7.077529
42539,7802,12296,Tm2,Tm21,1,0.100000
42540,161,3039,Lai,R1-6,-1,0.100000
42541,10735,7600,Tm4,T5d,1,1.014095
42542,13940,826,Lawf2,T1,1,0.990727
42543,6670,7502,L2,Tm20,1,0.950480
42544,9576,8528,Mi1,Tm3,1,4.351105
42545,10401,5063,R1-6,L1,-1,1.343306
42546,14275,8820,TmY3,TmY14,1,0.231620
42547,8618,1427,L2,L5,1,0.100000
42548,755,13115,Tm21,TmY5a,1,0.100000
42549,12927,3785,R1-6,L1,-1,1.134050
42550,4292,5949,Mi2,Tm4,-1,0.968440
42551,9009,11165,Mi9,TmY11,-1,1.034152
42552,9994,2330,L5,C3,1,0.100000
42553,10140,364,Tm20,Tm5f,1,1.029438
42554,200,4234,Tm2,TmY3,1,0.100000
42555,4149,13779,Mi1,T4b,1,0.100000
42556,3840,13028,L1,Tm3,-1,4.734189
42557,9051,9006,Tm4,Mi4,1,1.003977
42558,6872,2101,L5,Tm3,1,4.641932
42559,5430,13537,R1-6,L3,-1,3.407551
42560,9563,5726,C2,Mi1,1,2.138862
42561,8075,12989,Mi1,T4b,1,0.777395
42562,11909,9762,Mi4,Dm3v,-1,0.989754
42563,6333,2480,R1-6,L3,-1,1.795746
42564,6776,6139,Lawf2,Lai,1,3.472636
42565,9252,2950,Mi10,Lawf1,1,0.646527
42566,2376,8393,Mi14,TmY3,-1,1.487499
42567,8000,9448,Mi9,TmY3,-1,2.672279
42568,5727,4371,Tm2,TmY3,1,6.459165
42569,14037,10867,Mi13,Tm1,-1,0.869840
42570,10915,3236,Lawf2,L5,1,7.798481
42571,1639,2054,L2,L3,1,1.454163
42572,9599,825,Tm3,T4b,1,0.663581
42573,7485,7970,TmY5a,Tm4,-1,7.112850
42574,13168,93,Mi1,Mi15,1,0.100000
42575,5003,10843,Lawf2,Lawf1,1,2.802980
42576,13564,2990,Mi13,Mi1,-1,0.100000
42577,3743,8570,Tm3,TmY3,1,0.616273
42578,11122,12286,Mi15,Mi4,1,0.171436
42579,3096,680,Mi1,T3,1,0.997088
42580,2385,5046,Mi2,Tm21,-1,0.995558
42581,3045,9237,R8,L1,-1,8.003838
42582,12952,5533,R1-6,L1,-1,5.930180
42583,3743,11830,Tm3,TmY14,1,4.624228
42584,7462,4877,L1,Tm3,-1,9.567054
42585,7920,367,Mi1,T4d,1,0.964413
42586,7888,8950,Tm1,Tm21,1,1.046267
42587,5867,3320,Mi1,T2a,1,0.975386
42588,2595,4386,L2,Tm4,1,4.196518
42589,6563,4784,C3,T1,-1,0.985097
42590,65,9955,Tm3,Mi14,1,4.663346
42591,1658,10748,Tm1,T5b,1,0.985175
42592,10706,3983,Tm5c,Mi2,-1,0.998903
42593,9986,9755,L5,Tm3,1,3.381206
42594,7539,1858,R8,Mi1,-1,2.459234
42595,530,1247,L5,Tm3,1,4.745680
42596,7749,5356,Mi1,T3,1,1.029977
42597,4245,8727,Mi1,T4b,1,0.100000
42598,5286,13768,Lai,T1,1,0.100000
42599,8286,11829,Tm9,T5a,1,0.100000
42600,212,912,Tm2,TmY3,1,9.968150
42601,6959,2491,R7,Tm5a,-1,1.039210
42602,14109,1492,TmY15,T4c,-1,1.676558
42603,3834,11044,R1-6,L3,-1,1.436743
42604,2098,6708,Mi4,Tm16,-1,0.177785
42605,4897,12828,L1,T2a,-1,1.934236
42606,12361,10254,T2a,Tm5b,1,1.040960
42607,1212,14241,Dm3v,TmY4,-1,0.982673
42608,13764,13717,Tm1,L5,1,0.100000
42609,2178,4631,L3,Tm5c,1,2.309740
42610,13032,3092,T4a,C3,1,0.100000
42611,9101,131,C3,Tm1,-1,0.100000
42612,4916,12538,L3,Dm3v,1,1.031481
42613,3744,13969,R1-6,L2,-1,3.935206
42614,11053,14055,Mi1,T4a,1,4.089002
42615,8530,12220,TmY15,T4a,-1,0.971469
42616,2050,6642,Tm2,TmY3,1,9.232858
42617,6723,9561,Tm5b,Tm5b,1,1.014278
42618,422,10628,Tm3,T4d,1,1.012222
42619,2928,4972,Mi4,TmY11,-1,1.720772
42620,13838,1490,L4,Tm4,1,1.846925
42621,12672,12460,C2,Tm9,-1,1.660044
42622,13364,386,Tm9,TmY9q,1,1.022377
42623,11782,10574,L2,TmY3,1,0.977829
42624,6892,4498,T5d,TmY5a,1,0.980328
42625,11907,2930,C3,Tm4,-1,0.100000
42626,4925,3899,L5,Mi1,1,5.208872
42627,6858,1982,T3,Tm3,1,1.013516
42628,11567,3268,Tm1,T5b,1,0.971526
42629,165,13740,TmY9q,TmY9q,1,1.031944
42630,5188,1664,L3,Tm5c,1,10.000000
42631,7829,1461,L5,Tm3,1,4.755574
42632,12466,3668,Tm1,Mi4,1,0.465501
42633,2177,9303,Tm4,T2a,1,0.100000
42634,12153,10627,R1-6,L1,-1,2.148037
42635,9721,10374,T3,Tm3,1,0.991028
42636,8896,7054,Mi13,T2,-1,0.961534
42637,4056,407,L4,TmY3,1,0.100000
42638,5774,6113,Mi1,T4a,1,1.900328
42639,12150,9834,Tm2,TmY3,1,0.455851
42640,13744,14265,R1-6,L1,-1,5.122925
42641,7436,38,L2,TmY3,1,9.482341
42642,1181,10339,Mi10,Mi10,1,5.642677
42643,9452,10630,L4,Tm2,1,0.100000
42644,12222,8438,R1-6,L1,-1,6.333912
42645,4033,4110,C3,L2,-1,0.100000
42646,3143,3028,L4,TmY3,1,3.895219
42647,6197,14307,Tm4,TmY5a,1,0.972898
42648,3031,12769,Mi4,Tm5f,-1,1.048986
42649,8277,12405,Mi13,Tm1,-1,0.100000
42650,14010,1701,L2,Tm1,1,7.031356
42651,12836,8491,Mi10,Lawf1,1,0.718817
42652,9843,12152,Tm9,TmY9q,1,1.020828
42653,8334,13883,Tm2,T5c,1,1.032233
42654,5756,1289,Tm4,TmY14,1,0.100000
42655,6887,8526,T2a,TmY5a,1,4.003832
42656,6494,10920,Mi4,T4a,-1,0.100000
42657,8935,7370,L5,Tm21,1,0.967650
42658,7385,5031,Tm9,T5d,1,1.035102
42659,12198,13453,Tm5c,Tm5b,-1,0.977450
42660,10860,3171,Tm2,T5d,1,1.009415
42661,13393,6621,T5c,T5c,1,1.020860
42662,6203,2456,Lawf1,L3,1,3.886721
42663,1243,1216,Tm27,TmY5a,1,0.996367
42664,1045,4451,Tm2,T5a,1,9.071960
42665,8896,451,Mi13,Tm4,-1,2.081752
42666,12370,453,Lai,L3,1,2.285235
42667,11042,176,L1,Tm3,-1,7.382612
42668,878,7350,Mi9,Tm21,-1,2.678984
42669,6045,10748,Tm4,T5b,1,1.047376
42670,9808,8486,Tm3,T4c,1,0.961691
42671,6780,1608,Mi13,Mi1,-1,0.311252
42672,3841,1746,Lawf1,T1,1,0.983734
42673,3906,36,Tm1,Tm4,1,0.100000
42674,11418,2803,T5d,TmY5a,1,1.008175
42675,6250,14294,Tm16,Mi9,1,1.646502
42676,9123,10438,Tm1,T5d,1,0.982439
42677,3152,13009,Tm9,T5c,1,0.990879
42678,5774,9098,Mi1,L1,1,6.826562
42679,9723,5359,C3,T2,-1,0.992748
42680,5288,867,Tm5c,Tm5a,-1,0.978042
42681,8994,11175,Mi2,T2,-1,0.999581
42682,8272,49,Tm4,TmY15,1,1.018399
42683,9715,14217,C2,L2,-1,5.885819
42684,10256,2588,Mi13,Mi1,-1,0.100000
42685,4130,440,Mi9,Tm3,-1,1.756737
42686,10338,8257,Tm20,Tm5f,1,1.001834
42687,10428,8226,Tm3,Mi14,1,3.606378
42688,4649,12023,TmY10,Mi4,1,0.140772
42689,8464,9733,Dm3v,TmY4,-1,0.955618
42690,1995,5341,Mi1,T2a,1,0.958912
42691,1461,8643,Tm3,T4d,1,1.033241
42692,3576,10916,Mi1,C3,1,3.300841
42693,3368,3909,L3,TmY10,1,3.191899
42694,787,11873,R1-6,Lai,-1,1.027240
42695,9954,14508,L5,C3,1,0.958950
42696,10654,10909,Mi1,Mi9,1,5.786490
42697,4969,7536,L2,Tm4,1,0.343120
42698,186,6659,Tm2,T5a,1,1.036547
42699,10190,1213,L2,L4,1,5.582125
42700,4912,9115,C2,Tm1,-1,0.515794
42701,227,7220,Tm9,T5a,1,1.027963
42702,13363,8371,Tm9,T5d,1,0.977516
42703,7372,6930,Lawf1,L3,1,4.287642
42704,13435,1754,Tm27,Mi4,1,0.100000
42705,13785,2903,TmY15,TmY14,-1,2.178688
42706,5809,5378,T1,Tm20,1,0.987320
42707,2268,6138,R8,L3,-1,0.320654
42708,596,14437,Mi4,Tm16,-1,1.972531
42709,14333,7731,Tm1,Dm3v,1,0.959514
42710,693,6919,Tm5c,Mi15,-1,1.954656
42711,5894,4990,Tm1,T5a,1,4.150121
42712,11276,12183,R8,L1,-1,4.365140
42713,5563,6398,TmY10,Mi4,1,2.034666
42714,7044,6031,L3,Mi1,1,0.153780
42715,8098,3779,L2,L4,1,0.100000
42716,131,10042,Tm1,T5b,1,0.984127
42717,10816,7942,R1-6,Lai,-1,2.300979
42718,1639,14011,L2,L4,1,0.100000
42719,13534,6149,L5,T2,1,0.574211
42720,1892,1376,R8,Mi9,-1,1.078328
42721,3658,3342,Tm2,T5b,1,1.024375
42722,9549,10264,R1-6,L2,-1,2.504775
42723,3919,8585,Tm9,T5d,1,1.010802
42724,12004,3446,Mi1,Tm3,1,2.811552
42725,13244,14219,L5,TmY3,1,0.100000
42726,9931,8824,L2,Tm4,1,3.693943
42727,3810,9167,Tm20,Tm5f,1,0.964526
42728,10431,2736,Tm2,Tm21,1,0.973661
42729,14304,1538,Mi9,Tm1,-1,0.100000
42730,1912,8758,Tm1,T2a,1,0.982478
42731,5193,11633,L5,Mi4,1,0.194184
42732,878,9764,Mi9,TmY3,-1,6.374469
42733,3245,9744,L5,T2,1,0.100000
42734,3781,10487,C3,T1,-1,0.978346
42735,1606,13675,L5,Tm3,1,6.271254
42736,3502,5520,Tm20,Tm5f,1,1.048051
42737,11807,12376,Tm2,T2,1,1.010191
42738,5210,868,Tm1,Lawf2,1,0.433840
42739,10954,8213,Mi1,Mi15,1,0.100000
42740,11938,9159,Mi1,T4a,1,4.641128
42741,2586,10798,L1,Tm3,-1,0.429483
42742,9099,10014,L3,C3,1,1.049514
42743,13196,810,Tm4,TmY14,1,10.000000
42744,11136,13383,L4,TmY3,1,0.956706
42745,6448,3858,T2,T2,1,1.043425
42746,10532,10198,R8,C2,-1,9.447839
42747,13033,12690,L1,Mi1,-1,6.368706
42748,8093,2012,C2,L5,-1,6.598870
42749,3941,11850,Tm3,TmY14,1,0.100000
42750,1191,746,Mi1,T4d,1,1.044215
42751,4259,10686,TmY11,Mi4,1,0.295305
42752,14212,4972,Mi4,TmY11,-1,1.684517
42753,10337,7600,Tm9,T5d,1,0.985966
42754,5041,13435,Tm3,Tm27,1,0.100000
42755,9587,10864,Mi1,C2,1,0.100000
42756,13109,5516,Tm3,TmY15,1,4.813002
42757,11865,10004,TmY10,Mi4,1,0.108582
42758,14078,7461,Tm9,T5c,1,1.017913
42759,7354,1345,L4,Tm2,1,8.229461
42760,941,9612,Tm2,Tm21,1,1.013204
42761,11255,13776,T4c,T4c,1,5.610091
42762,9115,9480,Tm1,Tm4,1,0.100000
42763,1873,10208,Mi1,T4b,1,0.974736
42764,2773,1437,R1-6,T1,-1,0.972113
42765,11321,3218,Mi1,T2a,1,1.540452
42766,7396,10272,Tm4,TmY15,1,0.878407
42767,12846,5394,R1-6,L3,-1,1.171580
42768,5395,11975,Mi1,T2a,1,6.067409
42769,12160,13755,Lai,L3,-1,2.724667
42770,6190,13487,Lai,L3,1,2.195750
42771,13749,10729,Tm3,T2,1,1.028362
42772,6265,1945,Tm1,T5c,1,0.979222
42773,6856,8491,Mi10,Lawf1,1,0.120482
42774,6480,5147,C2,L5,-1,0.100000
42775,6845,1955,Dm3v,TmY4,-1,0.963513
42776,1502,10951,C2,L5,-1,1.371352
42777,13946,6347,T2,T2,1,1.011142
42778,14264,13275,L2,T1,1,1.045222
42779,4365,1183,C2,Mi1,-1,0.100000
42780,10020,326,Mi9,T4d,-1,0.976545
42781,8150,759,Mi9,TmY3,-1,2.437916
42782,13603,10548,Mi1,TmY3,1,0.130334
42783,8030,1100,L2,Tm20,1,1.031696
42784,3163,7025,Mi9,Tm2,-1,9.801252
42785,6235,6070,Tm4,TmY5a,1,0.986598
42786,1022,10126,L5,Tm3,1,4.805546
42787,9459,1718,L5,Tm21,1,1.002136
42788,9053,11752,C3,Mi9,-1,2.626089
42789,13394,2487,L2,L1,1,7.764945
42790,12303,6350,Tm3,T2a,1,0.442140
42791,6431,2053,TmY11,TmY5a,1,0.964828
42792,341,4597,R1-6,L1,-1,0.100000
42793,9914,9143,TmY15,T5a,-1,0.100000
42794,4678,1817,Mi1,T4d,1,1.025631
42795,4667,4505,TmY10,Mi4,1,0.100000
42796,94,12316,Tm1,T5d,1,1.008226
42797,1146,7249,TmY3,TmY5a,1,0.993167
42798,6106,13369,L2,L4,1,6.266192
42799,14211,9467,Mi4,TmY11,-1,1.707703
42800,7262,12743,C3,Tm4,-1,0.389131
42801,13754,4071,Tm1,T5d,1,0.978805
42802,11442,3226,L5,Mi1,1,8.214504
42803,5903,2648,Tm1,T5a,1,1.000232
42804,12740,8326,Lawf1,Tm3,1,1.884838
42805,887,12286,Mi1,Mi4,1,5.062935
42806,11051,8568,T2a,TmY5a,1,1.008363
42807,9047,12106,Mi9,T4c,-1,0.992627
42808,149,13391,Tm1,T5a,1,4.924334
42809,3819,14352,Mi1,T4a,1,0.100000
42810,6253,7270,L2,Mi4,1,3.679101
42811,11070,11548,L2,L5,1,0.100000
42812,13747,11576,Mi9,Tm3,-1,0.100000
42813,5787,5710,Tm9,T5d,1,0.962232
42814,3014,12074,Mi1,Mi2,1,1.041151
42815,214,10505,Lai,T1,1,1.020420
42816,3965,7058,C3,Tm4,-1,0.945069
42817,7040,10729,L5,T2,1,1.005785
42818,7606,4021,L1,C3,-1,1.749429
42819,4755,1924,L3,Lawf1,1,0.100000
42820,8206,10202,Tm4,TmY14,1,8.488692
42821,11892,4323,C2,T2a,1,0.100000
42822,9100,11152,Mi1,L1,1,5.110449
42823,9534,10901,Mi1,L1,1,2.948486
42824,13542,2216,C2,Tm1,-1,7.507929
42825,2656,2526,R1-6,L2,-1,1.639286
42826,11909,4490,Mi4,Tm27,-1,1.021664
42827,11681,9182,Mi1,TmY3,1,0.100000
42828,14166,1907,Mi1,C2,1,0.100000
42829,8425,10004,L5,Mi4,1,0.100000
42830,2660,1198,T2a,Tm20,1,0.965463
42831,2470,430,TmY10,Mi4,1,0.100129
42832,13162,10432,L3,Mi1,1,0.265643
42833,1278,8924,Tm3,T4a,1,10.000000
42834,7755,5588,TmY11,TmY15,1,1.637273
42835,6304,1232,Tm5c,Mi4,-1,0.325134
42836,9941,8037,TmY3,T2a,1,1.505728
42837,8870,7273,L3,Tm5c,1,0.951416
42838,2684,11175,Mi1,T2,1,0.100000
42839,4362,1825,R8,Mi1,-1,0.251719
42840,7514,13719,Mi1,T3,1,0.995848
42841,3507,11297,Mi10,Lawf1,1,2.699663
42842,12625,7484,Tm4,TmY14,1,0.967714
42843,10185,12443,L5,Tm21,1,0.944206
42844,1133,5595,C3,Tm20,-1,0.968211
42845,8128,1752,Mi1,C2,1,0.100000
42846,13448,11668,L4,L2,1,1.246554
42847,8659,8350,T4a,C3,1,0.984677
42848,4022,2169,T4c,TmY15,1,0.100000
42849,5658,3503,Tm3,T4a,1,0.100000
42850,9067,9834,Mi1,TmY3,1,0.100000
42851,3990,12200,L2,Tm4,1,5.243958
42852,3817,7694,Tm3,T4b,1,2.650463
42853,4398,9717,Tm1,TmY9q,1,0.978036
42854,7983,1233,L5,Mi4,1,6.450035
42855,10153,4663,Mi1,Tm3,1,2.437963
42856,193,3451,Tm3,T4d,1,1.030600
42857,5740,10396,Mi4,TmY3,-1,2.914804
42858,3310,2214,Tm5f,TmY5a,1,0.994724
42859,12734,1137,Tm1,T5a,1,3.929865
42860,5516,9553,TmY15,Tm27,-1,2.351393
42861,5134,6635,L1,Tm3,-1,0.112657
42862,9206,13851,L5,Tm21,1,0.303063
42863,2788,7749,C2,Mi1,-1,0.130099
42864,2635,7133,Mi4,T4a,-1,0.645901
42865,8025,6145,C3,T4c,-1,0.100000
42866,8246,11135,TmY15,Mi4,-1,5.696874
42867,7598,12947,C2,L4,-1,10.000000
42868,11399,13748,Mi13,Mi1,-1,0.106824
42869,12951,5622,Mi9,T4d,-1,1.012723
42870,2101,2777,Tm3,TmY15,1,7.029659
42871,4085,3269,R8,R7,-1,0.562737
42872,10122,12670,C3,Tm1,-1,0.987875
42873,6180,2497,Tm9,T5d,1,0.965264
42874,6562,13011,Tm9,T5c,1,0.997180
42875,5193,223,L5,C2,1,0.785523
42876,3884,7131,T4a,C3,1,3.483830
42877,13152,12698,L4,Tm4,1,8.236602
42878,9535,8147,R1-6,L3,-1,1.735043
42879,4802,4813,Mi1,Mi4,1,4.251691
42880,13250,2641,Tm2,TmY3,1,9.769709
42881,1020,9905,Tm4,Mi14,1,0.605233
42882,5334,9028,L1,L2,-1,0.557272
42883,9381,8476,R7,R8,-1,4.674638
42884,8072,5924,Mi2,Tm21,-1,1.006537
42885,5416,12912,TmY11,TmY11,1,0.355347
42886,1680,2585,Tm4,T5c,1,0.966214
42887,1247,6187,Tm3,T3,1,0.977779
42888,3391,2097,Tm2,L5,1,0.216298
42889,3030,8245,L1,C3,-1,2.893933
42890,2670,177,Lawf2,Lawf1,1,4.304751
42891,6036,9032,Mi1,T4c,1,0.100000
42892,1988,2306,Mi1,Mi1,1,0.100000
42893,10669,70,Mi9,Mi10,-1,2.338753
42894,4619,13648,Mi1,T2a,1,2.689604
42895,3382,13721,Mi1,T4c,1,6.253895
42896,12086,12212,Tm2,TmY3,1,0.100000
42897,12689,3943,L3,Mi1,1,0.100000
42898,4928,12355,Tm2,Mi1,1,1.478215
42899,7040,13650,L5,C2,1,3.030151
42900,1873,11679,Mi1,T4c,1,1.013147
42901,344,6510,L5,Tm21,1,1.047832
42902,2692,2920,Mi13,Tm2,-1,10.000000
42903,6678,467,R7,L3,-1,1.840350
42904,8996,12416,C3,Tm1,-1,1.899984
42905,6231,12539,C3,L2,-1,0.100000
42906,2041,6846,Mi2,T2a,-1,0.977964
42907,9969,13510,Tm4,T5a,1,4.215700
42908,7887,14496,Lawf2,Lai,1,1.952707
42909,13962,2391,Tm1,T5c,1,1.043398
42910,11816,11762,Tm5f,TmY10,1,1.045294
42911,4173,3671,T2,Lawf2,1,0.874732
42912,3616,1152,C3,Tm4,-1,0.100000
42913,13414,8578,L5,Tm3,1,5.071518
42914,7663,2589,T5a,T5a,1,1.796503
42915,11382,8604,Mi4,Mi9,-1,4.221948
42916,7385,12111,Tm9,T5a,1,1.018906
42917,6182,11925,Mi1,L1,1,4.705164
42918,10203,11079,L5,Tm3,1,6.427784
42919,4928,1518,Tm2,Tm27,1,0.371509
42920,2430,975,L5,Mi1,1,0.500009
42921,2403,1219,TmY15,T4c,-1,0.964731
42922,2091,13356,Tm4,TmY5a,1,0.100000
42923,8831,7986,L5,C2,1,3.272720
42924,30,4538,L4,L3,1,0.100000
42925,13130,7118,R1-6,Lai,-1,0.349576
42926,2337,5177,R1-6,L3,-1,3.990726
42927,1244,790,L5,L1,1,4.936459
42928,1858,6268,Mi1,T3,1,1.006666
42929,592,10089,L2,Tm4,1,0.100000
42930,12491,1852,L4,Tm2,1,4.284325
42931,3874,5963,Mi9,Tm21,-1,2.403377
42932,12572,768,R1-6,T1,-1,0.997933
42933,6872,1107,L5,C2,1,9.984841
42934,9345,8429,TmY5a,Tm27,-1,1.001267
42935,9529,271,Mi1,C2,1,0.348288
42936,3706,5416,Mi4,TmY11,-1,1.758710
42937,7903,5807,Mi9,Tm4,-1,0.803587
42938,10185,10362,L5,Mi4,1,0.100000
42939,13303,10249,Tm27,Mi4,1,0.100000
42940,11054,6813,R1-6,L3,-1,2.676632
42941,6650,1916,Tm4,T5a,1,0.100000
42942,6709,3948,Tm9,T5b,1,0.956393
42943,9019,7414,L2,Mi4,1,3.874867
42944,5303,9479,R1-6,L3,-1,3.322040
42945,4709,2305,R1-6,L2,-1,2.885135
42946,1736,9930,TmY3,TmY14,1,2.792590
42947,1307,10036,Tm2,T5a,1,4.366838
42948,4853,10736,Mi10,Mi10,1,1.389476
42949,5306,13689,Tm1,Tm4,1,0.100000
42950,4800,9784,Mi1,T4c,1,0.542918
42951,5342,8992,Mi1,T3,1,1.013001
42952,4202,6906,Tm1,Mi4,1,0.313789
42953,7846,2373,T4a,TmY9q,1,0.964705
42954,10650,2392,Tm4,T2a,1,0.100000
42955,1134,3139,TmY5a,Tm21,-1,0.989475
42956,51,4499,Tm4,T5b,1,0.951786
42957,10404,10045,Tm9,T5b,1,1.029769
42958,708,13220,Lawf2,T1,1,0.987095
42959,11218,11358,Tm4,TmY14,1,4.865790
42960,2860,11958,Mi4,Tm16,-1,1.747728
42961,2430,2000,L5,Mi15,1,0.100000
42962,1259,6278,Tm4,T5c,1,1.017001
42963,69,3169,C3,Tm4,-1,0.100000
42964,4002,2712,Tm3,T4b,1,9.106748
42965,9332,8277,Tm4,Mi13,1,6.849082
42966,6031,8567,Mi1,T2a,1,0.872082
42967,12783,2284,Lai,R1-6,-1,1.895891
42968,1200,9182,Tm2,TmY3,1,5.333567
42969,3809,7309,Mi9,Mi4,-1,10.000000
42970,2029,726,TmY15,T4c,-1,0.100000
42971,6238,8929,L5,L1,1,6.380578
42972,6512,4959,R1-6,Lai,-1,2.333129
42973,2116,4445,Tm2,T5b,1,0.966680
42974,12145,960,R1-6,Lai,-1,2.573167
42975,9077,8675,L3,Tm5f,1,1.049088
42976,6818,12367,R1-6,L4,-1,0.971863
42977,13535,1805,Tm4,TmY5a,1,1.016805
42978,3578,13753,Lawf1,L3,-1,1.425137
42979,3788,12332,L3,T1,1,0.100000
42980,2901,3968,TmY3,TmY14,1,10.000000
42981,844,4750,Tm5c,Tm5a,-1,0.997877
42982,5647,8516,Tm1,Mi4,1,4.551089
42983,6036,9540,Mi1,T4d,1,1.011789
42984,5386,429,Tm3,T4d,1,1.011103
42985,10683,6856,Tm4,Mi10,1,0.100000
42986,1914,12595,L4,Tm2,1,1.794864
42987,3866,3050,Tm4,T5b,1,0.956628
42988,10015,12446,Tm1,Tm21,1,0.996518
42989,10743,8538,L2,L3,1,0.258038
42990,5554,9609,L2,L4,1,5.822814
42991,941,9445,Tm2,T5a,1,1.006076
42992,1295,1256,Tm9,T5a,1,1.028324
42993,9514,6292,Mi4,Tm5f,-1,0.953041
42994,11927,562,Tm4,T5d,1,1.024635
42995,7933,12325,Tm9,T5d,1,0.959780
42996,9012,10556,Mi1,T2,1,0.995528
42997,2898,5615,L3,Tm9,1,0.699054
42998,8593,5765,TmY10,TmY4,1,0.971726
42999,11053,14472,Mi1,T4c,1,0.110729
43000,7673,7764,Mi1,Tm3,1,1.696904
43001,10190,6732,L2,Tm4,1,1.066382
43002,3098,2829,Dm3v,TmY4,-1,0.980084
43003,3990,13634,L2,L4,1,0.100000
43004,5109,4467,L5,L2,1,1.385030
43005,10818,13341,Lawf1,T1,1,0.996266
43006,8379,14458,L5,Tm3,1,1.730370
43007,13077,1039,Tm2,L5,1,0.100000
43008,11248,2533,Tm3,T4b,1,1.037664
43009,36,2278,Tm4,TmY5a,1,0.958811
43010,5937,1182,L5,Tm3,1,2.104760
43011,5802,6435,Tm2,TmY3,1,0.100000
43012,7542,12133,Tm1,Mi2,1,1.022182
43013,3742,2898,T1,L3,-1,1.045175
43014,13043,11988,Mi9,Tm21,-1,5.515767
43015,3260,4844,Tm3,T4a,1,5.752561
43016,2156,7340,Mi4,T4d,-1,5.987087
43017,7515,6712,L2,L5,1,0.100000
43018,7278,12775,Mi1,T2a,1,3.403758
43019,1676,12204,Tm3,TmY3,1,0.100000
43020,9755,13270,Tm3,TmY15,1,6.488124
43021,4606,679,Mi13,Tm3,-1,0.100000
43022,4786,12661,T3,Tm3,1,1.020351
43023,5857,6939,Tm9,Dm3v,1,0.961631
43024,6353,9132,L2,Tm2,1,8.797665
43025,10428,7929,Tm3,TmY15,1,7.024496
43026,4430,3531,Mi1,Mi2,1,0.100000
43027,10086,11375,R1-6,L2,-1,1.188679
43028,12507,8979,C3,T4c,-1,0.977792
43029,4943,11205,Tm1,TmY9q__perp,1,1.026022
43030,3088,3901,Mi13,Tm4,-1,1.201985
43031,8530,1933,TmY15,T4d,-1,0.957685
43032,5894,120,Tm1,T3,1,1.046633
43033,8424,5767,TmY10,Mi4,1,0.190744
43034,4440,3065,Mi10,Mi9,1,2.478316
43035,6047,12465,Mi1,T4a,1,3.217541
43036,2047,5005,T2a,Tm5f,1,1.037285
43037,1794,5459,Tm16,Mi9,1,1.036932
43038,11216,13474,Tm1,T2a,1,5.842426
43039,1220,1033,R1-6,Lai,-1,0.974169
43040,5932,1259,L2,Tm4,1,3.801695
