idx,cell,a_in,a_out,v_th,a_gt,bias_gt,h_g_max,h_g_max_off,h_v_mid,h_slope,tau_v_mid,h_v_mid_off,h_slope_off,tau_v_mid_off,v_pre,v_onset
24,T1,1.496101,0.932780,-50.000000,0.988107,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-45.177931,-45.336520
25,T2,1.496101,1.381823,-50.000000,1.009492,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-11.527256,-7.983974
26,T2a,1.496101,0.839072,-50.000000,0.951290,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-18.289207,-15.262258
27,T3,1.496101,1.342693,-50.000000,1.004628,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-8.646135,-5.668851
28,C2,1.496101,0.476757,-50.000000,0.978777,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-37.691941,-35.772118
29,C3,1.496101,0.983225,-50.000000,1.022051,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-38.598306,-36.546271
30,Lawf1,1.496101,1.403374,-50.000000,1.023710,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-12.775271,-6.255859
31,Lawf2,1.496101,1.305947,-50.000000,1.022582,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-24.801912,-24.786080
32,Dm3v,1.496101,0.340356,-50.000000,1.031108,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-26.761178,-27.251547
33,Lai,1.496101,0.914580,-50.000000,1.035428,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-43.622135,-43.850782
34,Mi10,1.496101,1.431755,-50.000000,0.984313,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-45.840354,-43.348114
35,Mi13,1.496101,1.204825,-50.000000,0.996733,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-47.953950,-48.700280
36,Mi14,1.496101,0.298956,-50.000000,1.031377,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-16.816850,-17.158112
37,Mi15,1.496101,1.028767,-50.000000,0.988074,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-54.780223,-54.568344
38,Mi2,1.496101,1.304316,-50.000000,1.043228,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-33.988241,-33.855965
39,Tm16,1.496101,0.536446,-50.000000,1.000005,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-55.535914,-56.093655
40,Tm20,1.496101,1.199836,-50.000000,1.020155,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-23.067101,-21.459874
41,Tm21,1.496101,0.849151,-50.000000,1.000866,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-33.697224,-34.555118
42,Tm27,1.496101,1.586941,-50.000000,1.024982,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-16.923452,-11.983622
43,Tm5a,1.496101,1.755831,-50.000000,0.968654,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-48.089728,-47.744339
44,Tm5b,1.496101,0.771766,-50.000000,1.035621,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-58.759993,-58.659289
45,Tm5c,1.496101,1.255334,-50.000000,0.970191,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-27.732705,-22.858878
46,Tm5f,1.496101,1.027175,-50.000000,0.952731,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-17.000444,-15.838479
47,TmY10,1.496101,0.728692,-50.000000,1.006118,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-38.992252,-36.044192
48,TmY11,1.496101,0.597166,-50.000000,1.038747,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-62.854657,-62.144321
49,TmY14,1.496101,0.954642,-50.000000,0.986534,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-8.632219,-5.605137
50,TmY15,1.496101,1.244071,-50.000000,1.027366,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,1.211218,2.135985
51,TmY3,1.496101,1.562339,-50.000000,0.996249,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-29.388102,-26.165109
52,TmY4,1.496101,1.573436,-50.000000,1.037017,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-17.850568,-18.051240
53,TmY5a,1.496101,0.641366,-50.000000,1.036829,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-5.342914,-4.234707
54,TmY9q,1.496101,0.444278,-50.000000,1.018676,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-24.116670,-25.082333
55,TmY9q__perp,1.496101,0.710334,-50.000000,1.043186,0.000000,0.000000,0.000000,-50.575537,-0.215839,-50.729844,-47.971926,-0.400000,-51.208758,-20.395845,-21.517007
