idx,cell,a_in,a_out,v_th,a_gt,bias_gt,h_g_max,h_g_max_off,h_v_mid,h_slope,tau_v_mid,h_v_mid_off,h_slope_off,tau_v_mid_off,v_pre,v_onset
10,Mi4,1.689838,0.249396,-50.000000,1.158664,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-51.669716,-49.921872
11,Mi9,1.689838,1.510547,-50.000000,0.973900,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-27.859905,-27.436412
12,T4a,1.689838,0.588222,-50.000000,0.959172,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-34.712037,-31.411928
13,T4b,1.689838,0.431446,-50.000000,1.034372,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-35.239218,-31.931302
14,T4c,1.689838,0.457487,-50.000000,0.965240,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-43.515218,-41.127746
15,T4d,1.689838,1.514718,-50.000000,1.024333,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-22.573824,-18.851070
16,Tm1,1.689838,0.896971,-50.000000,1.068278,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-43.202263,-43.689233
17,Tm2,1.689838,0.962350,-50.000000,0.856618,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-41.910129,-41.966369
18,Tm4,1.689838,0.799934,-50.000000,0.600857,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-41.581884,-43.772011
19,Tm9,1.689838,0.885196,-50.000000,0.374074,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-34.780704,-33.078164
20,T5a,1.689838,1.475022,-50.000000,0.972121,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-11.333383,-11.306471
21,T5b,1.689838,0.927089,-50.000000,0.956104,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-17.333087,-17.070258
22,T5c,1.689838,0.486400,-50.000000,1.002868,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-30.582524,-30.783440
23,T5d,1.689838,0.948387,-50.000000,0.987039,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-22.605734,-22.166641
24,T1,1.689838,0.802391,-50.000000,0.956316,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-50.002947,-50.784851
25,T2,1.689838,1.309105,-50.000000,0.950598,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-3.542229,-1.801731
26,T2a,1.689838,0.973495,-50.000000,0.959415,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-10.023133,-8.387970
27,T3,1.689838,1.237904,-50.000000,0.958686,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-3.348931,-1.304997
28,C2,1.689838,0.270988,-50.000000,1.006292,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-38.180670,-36.925275
29,C3,1.689838,0.914341,-50.000000,1.025014,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-35.793122,-34.123086
30,Lawf1,1.689838,1.455126,-50.000000,1.000168,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-14.148562,-8.248274
31,Lawf2,1.689838,1.376270,-50.000000,1.023597,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-20.053194,-19.610462
32,Dm3v,1.689838,0.928563,-50.000000,0.960780,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-27.995702,-28.421402
33,Lai,1.689838,1.086116,-50.000000,0.980439,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-44.774692,-44.355862
34,Mi10,1.689838,1.271441,-50.000000,0.956162,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-52.475556,-50.286486
35,Mi13,1.689838,0.990614,-50.000000,0.982846,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-49.093302,-49.886852
36,Mi14,1.689838,0.931224,-50.000000,0.968541,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-7.840435,-7.021340
37,Mi15,1.689838,0.712196,-50.000000,0.965963,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-58.715471,-58.884321
38,Mi2,1.689838,0.690466,-50.000000,0.953343,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-35.060179,-34.072330
39,Tm16,1.689838,1.291547,-50.000000,0.994168,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-54.087782,-55.032335
40,Tm20,1.689838,1.411968,-50.000000,1.036648,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-23.638741,-23.366424
41,Tm21,1.689838,1.375525,-50.000000,1.024476,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-21.895763,-22.086519
42,Tm27,1.689838,1.530792,-50.000000,0.988620,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-14.286667,-11.151927
43,Tm5a,1.689838,1.157159,-50.000000,0.966094,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-54.957320,-55.180230
44,Tm5b,1.689838,1.422893,-50.000000,1.049020,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-59.109387,-59.005330
45,Tm5c,1.689838,1.627797,-50.000000,1.046347,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-31.264521,-28.363247
46,Tm5f,1.689838,1.196250,-50.000000,1.045375,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-12.010735,-11.743171
47,TmY10,1.689838,0.889584,-50.000000,1.043404,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-41.678723,-40.917412
48,TmY11,1.689838,0.598489,-50.000000,0.991687,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-64.365799,-63.718421
49,TmY14,1.689838,0.758002,-50.000000,1.015038,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-13.665253,-10.637986
50,TmY15,1.689838,1.278502,-50.000000,1.047579,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,2.753064,3.351473
51,TmY3,1.689838,1.776262,-50.000000,1.041275,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-17.613793,-14.249081
52,TmY4,1.689838,0.758199,-50.000000,0.967348,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-35.048354,-34.540391
53,TmY5a,1.689838,0.150906,-50.000000,1.020295,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-8.647032,-7.596888
54,TmY9q,1.689838,0.375119,-50.000000,0.973068,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-32.101305,-31.594156
55,TmY9q__perp,1.689838,0.485407,-50.000000,0.980511,0.000000,0.000000,0.000000,-50.341091,-0.200000,-50.154092,-47.346766,-0.400000,-49.255044,-28.039221,-26.919531
