,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
Mi9,,,,,,5.313336,0.541214,,1.635919,8.478282,,,1.401782,19.485661,0.950897,0.192889,4.818741,0.642630,1.130250,,,,,0.100000,0.100000,3.338918,2.652811,0.100000,0.364479,0.100000,0.963712,
T1,0.954468,1.064979,0.853175,,1.539991,0.987087,,0.100000,,,0.972077,,,,,,,,,,,,,0.974588,1.021703,0.496708,,,1.023146,,,
T2,,,,,,,,0.229073,0.100000,,1.039862,,1.063517,1.031039,0.964412,,,,,,,,,0.606401,0.100000,,0.388596,1.025397,0.416762,,,
T2a,,,,,,,,,0.100000,,,,1.045547,19.813230,0.982623,,,,,,,,,0.100000,,3.397462,0.988183,0.100000,0.100000,,0.643334,
T3,,,,,,,,,,,,,1.039246,1.033167,1.020836,,,,0.972528,,,,,0.952333,,,1.031199,0.100000,,,,1.049925
T4a,,,,,,,,,,,5.486038,,,,,1.025576,1.010286,1.015367,0.976496,1.033126,,,,,,,,,,,,0.100000
T4b,,,,,,,,,0.100000,0.100000,0.112302,,,,,0.102323,7.321461,,0.953419,,1.007591,,,,,,,,,,,
T4c,,,,,,,,,,,2.927534,,1.038364,,,,,2.906873,,,,0.974120,0.969733,,,,,,,,,
T4d,,,,,,,,,0.763146,,,,,,,,,0.978259,1.040357,,,,1.037333,,,,,,,,,
T5a,,,,,,,,,,,,,0.118046,,,4.287359,,,,0.100000,1.003421,,,,0.812411,,,,,,,
T5b,,,,,,,,,,,,,0.100000,,,,0.750994,,,1.021193,2.756158,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.100000,,,,,1.162451,,,1.010744,4.840605,0.990603,,,,,,,,,
T5d,,,,,,,,,,,,,0.989248,,,,,0.913384,0.950728,,,,0.972426,,,,,,,,,
Tm1,,,,,25.300003,,,0.100000,0.264927,1.448364,0.100000,0.100000,0.335511,0.100000,0.100000,,,0.976427,,0.816934,0.424873,0.651998,0.502973,4.080184,1.168979,0.100000,0.207254,11.391196,2.970426,14.652299,0.782858,1.190423
Tm2,,,,0.100000,36.096463,,,0.100000,0.100000,1.700822,0.100000,1.036583,0.100000,3.200505,0.100000,1.002518,,0.100000,,0.694200,0.584269,0.848690,0.775695,6.700224,,,0.224818,19.582118,0.100000,17.874280,,0.100000
Tm20,,,,,,,,,,10.951422,5.213397,0.980443,0.985809,0.100000,,,,,,,,,,0.326083,0.100000,0.100000,0.970756,,,1.673225,,0.100000
Tm21,,,,,,,,,0.100000,,,,0.441713,1.035485,,,,,,,,,,0.365922,,,0.938322,,,,,
Tm3,,,,0.100000,0.100000,,,,0.100000,0.100000,0.100000,,0.100000,5.695251,0.460501,7.292131,0.175524,11.246743,0.905847,,1.041206,,1.002524,,,,,7.557807,0.100000,,1.013137,34.415411
Tm4,,,,,7.866445,,,,0.100000,0.203033,,0.950152,1.002349,0.100000,0.287545,,,,,1.125604,4.734824,0.907075,0.686292,2.580603,1.545186,,0.100000,0.100000,0.836084,,0.994720,0.100000
Tm9,,,,,,0.100000,,,,0.854144,2.718934,,0.985373,23.486876,,,,,,0.100000,0.100000,0.100000,0.983658,0.100000,0.100000,0.100000,1.016243,,0.100000,27.312956,,
C2,1.296419,1.008513,0.784762,0.417889,0.372302,1.585627,0.427161,1.626259,1.639430,1.566725,,0.970815,1.026117,0.994468,1.028210,,,,,,,,,0.386439,,,,,,0.357777,0.854047,0.543804
C3,25.283220,,,0.100000,0.100000,0.100000,0.636986,0.100000,10.252836,0.100000,6.080462,0.982232,0.972326,0.100085,1.043652,1.728235,8.561674,0.100000,0.956114,,,,,3.715120,0.100000,8.154819,1.007912,15.464520,4.476804,1.453012,1.148177,
