pre_idx,post_idx,pre_type,post_type,pre_root_id,post_root_id,syn_count,gS_mS_cm2,e_syn_mV,v_th_mV,k_minus,delta_mV,pre_baseline_mV,post_baseline_mV,s_inf_baseline,tau_s_baseline_ms,pair,is_r16_output
6344,24744,R1-6,L2,720575940614003427,720575940625807388,46.0,0.7999999,-72.0,-52.0,0.1,3.0,-65.54246,-39.023273,0.010834217917292874,9.891657673429886,"('R1-6', 'L2')",True
7590,37242,R1-6,T1,720575940615100335,720575940632742713,6.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.001076,-58.287033,0.0001721408088281338,9.998278442925761,"('R1-6', 'T1')",True
47011,28122,R1-6,Lai,720575940655341985,720575940627522691,49.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.969185,-52.548412,0.00017398022147308408,9.998260048799585,"('R1-6', 'Lai')",True
34889,39629,R1-6,L3,720575940631253212,720575940635046574,7.0,0.74999994,-72.0,-56.0,0.1,3.0,-76.85831,-40.65451,0.0009550715324327929,9.99044913580638,"('R1-6', 'L3')",True
19943,10657,R1-6,L3,720575940623123532,720575940617655014,22.0,0.74999994,-72.0,-56.0,0.1,3.0,-78.001076,-46.526512,0.0006527312684173282,9.99347253840148,"('R1-6', 'L3')",True
26128,29937,R1-6,Lai,720575940626642725,720575940628430906,45.0,0.70000017,-72.0,-52.0,0.1,3.0,-76.87245,-45.859604,0.0002507465157192232,9.997492385868563,"('R1-6', 'Lai')",True
43988,30530,R1-6,L2,720575940640412067,720575940628742396,51.0,0.7999999,-72.0,-52.0,0.1,3.0,-67.50367,-38.45715,0.0056643081516391715,9.943356770316045,"('R1-6', 'L2')",True
28939,28214,R1-6,L2,720575940627948937,720575940627572099,58.0,0.7999999,-72.0,-52.0,0.1,3.0,-59.341133,-38.987324,0.07965495533758529,9.20345030948205,"('R1-6', 'L2')",True
43725,3440,R1-6,T1,720575940640108110,720575940611050052,5.0,0.70000017,-72.0,-52.0,0.1,3.0,-21.031147,-23.177973,0.9999671311196935,0.00032868879816729104,"('R1-6', 'T1')",True
32124,47077,R1-6,Lai,720575940629708075,720575940656081825,38.0,0.70000017,-72.0,-52.0,0.1,3.0,-40.34966,-61.656662,0.9798352199818225,0.2016477971769882,"('R1-6', 'Lai')",True
10264,19402,R1-6,L1,720575940617360982,720575940622836521,45.0,1.1999998,-72.0,-56.0,0.1,3.0,-23.082836,-39.571964,0.9999828310047755,0.0001716899496868779,"('R1-6', 'L1')",True
12719,46243,R1-6,L3,720575940619100992,720575940647063428,28.0,0.74999994,-72.0,-56.0,0.1,3.0,-31.939857,-44.787212,0.9996713035650611,0.0032869643004097694,"('R1-6', 'L3')",True
21388,37048,R1-6,T1,720575940623891917,720575940632617043,6.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.84732,-58.029327,0.00018119179611676255,9.998187933054222,"('R1-6', 'T1')",True
29143,44133,R1-6,Lai,720575940628038789,720575940640646461,58.0,0.70000017,-72.0,-52.0,0.1,3.0,-76.9712,-51.791847,0.0002426292480554711,9.997573558543989,"('R1-6', 'Lai')",True
21057,26409,R1-6,L2,720575940623697432,720575940626796377,61.0,0.7999999,-72.0,-52.0,0.1,3.0,-33.395767,-15.668063,0.9979775291140459,0.02022470855816922,"('R1-6', 'L2')",True
2433,17324,R1-6,Lai,720575940609345033,720575940621752815,25.0,0.70000017,-72.0,-52.0,0.1,3.0,-68.11256,-53.575974,0.004628643787453321,9.953713413803579,"('R1-6', 'Lai')",True
22094,9798,R1-6,Lai,720575940624221832,720575940617004486,15.0,0.70000017,-72.0,-52.0,0.1,3.0,-0.37918264,-53.580444,0.9999999663394636,3.3660535856645454e-07,"('R1-6', 'Lai')",True
24376,34221,R1-6,Lai,720575940625563576,720575940630880503,21.0,0.70000017,-72.0,-52.0,0.1,3.0,-76.203606,-53.58044,0.0003133525440271417,9.996866325594812,"('R1-6', 'Lai')",True
33258,16121,R1-6,L3,720575940630348538,720575940621161933,18.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.63505,-49.69463,0.0007373702614937095,9.99262614848333,"('R1-6', 'L3')",True
22218,25126,R1-6,L3,720575940624282564,720575940626024122,23.0,0.74999994,-72.0,-56.0,0.1,3.0,-0.14085451,-5.5891194,0.9999999918047796,8.195220269075616e-08,"('R1-6', 'L3')",True
13539,24634,R1-6,Lai,720575940619750966,720575940625735828,13.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.4784,-50.45557,0.0002048964857551421,9.997950886161371,"('R1-6', 'Lai')",True
7532,29849,R1-6,T1,720575940615055057,720575940628381829,8.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.79943,-49.09469,0.00018410676754183306,9.998158783340406,"('R1-6', 'T1')",True
1135,28696,R1-6,L2,720575940606579902,720575940627830801,50.0,0.7999999,-72.0,-52.0,0.1,3.0,-48.725624,-38.96344,0.7486563059626157,2.5134369029207146,"('R1-6', 'L2')",True
45427,20056,R1-6,Lai,720575940644544160,720575940623160865,23.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.78165,-50.500137,0.0001852011946923942,9.998147839069064,"('R1-6', 'Lai')",True
44263,6557,R1-6,T1,720575940640865664,720575940614238639,6.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.782425,-47.793224,0.00018515317447287397,9.998148319271252,"('R1-6', 'T1')",True
34239,44614,R1-6,L3,720575940630889527,720575940641713909,23.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.95362,-40.904316,0.0006631317985782493,9.993368533101423,"('R1-6', 'L3')",True
37548,43172,R1-6,L2,720575940632933432,720575940639429190,37.0,0.7999999,-72.0,-52.0,0.1,3.0,-33.284042,-38.27209,0.9980513203999704,0.019486795709920575,"('R1-6', 'L2')",True
30442,12477,R1-6,L1,720575940628689660,720575940618896197,38.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.921326,-39.050472,0.0006703041906203726,9.99329680918207,"('R1-6', 'L1')",True
32652,20785,R1-6,L2,720575940630002791,720575940623549661,59.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.97901,-41.595985,0.00017341130519780065,9.998265737962253,"('R1-6', 'L2')",True
27582,4164,R1-6,L2,720575940627285635,720575940611964330,44.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.001076,-41.76455,0.0001721408088281338,9.998278442925761,"('R1-6', 'L2')",True
8085,35699,R1-6,L1,720575940615541142,720575940631757624,50.0,1.1999998,-72.0,-56.0,0.1,3.0,-30.830513,-43.88115,0.9997728853985237,0.0022711459809201468,"('R1-6', 'L1')",True
27738,15919,R1-6,L3,720575940627341668,720575940621062474,21.0,0.74999994,-72.0,-56.0,0.1,3.0,-9.281447,-40.41941,0.999999827496866,1.7250313142891623e-06,"('R1-6', 'L3')",True
46283,1798,R1-6,T1,720575940647173923,720575940608062594,5.0,0.70000017,-72.0,-52.0,0.1,3.0,-34.79137,-58.237755,0.9967834041988798,0.032165957531892025,"('R1-6', 'T1')",True
3955,15431,R1-6,L1,720575940611727058,720575940620827156,34.0,1.1999998,-72.0,-56.0,0.1,3.0,-11.833701,-23.29963,0.9999995961004725,4.038995214716317e-06,"('R1-6', 'L1')",True
22714,8346,R1-6,L2,720575940624543495,720575940615759682,48.0,0.7999999,-72.0,-52.0,0.1,3.0,-76.37112,-39.56801,0.0002963402628674147,9.997036448403874,"('R1-6', 'L2')",True
41752,42350,R1-6,L2,720575940637616046,720575940638334697,57.0,0.7999999,-72.0,-52.0,0.1,3.0,-69.7785,-39.516914,0.0026615860869746034,9.97338399051525,"('R1-6', 'L2')",True
25734,14738,R1-6,L1,720575940626409264,720575940620513158,41.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.622826,-39.044476,0.0007403782237339482,9.992596068861376,"('R1-6', 'L1')",True
22146,22107,R1-6,L2,720575940624246922,720575940624227366,59.0,0.7999999,-72.0,-52.0,0.1,3.0,-62.47171,-26.055647,0.02958173638328787,9.704182491563534,"('R1-6', 'L2')",True
1015,5167,R1-6,L3,720575940606383038,720575940612898417,35.0,0.74999994,-72.0,-56.0,0.1,3.0,-0.19351536,-40.626663,0.9999999916596566,8.340343291621597e-08,"('R1-6', 'L3')",True
22179,12712,R1-6,Lai,720575940624260134,720575940619094301,6.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.906746,-52.005234,0.00017763856588777475,9.998223465355982,"('R1-6', 'Lai')",True
36114,31920,R1-6,Lai,720575940632048399,720575940629574385,19.0,0.70000017,-72.0,-52.0,0.1,3.0,-43.495995,-53.580425,0.9445207401145473,0.5547925905874728,"('R1-6', 'Lai')",True
16267,35319,R1-6,L3,720575940621241844,720575940631509753,27.0,0.74999994,-72.0,-56.0,0.1,3.0,-30.152594,-11.114514,0.9998188133813151,0.001811866159850455,"('R1-6', 'L3')",True
5177,11206,R1-6,L2,720575940612906226,720575940618046465,45.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.92923,-41.168995,0.00017631238008196975,9.998236727213843,"('R1-6', 'L2')",True
29242,19303,R1-6,L3,720575940628082954,720575940622779998,31.0,0.74999994,-72.0,-56.0,0.1,3.0,-76.95457,-40.27791,0.0009249405963902251,9.990750445162314,"('R1-6', 'L3')",True
34335,24498,R1-6,L2,720575940630939868,720575940625650151,47.0,0.7999999,-72.0,-52.0,0.1,3.0,-71.39771,-39.154152,0.0015531678927661946,9.98446817229217,"('R1-6', 'L2')",True
9598,28699,R1-6,L3,720575940616861371,720575940627832263,28.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.78209,-47.57087,0.0007021252487907795,9.992978598605108,"('R1-6', 'L3')",True
17595,27810,R1-6,L3,720575940621881782,720575940627384709,37.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.935776,-42.505295,0.0006670852235574241,9.99332899885222,"('R1-6', 'L3')",True
20342,22177,R1-6,L3,720575940623312135,720575940624256999,7.0,0.74999994,-72.0,-56.0,0.1,3.0,-33.743187,-40.7722,0.9994005735286756,0.005994264623922321,"('R1-6', 'L3')",True
41567,38313,R1-6,Lai,720575940637377166,720575940633583820,41.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.001076,-51.121437,0.0001721408088281338,9.998278442925761,"('R1-6', 'Lai')",True
28881,32997,R1-6,L2,720575940627923794,720575940630213120,68.0,0.7999999,-72.0,-52.0,0.1,3.0,-40.93582,-39.045006,0.9755902383602753,0.2440976127599096,"('R1-6', 'L2')",True
676,23471,R1-6,Lai,720575940605740460,720575940624979719,17.0,0.70000017,-72.0,-52.0,0.1,3.0,-27.085352,-8.388031,0.9997527548675308,0.002472451287849698,"('R1-6', 'Lai')",True
30775,46923,R1-6,L2,720575940628866044,720575940653734049,32.0,0.7999999,-72.0,-52.0,0.1,3.0,-75.97544,-39.037327,0.0003381057476904018,9.996618793561867,"('R1-6', 'L2')",True
7742,15205,R1-6,Lai,720575940615221927,720575940620721624,12.0,0.70000017,-72.0,-52.0,0.1,3.0,-26.91857,-55.94207,0.9997661218769552,0.002338781195597062,"('R1-6', 'Lai')",True
42717,27599,R1-6,L2,720575940638813503,720575940627290686,55.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.770546,-31.487041,0.00018588762566588933,9.998140974759432,"('R1-6', 'L2')",True
5294,26182,R1-6,L3,720575940612981683,720575940626672906,10.0,0.74999994,-72.0,-56.0,0.1,3.0,-35.270004,-40.660862,0.9990032351297224,0.009967648554246018,"('R1-6', 'L3')",True
37956,45418,R1-6,L2,720575940633284383,720575940644518167,56.0,0.7999999,-72.0,-52.0,0.1,3.0,-27.595354,-34.31879,0.999706952267306,0.0029304772832725585,"('R1-6', 'L2')",True
31918,16491,R1-6,Lai,720575940629573648,720575940621349797,16.0,0.70000017,-72.0,-52.0,0.1,3.0,-0.60828483,-0.029960752,0.9999999636681607,3.633183877345382e-07,"('R1-6', 'Lai')",True
8110,35287,R1-6,Lai,720575940615564694,720575940631492982,17.0,0.70000017,-72.0,-52.0,0.1,3.0,-76.754295,-52.316357,0.0002608167972130299,9.997391683055126,"('R1-6', 'Lai')",True
11478,17630,R1-6,L2,720575940618201529,720575940621900141,61.0,0.7999999,-72.0,-52.0,0.1,3.0,-60.753506,-40.152233,0.05127891143421683,9.487210744287376,"('R1-6', 'L2')",True
41081,13427,R1-6,L1,720575940636725103,720575940619692965,48.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.24665,-7.8888564,0.0008392043662393574,9.991607807451047,"('R1-6', 'L1')",True
42569,31638,R1-6,Lai,720575940638645823,720575940629400394,20.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.00104,-50.470634,0.00017214310942569258,9.998278419919785,"('R1-6', 'Lai')",True
23001,12256,R1-6,L3,720575940624711933,720575940618721364,16.0,0.74999994,-72.0,-56.0,0.1,3.0,-0.95700926,-0.17004482,0.9999999892425137,1.0757486185858883e-07,"('R1-6', 'L3')",True
29048,28751,R1-6,L3,720575940628001673,720575940627855000,10.0,0.74999994,-72.0,-56.0,0.1,3.0,-78.001076,-40.65451,0.0006527312684173282,9.99347253840148,"('R1-6', 'L3')",True
45366,1246,R1-6,Lai,720575940644388256,720575940606742374,28.0,0.70000017,-72.0,-52.0,0.1,3.0,-66.45446,-50.408703,0.008016906748166666,9.919830784701336,"('R1-6', 'Lai')",True
18811,20080,R1-6,L2,720575940622509150,720575940623173921,54.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.001076,-39.005592,0.0001721408088281338,9.998278442925761,"('R1-6', 'L2')",True
44284,38313,R1-6,Lai,720575940640893056,720575940633583820,6.0,0.70000017,-72.0,-52.0,0.1,3.0,-76.3006,-51.121437,0.0003033864625049589,9.996965986408549,"('R1-6', 'Lai')",True
6288,19621,R1-6,L2,720575940613935218,720575940622955525,24.0,0.7999999,-72.0,-52.0,0.1,3.0,-76.26268,-32.099277,0.00030724441217978057,9.996927406912375,"('R1-6', 'L2')",True
43941,39940,R1-6,L3,720575940640368189,720575940635314795,28.0,0.74999994,-72.0,-56.0,0.1,3.0,-76.986374,-40.463333,0.0009151946782859449,9.990847904341905,"('R1-6', 'L3')",True
12002,28122,R1-6,Lai,720575940618549168,720575940627522691,5.0,0.70000017,-72.0,-52.0,0.1,3.0,-73.053955,-52.548412,0.0008948270215914158,9.991051580905816,"('R1-6', 'Lai')",True
