idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
26,T2a,1.000000,0.494075,0.125843,1.028039,0.067332,27.451982,200.347876,0.000000,0.000000
27,T3,1.000000,1.528360,0.972325,1.023680,-0.017035,27.179308,205.321511,0.000000,0.000000
28,C2,1.000000,1.043726,-0.423002,1.036757,0.424441,49.554796,203.271567,0.000000,0.000000
29,C3,1.000000,0.474324,-0.741011,0.953318,0.257422,50.222291,206.501774,0.000000,0.000000
30,Lawf1,1.000000,1.007645,-0.430183,1.000507,-0.311660,50.291351,193.690961,0.000000,0.000000
31,Lawf2,1.000000,0.241541,-0.754505,1.039901,0.340260,50.469217,207.783338,0.000000,0.000000
32,Dm3v,1.000000,0.378748,-0.217824,0.966858,-0.025860,49.213519,206.823019,0.000000,0.000000
33,Lai,1.000000,0.420990,-0.549292,0.982426,0.261647,49.638222,201.100015,0.000000,0.000000
34,Mi10,1.000000,1.014257,-0.088681,1.031060,-0.198931,49.117109,207.059856,0.000000,0.000000
35,Mi13,1.000000,1.758341,1.349439,0.977540,0.366843,37.978376,195.267455,0.000000,0.000000
36,Mi14,1.000000,0.989133,-0.283857,0.991392,-0.199236,52.173387,199.781873,0.000000,0.000000
37,Mi15,1.000000,0.255558,-0.614490,1.042536,0.405876,47.860573,201.120307,0.000000,0.000000
38,Mi2,1.000000,0.948565,-1.473691,1.038823,0.126715,51.348463,198.729495,0.000000,0.000000
39,Tm16,1.000000,0.883977,0.589930,1.047242,0.410953,46.275028,209.996418,0.000000,0.000000
40,Tm20,1.000000,4.815005,2.759809,0.998338,-0.494360,10.000000,192.059589,0.000000,0.000000
41,Tm21,1.000000,7.289932,2.826454,0.977974,0.015965,79.730951,200.404137,0.000000,0.000000
42,Tm27,1.000000,1.002991,-0.254311,1.040438,-0.448975,48.673783,208.270723,0.000000,0.000000
43,Tm5a,1.000000,0.961462,-0.147434,0.996074,-0.112534,50.083215,197.421221,0.000000,0.000000
44,Tm5b,1.000000,0.466794,-0.293250,0.976206,0.170824,51.096639,198.382196,0.000000,0.000000
45,Tm5c,1.000000,0.549823,-0.780241,0.994923,0.005142,24.292920,208.189364,0.000000,0.000000
46,Tm5f,1.000000,0.100000,-1.278389,1.025976,0.331614,49.581639,195.449924,0.000000,0.000000
47,TmY10,1.000000,0.555373,-0.591234,0.987491,0.070231,51.402217,209.657959,0.000000,0.000000
48,TmY11,1.000000,1.027438,-0.463287,0.978978,-0.393832,50.269767,198.433636,0.000000,0.000000
49,TmY14,1.000000,0.100000,-0.809918,1.040493,-0.319837,49.674664,204.669436,0.000000,0.000000
50,TmY15,1.000000,0.633032,-0.697583,1.031042,0.369560,51.571943,201.071257,0.000000,0.000000
51,TmY3,1.000000,0.996942,-0.128014,0.950492,-0.152792,48.714220,208.202367,0.000000,0.000000
52,TmY4,1.000000,0.574423,-0.819041,0.978747,0.074280,49.237477,198.678742,0.000000,0.000000
53,TmY5a,1.000000,0.834439,-0.420471,1.010750,0.404624,51.053080,197.910355,0.000000,0.000000
54,TmY9q,1.000000,2.505081,2.286005,0.990712,0.039078,48.707419,207.050669,0.000000,0.000000
55,TmY9q__perp,1.000000,0.399076,-0.620176,0.950711,-0.004016,48.419665,197.005697,0.000000,0.000000
