idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
17,Tm2,3.471247,3.199031,-52.306618,3.435361,0.000000,42.738670,208.629074,-48.590021,0.000000,-92.989936,-93.253290
18,Tm4,3.471247,3.444471,-52.487349,3.364173,0.000000,43.706060,194.375882,-48.550647,0.000000,-94.513001,-94.772591
19,Tm9,3.471247,3.675503,-53.962796,3.306481,0.000000,42.325479,203.792912,-46.862043,0.000000,-93.319527,-93.563825
20,T5a,3.471247,0.318194,-49.362310,0.984698,0.000000,41.012298,208.299936,-50.000000,0.000000,-99.740602,-99.996698
21,T5b,3.471247,0.398791,-49.362310,0.958473,0.000000,40.215095,203.771621,-50.000000,0.000000,-99.740667,-99.996945
22,T5c,3.471247,0.980758,-50.148707,0.964165,0.000000,41.060455,208.396290,-49.717212,0.000000,-99.173709,-99.431090
23,T5d,3.471247,2.094278,-49.958024,0.954448,0.000000,39.995651,194.327580,-49.657781,0.000000,-99.052790,-99.312534
24,T1,3.471247,3.501838,-52.528970,0.994322,0.000000,39.643544,195.885111,-47.340991,0.000000,-94.414273,-94.667240
25,T2,3.471247,0.314882,-49.362310,0.995248,0.000000,41.534902,192.114092,-50.000000,0.000000,-98.781158,-99.032252
26,T2a,3.471247,0.383189,-49.362310,0.951166,0.000000,41.334535,199.283953,-50.000000,0.000000,-99.739243,-99.996298
27,T3,3.471247,0.333981,-49.362310,1.014468,0.000000,40.332836,199.878290,-50.000000,0.000000,-99.738641,-99.996886
28,C2,3.471247,1.655610,-50.637690,0.978389,0.000000,39.216657,209.636115,-49.362310,0.000000,-95.892263,-96.133512
29,C3,3.471247,1.663091,-50.637690,1.007970,0.000000,40.185701,196.945428,-49.362310,0.000000,-96.380487,-96.625141
30,Lawf1,3.471247,3.561251,-52.658296,1.042068,0.000000,40.183092,199.255159,-47.287744,0.000000,-94.325397,-94.566816
31,Lawf2,3.471247,0.325334,-50.637690,0.988813,0.000000,40.454867,196.595003,-49.362310,0.000000,-98.458412,-98.710229
32,Dm3v,3.471247,1.687482,-50.637690,1.026325,0.000000,39.814337,199.768346,-49.362310,0.000000,-98.464738,-98.721680
33,Lai,3.471247,0.100000,-48.568369,0.991637,0.000000,40.948019,201.764997,-50.000000,0.000000,-99.735800,-99.990022
34,Mi10,3.471247,0.374900,-49.362310,0.966049,0.000000,40.734361,192.724987,-50.000000,0.000000,-99.735732,-99.989843
35,Mi13,3.471247,1.603873,-50.637690,1.026381,0.000000,40.285358,202.729800,-49.362310,0.000000,-98.456823,-98.709273
36,Mi14,3.471247,1.640566,-50.637690,1.038863,0.000000,40.324028,201.895858,-49.362310,0.000000,-98.416110,-98.673968
37,Mi15,3.471247,0.380619,-49.362310,0.987455,0.000000,41.303304,194.717606,-50.000000,0.000000,-99.689558,-99.943688
38,Mi2,3.471247,0.900701,-49.845128,0.972677,0.000000,38.927846,208.538808,-49.362310,0.000000,-98.139234,-98.394761
39,Tm16,3.471247,0.375865,-49.362310,0.951699,0.000000,39.956808,196.385634,-50.000000,0.000000,-99.742750,-99.997047
40,Tm20,3.471247,3.668581,-53.952165,0.964988,0.000000,39.735206,199.603802,-45.971927,0.000000,-91.490617,-91.729235
41,Tm21,3.471247,3.613070,-52.654246,0.977857,0.000000,40.491648,196.705925,-46.994027,0.000000,-91.545288,-91.777909
42,Tm27,3.471247,0.340823,-49.362310,0.987640,0.000000,39.764140,202.477335,-50.000000,0.000000,-99.691693,-99.947644
43,Tm5a,3.471247,0.348277,-49.376310,0.969309,0.000000,40.375839,208.211941,-50.000000,0.000000,-99.742225,-99.996915
44,Tm5b,3.471247,3.671049,-52.681259,0.960077,0.000000,40.482698,197.647867,-47.138504,0.000000,-94.025342,-94.265430
45,Tm5c,3.471247,1.099571,-50.064616,1.013286,0.000000,40.236043,191.928608,-49.362310,0.000000,-98.466367,-98.721572
46,Tm5f,3.471247,0.403238,-49.362310,0.967703,0.000000,40.367172,192.760900,-50.000000,0.000000,-99.741264,-99.996906
47,TmY10,3.471247,3.656218,-53.957510,0.992660,0.000000,40.088186,193.990652,-45.954990,0.000000,-91.672038,-91.907213
48,TmY11,3.471247,0.327193,-49.362310,0.950162,0.000000,41.125600,203.243016,-50.000000,0.000000,-99.734585,-99.987637
49,TmY14,3.471247,0.100000,-48.420124,1.012063,0.000000,41.049019,199.274008,-50.000000,0.000000,-99.538885,-99.795342
50,TmY15,3.471247,1.682463,-49.362310,0.976753,0.000000,38.884572,208.322570,-50.000000,0.000000,-99.721879,-99.995620
51,TmY3,3.471247,0.355934,-49.362310,0.955222,0.000000,40.481611,190.201701,-50.000000,0.000000,-97.735623,-97.982419
52,TmY4,3.471247,0.377900,-49.362310,1.047396,0.000000,41.605965,206.431545,-50.000000,0.000000,-99.739885,-99.996498
53,TmY5a,3.471247,1.632923,-50.637690,1.030558,0.000000,39.810149,196.548549,-49.362310,0.000000,-98.319682,-98.577634
54,TmY9q,3.471247,4.863116,-53.961714,0.954314,0.000000,38.893662,190.535338,-45.956722,0.000000,-91.668146,-91.910920
55,TmY9q__perp,3.471247,3.730855,-53.957839,1.001464,0.000000,40.101630,204.007627,-45.552184,0.000000,-90.864803,-91.101578
