idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
20,T5a,1.000000,0.688022,-2.174301,1.030295,0.060023,49.153445,190.473030,0.000000,0.500000
21,T5b,1.000000,10.000000,5.413725,0.997618,-0.064961,71.698703,204.548074,0.000000,0.500000
22,T5c,1.000000,0.774394,-1.428542,1.039783,-0.183030,50.027591,202.658796,0.000000,0.500000
23,T5d,1.000000,0.100000,-1.878342,1.035895,0.425166,48.224148,198.483252,0.000000,0.500000
24,T1,1.000000,0.100000,-2.722414,1.000431,0.133077,52.998417,204.901054,0.000000,0.500000
25,T2,1.000000,0.100000,-1.988021,1.039453,0.016120,47.961443,199.597708,0.000000,0.500000
26,T2a,1.000000,4.548107,-0.127468,0.957505,-0.385572,21.850451,219.914444,0.000000,0.500000
27,T3,1.000000,3.619650,-0.258903,0.962878,0.063286,18.693575,227.860901,0.000000,0.500000
28,C2,1.000000,0.270804,-1.659785,0.971307,0.055556,48.049218,197.051515,0.000000,0.500000
29,C3,1.000000,9.396655,3.075086,0.969730,0.093849,29.505718,189.548797,0.000000,0.500000
30,Lawf1,1.000000,7.146087,0.789194,1.027969,0.226078,27.337420,223.849096,0.000000,0.500000
31,Lawf2,1.000000,4.614597,1.938888,0.989455,-0.042592,32.283237,199.566848,0.000000,0.500000
32,Dm3v,1.000000,10.000000,-0.416534,0.963306,0.272200,34.391508,193.779483,0.000000,0.500000
33,Lai,1.000000,0.100000,-1.826047,1.029196,-0.266105,52.732294,194.432606,0.000000,0.500000
34,Mi10,1.000000,0.132561,-1.769652,0.955272,0.007351,48.864317,200.839968,0.000000,0.500000
35,Mi13,1.000000,6.585648,-0.238762,1.034815,0.496850,47.983881,206.681016,0.000000,0.500000
36,Mi14,1.000000,2.422792,0.069828,1.022037,-0.225770,31.110802,218.740706,0.000000,0.500000
37,Mi15,1.000000,8.823454,-1.742906,1.007507,0.177044,39.230153,189.512819,0.000000,0.500000
38,Mi2,1.000000,10.000000,-0.141693,0.981444,-0.006628,61.287069,210.670200,0.000000,0.500000
39,Tm16,1.000000,1.036549,-0.399236,1.012490,0.370829,50.339022,198.465131,0.000000,0.500000
40,Tm20,1.000000,2.954980,0.956773,0.971446,-0.335258,62.314654,189.699348,0.000000,0.500000
41,Tm21,1.000000,4.088216,2.457648,1.009405,-0.205473,38.312130,196.331914,0.000000,0.500000
42,Tm27,1.000000,1.132976,-0.475766,1.040443,-0.135030,52.384696,208.156439,0.000000,0.500000
43,Tm5a,1.000000,7.286362,10.449569,1.024032,-0.383037,44.107372,203.442572,0.000000,0.500000
44,Tm5b,1.000000,0.288818,-0.589900,1.035475,-0.276288,51.720596,207.662317,0.000000,0.500000
45,Tm5c,1.000000,4.809394,0.052886,0.996678,0.402833,31.514159,190.217889,0.000000,0.500000
46,Tm5f,1.000000,5.965876,4.968942,0.975131,0.112112,52.140281,208.332918,0.000000,0.500000
47,TmY10,1.000000,0.225132,-0.638878,1.003628,0.464850,50.034540,201.796453,0.000000,0.500000
48,TmY11,1.000000,4.794240,-0.581036,1.036510,-0.399751,42.401301,194.133700,0.000000,0.500000
49,TmY14,1.000000,7.230969,6.641900,0.989643,0.284426,50.983396,207.046957,0.000000,0.500000
50,TmY15,1.000000,4.642092,-0.685754,0.967434,-0.173907,29.488887,207.989472,0.000000,0.500000
51,TmY3,1.000000,2.740303,2.844614,0.970164,-0.351243,56.647027,214.244965,0.000000,0.500000
52,TmY4,1.000000,10.000000,7.804669,1.039061,0.216393,53.266923,184.050552,0.000000,0.500000
53,TmY5a,1.000000,6.826834,1.698275,0.968249,-0.324831,44.484208,193.645724,0.000000,0.500000
54,TmY9q,1.000000,0.271911,-0.753871,1.012681,0.320000,48.414799,204.135640,0.000000,0.500000
55,TmY9q__perp,1.000000,7.057471,0.129818,0.992931,0.138697,55.815399,200.655701,0.000000,0.500000
