idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,e_leak,a_h,v_pre,v_onset
32,Dm3v,1.396067,7.982303,-50.000000,0.995190,0.000000,40.000000,146.771369,-50.000000,0.000000,-15.221959,-15.400501
33,Lai,1.396067,0.100000,-50.000000,1.002120,0.000000,40.000000,146.771369,-50.000000,0.000000,-294.818882,-297.350811
34,Mi10,1.396067,8.082733,-50.000000,0.980322,0.000000,40.000000,146.771369,-50.000000,0.000000,-48.535580,-48.511298
35,Mi13,1.396067,7.613388,-50.000000,0.957899,0.000000,40.000000,146.771369,-50.000000,0.000000,-47.711427,-47.751473
36,Mi14,1.396067,7.079308,-50.000000,0.967960,0.000000,40.000000,146.771369,-50.000000,0.000000,-42.529496,-42.565763
37,Mi15,1.396067,6.350966,-50.000000,0.993057,0.000000,40.000000,146.771369,-50.000000,0.000000,-48.817278,-48.822671
38,Mi2,1.396067,6.313340,-50.000000,0.960204,0.000000,40.000000,146.771369,-50.000000,0.000000,-40.675886,-40.682494
39,Tm16,1.396067,0.399505,-50.000000,1.011404,0.000000,40.000000,146.771369,-50.000000,0.000000,-63.241720,-63.569450
40,Tm20,1.396067,10.000000,-50.000000,1.025458,0.000000,40.000000,146.771369,-50.000000,0.000000,-56.777027,-57.041700
41,Tm21,1.396067,10.000000,-50.000000,0.960636,0.000000,40.000000,146.771369,-50.000000,0.000000,61.751314,65.985736
42,Tm27,1.396067,3.598997,-50.000000,0.976827,0.000000,40.000000,146.771369,-50.000000,0.000000,-44.238834,-44.101262
43,Tm5a,1.396067,0.100074,-50.000000,1.030320,0.000000,40.000000,146.771369,-50.000000,0.000000,-57.649911,-57.791173
44,Tm5b,1.396067,8.847109,-50.000000,1.046111,0.000000,40.000000,146.771369,-50.000000,0.000000,-54.154435,-54.309373
45,Tm5c,1.396067,10.000000,-50.000000,0.968444,0.000000,40.000000,146.771369,-50.000000,0.000000,-53.109284,-53.072400
46,Tm5f,1.396067,6.580512,-50.000000,1.049194,0.000000,40.000000,146.771369,-50.000000,0.000000,-41.079899,-40.965321
47,TmY10,1.396067,6.549554,-50.000000,1.007938,0.000000,40.000000,146.771369,-50.000000,0.000000,-49.164707,-49.130736
48,TmY11,1.396067,10.000000,-50.000000,1.019461,0.000000,40.000000,146.771369,-50.000000,0.000000,-48.263532,-48.333721
49,TmY14,1.396067,6.724774,-50.000000,1.012950,0.000000,40.000000,146.771369,-50.000000,0.000000,-51.811619,-51.484696
50,TmY15,1.396067,3.138317,-50.000000,1.039751,0.000000,40.000000,146.771369,-50.000000,0.000000,-5.223358,-5.997621
51,TmY3,1.396067,2.486268,-50.000000,1.049200,0.000000,40.000000,146.771369,-50.000000,0.000000,-29.797396,-29.712895
52,TmY4,1.396067,10.000000,-50.000000,1.018816,0.000000,40.000000,146.771369,-50.000000,0.000000,-11.655471,-11.494485
53,TmY5a,1.396067,4.972230,-50.000000,1.004625,0.000000,40.000000,146.771369,-50.000000,0.000000,6.259144,5.702311
54,TmY9q,1.396067,4.067291,-50.000000,0.958616,0.000000,40.000000,146.771369,-50.000000,0.000000,-32.985684,-33.032986
55,TmY9q__perp,1.396067,9.253111,-50.000000,0.967642,0.000000,40.000000,146.771369,-50.000000,0.000000,-45.370022,-45.313598
