idx,cell,a_in,a_out,v_th,e_leak,a_gt,bias_gt,a_h,v_mid_h_g,h_slope,v_mid_h_tau,v_pre,v_onset
19,Tm9,2.102977,0.816361,-50.000000,-50.000000,0.948036,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-50.726159,-52.162153
20,T5a,2.102977,0.953744,-50.000000,-50.000000,0.982750,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-17.910174,-18.362954
21,T5b,2.102977,1.874376,-50.000000,-50.000000,0.958941,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-31.940175,-32.025931
22,T5c,2.102977,0.601048,-50.000000,-50.000000,1.043804,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-8.802848,-9.100150
23,T5d,2.102977,1.427258,-50.000000,-50.000000,0.968456,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-40.524294,-40.926397
24,T1,2.102977,1.379885,-50.000000,-50.000000,1.026134,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-39.482377,-43.673202
25,T2,2.102977,1.704431,-50.000000,-50.000000,1.024104,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-30.603882,-22.944312
26,T2a,2.102977,1.078790,-50.000000,-50.000000,0.972852,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-27.330868,-25.225237
27,T3,2.102977,2.073201,-50.000000,-50.000000,1.033304,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-5.652089,-1.083602
28,C2,2.102977,0.274624,-50.000000,-50.000000,1.043633,0.000000,0.000000,-44.951353,-0.248578,-40.000000,1.371119,2.726489
29,C3,2.102977,0.664499,-50.000000,-50.000000,1.002557,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-13.708657,-9.127087
30,Lawf1,2.102977,1.346191,-50.000000,-50.000000,0.969788,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-43.821773,-44.099778
31,Lawf2,2.102977,2.935913,-50.000000,-50.000000,0.953605,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-19.093195,-14.126720
32,Dm3v,2.102977,3.231332,-50.000000,-50.000000,0.994606,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-16.552097,-17.490886
33,Lai,2.102977,0.165384,-50.000000,-50.000000,1.029275,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-64.353781,-63.321759
34,Mi10,2.102977,0.461868,-50.000000,-50.000000,0.979516,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-67.992256,-68.024258
35,Mi13,2.102977,0.925895,-50.000000,-50.000000,0.989779,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-29.551623,-29.611164
36,Mi14,2.102977,5.023250,-50.000000,-50.000000,1.018157,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-0.258816,-0.223984
37,Mi15,2.102977,0.361005,-50.000000,-50.000000,0.972476,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-31.825984,-29.394246
38,Mi2,2.102977,1.067616,-50.000000,-50.000000,1.036875,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-3.164343,-2.587717
39,Tm16,2.102977,3.460826,-50.000000,-50.000000,1.016837,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-62.510766,-63.322585
40,Tm20,2.102977,0.623162,-50.000000,-50.000000,0.978203,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-25.365504,-28.308159
41,Tm21,2.102977,8.028502,-50.000000,-50.000000,0.995892,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-58.934477,-57.542449
42,Tm27,2.102977,4.254533,-50.000000,-50.000000,0.974480,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-54.070397,-52.551202
43,Tm5a,2.102977,10.000000,-50.000000,-50.000000,0.973000,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-51.636586,-48.077436
44,Tm5b,2.102977,2.558703,-50.000000,-50.000000,1.021626,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-56.478813,-56.331806
45,Tm5c,2.102977,7.342480,-50.000000,-50.000000,0.979656,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-50.696162,-50.448469
46,Tm5f,2.102977,0.851055,-50.000000,-50.000000,0.959944,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-36.350808,-32.693622
47,TmY10,2.102977,1.249837,-50.000000,-50.000000,1.034600,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-48.656412,-48.392181
48,TmY11,2.102977,1.884493,-50.000000,-50.000000,1.022620,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-68.696338,-68.814777
49,TmY14,2.102977,2.686844,-50.000000,-50.000000,0.990757,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-42.696891,-43.862827
50,TmY15,2.102977,1.948954,-50.000000,-50.000000,1.014096,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-9.928636,-9.695924
51,TmY3,2.102977,0.100000,-50.000000,-50.000000,1.033812,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-63.719601,-62.014677
52,TmY4,2.102977,10.000000,-50.000000,-50.000000,1.024202,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-58.440577,-56.907056
53,TmY5a,2.102977,1.830574,-50.000000,-50.000000,1.037352,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-6.017124,-1.434861
54,TmY9q,2.102977,0.604537,-50.000000,-50.000000,1.023655,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-40.415504,-40.085378
55,TmY9q__perp,2.102977,1.882660,-50.000000,-50.000000,1.022850,0.000000,0.000000,-44.951353,-0.248578,-40.000000,-32.455390,-31.337841
