type,neuron_count,kept
LTe49c,3,True
LTe66,3,True
MTe11,3,True
Sm36,3,True
LT82,3,True
LTe32,3,True
LPT23,3,True
cM09,3,True
aMe26,3,True
aMe12,3,True
s-CPDN3A,2,True
cM08a,2,True
LTe38b,2,True
LT64,2,True
VSm,2,True
OA-AL2i2,2,True
LTe54,2,True
aMe17c,2,True
LC10f,2,True
cLLP02,2,True
CB3089,2,True
Li27,2,True
MTe16,2,True
cMLLP02,2,True
cL04,2,True
MTe14,2,True
aMe1,2,True
LTe50,2,True
LTe01,2,True
Sm38,2,True
Li28,2,True
Pm14,2,True
LTe49d,2,True
MTe17,2,True
LT38,2,True
cM08b,2,True
Sm40,2,True
Li25,2,True
LPi14,2,True
LT68,2,True
LM102a_L234-M89,2,True
Pm12,2,True
MTe15,2,True
Nod1,2,True
LTe49a,2,True
LT43,2,True
DN1a,2,True
VST1,2,True
LTe49b,2,True
LT80,2,True
LT63,2,True
LTe47,2,True
cL16,2,True
Li124_56,2,True
cL21,2,True
Li19,2,True
LT74,2,True
aMe8,2,True
aMe17b,2,True
LT73,2,True
OA-AL2i3,2,True
PLP231,2,True
LTe67,2,True
LTe03,2,True
LC44,2,True
LTe33,2,True
LTe37,2,True
mALC6,2,True
LTe02,2,True
LTe49f,2,True
LPi12,1,True
LTe06,1,True
Li29,1,True
PLP068,1,True
LT62,1,True
LPT53,1,True
DNp11,1,True
cL22a,1,True
cM01b,1,True
AVLP151,1,True
cL22b,1,True
LTe05,1,True
CL104,1,True
LTe12,1,True
CB0802,1,True
CB3790,1,True
LPT28,1,True
PLP037b,1,True
cLLPM02,1,True
LT67,1,True
DNg33,1,True
LTe26,1,True
MTe19,1,True
PLP177,1,True
AVLP534,1,True
LPT26,1,True
PLP022,1,True
LTe21,1,True
AOTU065,1,True
LTe23,1,True
HSE,1,True
LT60,1,True
Sm39,1,True
LNd_CRY+_ITP+,1,True
LTe56,1,True
cL08,1,True
VCH,1,True
Li33,1,True
cM14,1,True
PLP020,1,True
LPT21,1,True
cML02,1,True
CB2848,1,True
LTe57,1,True
aMe25,1,True
LTe70,1,True
cM15,1,True
LPT22,1,True
LT85,1,True
LT11,1,True
AOTU026,1,True
LTe46,1,True
HSS,1,True
CB1329,1,True
LTe42a,1,True
cLM01,1,True
LTe17,1,True
MTe29,1,True
LT58,1,True
Am1,1,True
DNp31,1,True
PLP036,1,True
LT42,1,True
cM01c,1,True
MTe45,1,True
cLP04,1,True
aMe17a1,1,True
PLP251,1,True
MTe21,1,True
Li31,1,True
LTe15,1,True
Li30,1,True
LTe22,1,True
LPT30,1,True
mALC3,1,True
MTe34,1,True
LT65,1,True
CB2685,1,True
DCH,1,True
mALC4,1,True
VS5,1,True
LC31c,1,True
MTe18,1,True
LTe25,1,True
LTe11,1,True
aMe3,1,True
LPT47_vCal2,1,True
LTe42c,1,True
PLP032,1,True
LTe45,1,True
PLP163,1,True
Li32,1,True
LT83,1,True
LT76,1,True
VS3,1,True
LTe44,1,True
cL05,1,True
PLP155,1,True
cMLLP01,1,True
LTe20,1,True
PLP081,1,True
MTe32,1,True
LTe29,1,True
MTe31,1,True
LT47,1,True
LPT49,1,True
LTe61,1,True
Nod2,1,True
LT72,1,True
MTe36,1,True
LPT29,1,True
PLP248,1,True
MTe44,1,True
cL06,1,True
PLP215,1,True
DNc01,1,True
aMe22,1,True
DN1-l,1,True
LTe59b,1,True
H2,1,True
AVLP593,1,True
cM02b,1,True
l-CPDN3,1,True
MTe38,1,True
LTe07,1,True
LTe28,1,True
VS8,1,True
LTe55,1,True
LT34,1,True
LTe76,1,True
LTe19,1,True
LTe75,1,True
PLP035,1,True
cM13,1,True
LTe69,1,True
LT86,1,True
LT75,1,True
LPi15,1,True
MTe27,1,True
DGI,1,True
cL22c,1,True
mALC5,1,True
LTe30,1,True
LTe27,1,True
LT61b,1,True
cM02a,1,True
MTe26,1,True
MTe41,1,True
Li23,1,True
LHPV2i2a,1,True
cL13,1,True
cML01,1,True
PLP185,1,True
PLP104,1,True
Sm37,1,True
CB3235,1,True
cM07,1,True
MTe35,1,True
MTe20,1,True
MTe48,1,True
CB0143,1,True
mALD2,1,True
LT69,1,True
LT41,1,True
LT56,1,True
LT1c,1,True
cLPL01,1,True
LTe60,1,True
LT87,1,True
LPT52,1,True
cL20,1,True
LTe18,1,True
LT33,1,True
Nod3,1,True
LPi13,1,True
VS1,1,True
LTe14,1,True
LTe59a,1,True
MTe37,1,True
LPT04_HST,1,True
LT1a,1,True
LT36,1,True
PLP252,1,True
CB3238,1,True
LT59,1,True
AOTU054,1,True
cL07,1,True
LT40,1,True
LTe08,1,True
MTe23,1,True
cM18,1,True
CB0734,1,True
CB3866,1,True
DNc02,1,True
5-HTPMPV01,1,True
LPT27,1,True
LPT42_Nod4,1,True
PLP103b,1,True
cM06,1,True
5th-LNv,1,True
MTe43,1,True
LT79,1,True
cM10,1,True
LTe53,1,True
VS7,1,True
LAL047,1,True
Sm41,1,True
cL10,1,True
MTe33,1,True
PLP150a,1,True
LTe49e,1,True
cM16,1,True
LTe51,1,True
vCal1,1,True
LTe42b,1,True
LTe35,1,True
LT84,1,True
cL12,1,True
LTe24,1,True
LT1d,1,True
LTe41,1,True
LTe72,1,True
LPT54,1,True
LTe62,1,True
MTe49,1,True
DNpe053,1,True
PLP239,1,True
MTe30,1,True
OA-AL2i4,1,True
cLP05,1,True
Nod5,1,True
LPT48_vCal3,1,True
aMe15,1,True
CT1,1,True
LTe40,1,True
VS6,1,True
cM17,1,True
HSN,1,True
MTe28,1,True
MTe25,1,True
MTe39,1,True
LTe16,1,True
aMe17a2,1,True
Sm42,1,True
Pm13,1,True
LTe74,1,True
LTe04,1,True
cL14,1,True
OLVC7,1,True
LTe48,1,True
PLP051,1,True
cM01a,1,True
OA-AL2i1,1,True
aMe6a,1,True
LT1b,1,True
LTe31,1,True
MTe24,1,True
LTe10,1,True
LPT58,1,True
LPT57,1,True
aMe20,1,True
cL11,1,True
LT61a,1,True
LPT51,1,True
VS2,1,True
mALD1,1,True
PLP023,1,True
cM12,1,True
LTe73,1,True
LT37,1,True
aMe24,1,True
cL15,1,True
LTe13,1,True
LT39,1,True
cM05,1,True
MTe42,1,True
LTe36,1,True
cL09,1,True
MTe22,1,True
MTe40,1,True
PLP249,1,True
VS4,1,True
