,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
Mi9,,,,,,0.500000,3.702252,,1.284197,4.712528,,,0.500000,0.500000,0.500000,0.500000,5.000000,0.500000,1.389542,,,,,0.500000,5.000000,5.000000,5.000000,0.500000,4.699117,0.500000,3.928387,
T1,1.909037,5.000000,0.500000,,2.731648,0.500000,,0.500000,,,3.195280,,,,,,,,,,,,,0.562383,1.028179,0.500000,,,3.540478,,,
T2,,,,,,,,5.000000,5.000000,,1.902562,,5.000000,0.999048,5.000000,,,,,,,,,0.500000,5.000000,,5.000000,1.515657,0.500000,,,
T2a,,,,,,,,,0.500000,,,,0.500000,5.000000,0.500000,,,,,,,,,0.500000,,5.000000,0.990838,5.000000,0.500000,,0.500000,
T3,,,,,,,,,,,,,5.000000,1.025910,1.012443,,,,1.011304,,,,,4.214369,,,5.000000,5.000000,,,,0.500000
T4a,,,,,,,,,,,5.000000,,,,,5.000000,0.969662,0.994113,1.008586,0.968226,,,,,,,,,,,,0.500000
T4b,,,,,,,,,0.500000,5.000000,5.000000,,,,,5.000000,0.500000,,1.045318,,5.000000,,,,,,,,,,,
T4c,,,,,,,,,,,5.000000,,0.966654,,,,,1.885631,,,,1.046208,1.022680,,,,,,,,,
T4d,,,,,,,,,0.663980,,,,,,,,,1.003758,0.973336,,,,1.027986,,,,,,,,,
T5a,,,,,,,,,,,,,5.000000,,,0.500000,,,,5.000000,0.968527,,,,0.500000,,,,,,,
T5b,,,,,,,,,,,,,5.000000,,,,0.500000,,,0.980560,5.000000,,,,,,,,,,,
T5c,,,,,,,,,,,,,5.000000,,,,,0.500000,,,1.004141,5.000000,1.031049,,,,,,,,,
T5d,,,,,,,,,,,,,0.500000,,,,,5.000000,0.979429,,,,5.000000,,,,,,,,,
Tm1,,,,,0.500000,,,0.500000,1.053175,0.500000,1.480075,5.000000,4.345894,5.000000,5.000000,,,1.007740,,0.500000,0.500000,5.000000,0.505305,5.000000,0.500000,5.000000,5.000000,0.500000,0.634040,5.000000,2.501194,4.232097
Tm2,,,,0.500000,0.500000,,,0.500000,5.000000,0.500000,3.610901,0.500000,0.500000,0.500000,5.000000,1.013376,,5.000000,,5.000000,5.000000,5.000000,0.500000,0.500000,,,5.000000,4.083044,5.000000,0.500000,,1.720798
Tm20,,,,,,,,,,0.500000,0.500000,2.195406,0.500000,5.000000,,,,,,,,,,0.500000,0.500000,4.730575,1.035683,,,5.000000,,0.500000
Tm21,,,,,,,,,5.000000,,,,3.479069,1.022505,,,,,,,,,,5.000000,,,0.500000,,,,,
Tm3,,,,0.500000,0.500000,,,,0.500000,4.605810,5.000000,,0.967978,3.936606,0.500000,5.000000,5.000000,5.000000,0.500000,,0.981972,,1.009905,,,,,5.000000,0.500000,,0.500000,0.500000
Tm4,,,,,2.652453,,,,0.500000,0.500000,,0.975627,0.500000,5.000000,5.000000,,,,,5.000000,5.000000,5.000000,4.108106,2.454387,1.464954,,5.000000,0.500000,5.000000,,0.500000,0.500000
Tm9,,,,,,3.697212,,,,0.500000,0.565137,,0.500000,0.500000,,,,,,4.338831,5.000000,5.000000,0.500000,0.500000,0.500000,5.000000,0.983049,,0.500000,5.000000,,
C2,0.500000,0.500000,5.000000,1.097019,0.500000,5.000000,3.058892,5.000000,2.793423,0.500000,,5.000000,0.500000,0.500000,5.000000,,,,,,,,,1.800614,,,,,,5.000000,0.500000,1.013880
C3,0.500000,,,4.869442,0.518983,0.500000,1.004810,5.000000,5.000000,1.012007,0.500000,3.345001,0.500000,1.002396,1.089281,0.500000,0.500000,2.179061,0.965079,,,,,0.500000,1.007566,5.000000,0.880971,1.001645,0.500000,5.000000,0.500000,
