,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T2,,,,,,,,0.876198,0.363870,,0.940521,,0.609041,1.014483,0.985607,,,,,,,,,0.995429,0.508414,,0.961111,0.799675,1.266855,,,
T2a,,,,,,,,,0.468246,,,,1.035941,0.933265,0.989546,,,,,,,,,1.034111,,0.581739,0.983025,0.100000,0.998016,,1.037126,
T3,,,,,,,,,,,,,0.795804,0.956909,0.973137,,,,1.044035,,,,,1.344660,,,0.968862,0.100000,,,,0.673017
T4a,,,,,,,,,,,2.168041,,,,,0.100000,1.007184,0.973142,0.966748,0.967128,,,,,,,,,,,,1.993196
T4b,,,,,,,,,4.841327,0.985076,3.054332,,,,,0.100000,0.100000,,0.971074,,0.994318,,,,,,,,,,,
T4c,,,,,,,,,,,2.203101,,0.971370,,,,,0.100000,,,,1.034699,1.038593,,,,,,,,,
T4d,,,,,,,,,1.073579,,,,,,,,,1.006586,1.003831,,,,1.023876,,,,,,,,,
T5a,,,,,,,,,,,,,0.966199,,,0.210302,,,,1.130691,0.992512,,,,4.612629,,,,,,,
T5b,,,,,,,,,,,,,0.968156,,,,0.866128,,,0.984508,0.959847,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.038263,,,,,0.100000,,,1.006195,1.028867,0.989528,,,,,,,,,
T5d,,,,,,,,,,,,,0.976599,,,,,0.441251,1.000422,,,,0.966785,,,,,,,,,
Tm1,,,,,1.608600,,,0.874655,1.861011,0.100000,3.050048,1.706547,0.658790,0.100000,0.100000,,,1.012204,,3.734296,0.739882,0.100000,0.138422,0.273622,0.915221,2.010690,0.526712,1.080602,2.113018,5.481625,0.476201,1.690540
Tm2,,,,0.100000,2.694686,,,1.498072,2.906742,0.100000,2.991868,0.100000,0.722683,0.710774,0.540342,1.036865,,0.100000,,3.207333,0.866203,0.298153,0.769769,0.384904,,,0.598440,6.237066,1.414137,4.762721,,1.718264
Tm20,,,,,,,,,,0.100000,3.020030,1.079564,0.962606,1.100124,,,,,,,,,,5.543895,5.376801,2.067765,0.991619,,,2.464284,,1.824597
Tm21,,,,,,,,,0.800369,,,,0.956139,0.989383,,,,,,,,,,0.557503,,,1.002622,,,,,
Tm3,,,,0.355959,6.677034,,,,1.328292,4.036338,2.240236,,0.392730,0.415926,0.173966,1.796056,1.215911,0.925154,0.985228,,0.988252,,0.965759,,,,,0.100000,0.100000,,1.005556,2.008259
Tm4,,,,,3.405293,,,,0.794118,1.079667,,0.770954,0.961014,0.100000,0.589629,,,,,0.100000,1.033218,0.809477,0.908005,0.100000,1.096907,,0.955439,1.192727,0.112772,,1.016762,1.082111
Tm9,,,,,,0.100000,,,,0.100000,3.303924,,1.000599,0.926127,,,,,,4.572844,0.677492,0.100000,0.800948,2.957208,16.193235,0.100000,1.021958,,3.948752,16.092704,,
C2,0.967085,0.969674,1.007349,0.539607,0.501114,1.026807,0.699139,0.938195,1.004554,1.048033,,0.905464,1.005313,0.971847,1.043915,,,,,,,,,0.952758,,,,,,0.980659,0.973152,1.028279
C3,1.070400,,,0.100000,1.983784,1.622659,3.093430,1.812572,2.344951,0.597060,0.740752,1.672446,1.243787,0.968033,1.033850,0.100000,1.723089,1.115241,1.014101,,,,,3.023764,0.100000,0.214946,1.046417,1.011909,2.905019,0.100000,0.988250,
