type,neuron_count,kept
mALD1,1,True
MTe48,1,True
LTe11,1,True
LTe69,1,True
LTe26,1,True
CB3833,1,True
LPi15,1,True
LT1a,1,True
DNp11,1,True
MTe19,1,True
LTe72,1,True
PLP248,1,True
MTe36,1,True
cL16,1,True
MTe37,1,True
LPT04_HST,1,True
LAL047,1,True
PLP051,1,True
LT56,1,True
5th-LNv,1,True
cL12,1,True
cL14,1,True
LTe45,1,True
MTe31,1,True
LPi12,1,True
LT86,1,True
LTe70,1,True
LPT58,1,True
DNc02,1,True
LTe60,1,True
MTe41,1,True
Li33,1,True
LPT42_Nod4,1,True
LT65,1,True
LT61b,1,True
VS5,1,True
VS1,1,True
cL20,1,True
LTe13,1,True
OLVC7,1,True
MTe24,1,True
LTe15,1,True
cL06,1,True
LT42,1,True
LT1b,1,True
VS7,1,True
PLP217,1,True
LT40,1,True
LT79,1,True
Sm41,1,True
VS3,1,True
LT62,1,True
cLP05,1,True
LTe24,1,True
MTe33,1,True
cML02,1,True
l-CPDN3,1,True
Nod3,1,True
LPT26,1,True
Sm42,1,True
CB3866,1,True
cM18,1,True
LTe61,1,True
LTe51,1,True
aMe17a2,1,True
LTe44,1,True
mALC3,1,True
SIP017,1,True
LTe75,1,True
MTe29,1,True
AVLP151,1,True
VS4,1,True
mALC5,1,True
cM13,1,True
LPT22,1,True
cM01a,1,True
LTe05,1,True
LTe40,1,True
aMe15,1,True
