cell,intensity_from,intensity_to,branch,time_s,vm_mv
Tm3,0.1,0.5,negative,0.775,-7.027027027027026
Tm3,0.1,0.5,positive,0.8,12.972972972972972
Tm3,0.1,0.5,negative,0.8,-7.027027027027026
Tm3,0.1,0.5,positive,0.825,11.621621621621621
Tm3,0.1,0.5,negative,0.825,-7.027027027027026
Tm3,0.1,0.5,positive,0.85,10.81081081081081
Tm3,0.1,0.5,negative,0.85,-7.297297297297297
Tm3,0.1,0.5,positive,0.875,10.27027027027027
Tm3,0.1,0.5,negative,0.875,-7.027027027027026
Tm3,0.1,0.5,positive,0.9,9.18918918918919
Tm3,0.1,0.5,negative,0.9,-7.027027027027026
Tm3,0.1,0.5,positive,0.925,8.91891891891892
Tm3,0.1,0.5,negative,0.925,-6.756756756756756
Tm3,0.1,0.5,positive,0.95,8.648648648648647
Tm3,0.1,0.5,negative,0.95,-6.756756756756756
Tm3,0.1,0.5,positive,0.975,8.648648648648647
Tm3,0.1,0.5,negative,0.975,-6.756756756756756
Tm3,0.1,0.5,positive,1.0,8.108108108108107
Tm3,0.1,0.5,negative,1.0,-6.756756756756756
Tm3,0.1,0.5,positive,1.025,7.5675675675675675
Tm3,0.1,0.5,negative,1.025,-6.486486486486486
Tm3,0.1,0.5,positive,1.05,7.297297297297297
Tm3,0.1,0.5,negative,1.05,-6.216216216216216
Tm3,0.1,0.5,positive,1.075,6.216216216216216
Tm3,0.1,0.5,negative,1.075,-5.945945945945946
Tm3,0.1,0.5,positive,1.1,5.675675675675675
Tm3,0.1,0.5,negative,1.1,-5.405405405405405
Tm3,0.1,0.5,positive,1.125,4.594594594594595
Tm3,0.1,0.5,negative,1.125,-5.405405405405405
Tm3,0.1,0.5,positive,1.15,4.0540540540540535
Tm3,0.1,0.5,negative,1.15,-5.405405405405405
Tm3,0.1,0.5,positive,1.175,3.513513513513513
Tm3,0.1,0.5,negative,1.175,-5.135135135135135
Tm3,0.1,0.5,positive,1.2,3.243243243243243
Tm3,0.1,0.5,negative,1.2,-5.135135135135135
Tm3,0.1,0.5,positive,1.225,3.243243243243243
Tm3,0.1,0.5,negative,1.225,-5.135135135135135
Tm3,0.1,0.5,positive,1.25,2.7027027027027026
Tm3,0.1,0.5,negative,1.25,-5.405405405405405
Tm3,0.1,0.5,positive,1.275,2.4324324324324325
Tm3,0.1,0.5,negative,1.275,-5.405405405405405
Tm3,0.1,0.5,positive,1.3,2.4324324324324325
Tm3,0.1,0.5,negative,1.3,-5.405405405405405
Tm3,0.1,0.5,positive,1.325,2.4324324324324325
Tm3,0.1,0.5,negative,1.325,-5.675675675675675
Tm3,0.1,0.5,positive,1.35,2.162162162162162
Tm3,0.1,0.5,negative,1.35,-5.675675675675675
Tm3,0.1,0.5,positive,1.375,1.8918918918918919
Tm3,0.1,0.5,negative,1.375,-5.675675675675675
Tm3,0.1,0.5,positive,1.4,1.6216216216216215
Tm3,0.1,0.5,negative,1.4,-5.675675675675675
Tm3,0.1,0.5,positive,1.425,1.6216216216216215
Tm3,0.1,0.5,negative,1.425,-5.675675675675675
Tm3,0.1,0.5,positive,1.45,1.3513513513513513
Tm3,0.1,0.5,negative,1.45,-5.675675675675675
Tm3,0.1,0.5,positive,1.475,0.5405405405405405
Tm3,0.1,0.5,negative,1.475,-5.675675675675675
Tm3,0.1,0.5,positive,1.5,0.5405405405405405
Tm3,0.1,0.5,negative,1.5,-5.675675675675675
Tm3,0.1,0.5,positive,1.525,0.27027027027027023
Tm3,0.1,0.5,negative,1.525,-5.675675675675675
Tm3,0.1,0.5,positive,1.55,0.27027027027027023
Tm3,0.1,0.5,negative,1.55,-5.675675675675675
Tm3,0.1,0.5,positive,1.575,0.27027027027027023
Tm3,0.1,0.5,negative,1.575,-5.675675675675675
Tm3,0.1,0.5,negative,1.6,-0.27027027027027023
Tm3,0.1,0.5,negative,1.625,-5.675675675675675
Tm3,0.1,0.5,positive,1.65,0.27027027027027023
Tm3,0.1,0.5,negative,1.65,-5.405405405405405
Tm3,0.1,0.5,positive,1.675,0.5405405405405405
Tm3,0.1,0.5,negative,1.675,-5.405405405405405
Tm3,0.1,0.5,positive,1.7,1.6216216216216215
Tm3,0.1,0.5,negative,1.7,-5.135135135135135
Tm3,0.1,0.5,positive,1.725,1.6216216216216215
Tm3,0.1,0.5,negative,1.725,-4.864864864864865
Tm3,0.1,0.5,positive,1.75,1.3513513513513513
Tm3,0.1,0.5,negative,1.75,-4.864864864864865
Tm3,0.1,0.5,positive,1.775,0.5405405405405405
Tm3,0.1,0.5,negative,1.775,-4.864864864864865
Tm3,0.1,0.5,positive,1.8,0.8108108108108107
Tm3,0.1,0.5,negative,1.8,-4.864864864864865
Tm3,0.1,0.5,positive,1.825,0.8108108108108107
Tm3,0.1,0.5,negative,1.825,-4.864864864864865
Tm3,0.1,0.5,positive,1.85,0.8108108108108107
Tm3,0.1,0.5,negative,1.85,-4.864864864864865
Tm3,0.1,0.5,positive,1.875,0.5405405405405405
Tm3,0.1,0.5,negative,1.875,-4.864864864864865
Tm3,0.1,0.5,positive,1.9,1.081081081081081
Tm3,0.1,0.5,negative,1.9,-4.864864864864865
Tm3,0.1,0.5,positive,1.925,0.8108108108108107
Tm3,0.1,0.5,negative,1.925,-4.864864864864865
Tm3,0.1,0.5,positive,1.95,0.8108108108108107
Tm3,0.1,0.5,negative,1.95,-4.864864864864865
Tm3,0.1,0.5,positive,1.975,0.27027027027027023
Tm3,0.1,0.5,negative,1.975,-4.864864864864865
Tm3,0.1,0.5,positive,2.0,0.27027027027027023
Tm3,0.1,0.5,negative,2.0,-4.864864864864865
Tm3,0.1,0.5,positive,2.025,0.5405405405405405
Tm3,0.1,0.5,negative,2.025,-4.864864864864865
Tm3,0.1,0.5,positive,2.05,0.8108108108108107
Tm3,0.1,0.5,negative,2.05,-4.594594594594595
Tm3,0.1,0.5,positive,2.075,1.081081081081081
Tm3,0.1,0.5,negative,2.075,-4.594594594594595
Tm3,0.1,0.5,positive,2.1,1.081081081081081
Tm3,0.1,0.5,negative,2.1,-4.594594594594595
Tm3,0.1,0.5,positive,2.125,1.081081081081081
Tm3,0.1,0.5,negative,2.125,-4.324324324324324
Tm3,0.1,0.5,positive,2.15,1.081081081081081
Tm3,0.1,0.5,negative,2.15,-4.594594594594595
Tm3,0.1,0.5,positive,2.175,1.081081081081081
Tm3,0.1,0.5,negative,2.175,-4.594594594594595
Tm3,0.1,0.5,positive,2.2,0.8108108108108107
Tm3,0.1,0.5,negative,2.2,-4.864864864864865
Tm3,0.1,0.5,positive,2.225,0.8108108108108107
Tm3,0.1,0.5,negative,2.225,-4.864864864864865
Tm3,0.1,0.5,positive,2.25,0.8108108108108107
Tm3,0.1,0.5,negative,2.25,-4.594594594594595
Tm3,0.1,0.5,positive,2.275,1.081081081081081
Tm3,0.1,0.5,negative,2.275,-4.324324324324324
Tm3,0.1,0.5,positive,2.3,1.081081081081081
Tm3,0.1,0.5,negative,2.3,-4.324324324324324
Tm3,0.1,0.5,positive,2.325,1.081081081081081
Tm3,0.1,0.5,negative,2.325,-4.324324324324324
Tm3,0.1,0.5,positive,2.35,1.081081081081081
Tm3,0.1,0.5,negative,2.35,-4.324324324324324
Tm3,0.1,0.5,positive,2.375,1.081081081081081
Tm3,0.1,0.5,negative,2.375,-4.324324324324324
Tm3,0.1,0.5,positive,2.4,1.081081081081081
Tm3,0.1,0.5,negative,2.4,-4.324324324324324
Tm3,0.1,0.5,positive,2.425,0.5405405405405405
Tm3,0.1,0.5,negative,2.425,-4.324324324324324
Tm3,0.1,0.5,positive,2.45,0.27027027027027023
Tm3,0.1,0.5,negative,2.45,-4.324324324324324
Tm3,0.1,0.5,positive,2.475,0.27027027027027023
Tm3,0.1,0.5,negative,2.475,-4.324324324324324
Tm3,0.1,0.5,positive,2.5,0.27027027027027023
Tm3,0.1,0.5,negative,2.5,-4.324324324324324
Tm3,0.1,0.5,positive,2.525,0.27027027027027023
Tm3,0.1,0.5,negative,2.525,-4.0540540540540535
Tm3,0.1,0.5,positive,2.55,1.081081081081081
Tm3,0.1,0.5,negative,2.55,-4.324324324324324
Tm3,0.1,0.5,positive,2.575,1.081081081081081
Tm3,0.1,0.5,negative,2.575,-4.594594594594595
Tm3,0.1,0.5,positive,2.6,0.8108108108108107
Tm3,0.1,0.5,negative,2.6,-4.594594594594595
Tm3,0.1,0.5,positive,2.625,0.8108108108108107
Tm3,0.1,0.5,negative,2.625,-4.864864864864865
Tm3,0.1,0.5,positive,2.65,0.5405405405405405
Tm3,0.1,0.5,negative,2.65,-5.135135135135135
Tm3,0.1,0.5,positive,2.675,0.5405405405405405
Tm3,0.1,0.5,negative,2.675,-5.135135135135135
Tm3,0.1,0.5,positive,2.7,0.27027027027027023
Tm3,0.1,0.5,negative,2.7,-4.864864864864865
Tm3,0.1,0.5,positive,2.725,0.27027027027027023
Tm3,0.1,0.5,negative,2.725,-4.594594594594595
Tm3,0.1,0.5,positive,2.75,0.27027027027027023
Tm3,0.1,0.5,negative,2.75,-4.324324324324324
Tm3,0.1,0.5,positive,2.775,0.27027027027027023
Tm3,0.1,0.5,negative,2.775,-4.324324324324324
Tm3,0.1,0.5,positive,2.8,0.5405405405405405
Tm3,0.1,0.5,negative,2.8,-4.324324324324324
Tm3,0.1,0.5,positive,2.825,0.5405405405405405
Tm3,0.1,0.5,negative,2.825,-4.324324324324324
Tm3,0.1,0.5,positive,2.85,0.5405405405405405
Tm3,0.1,0.5,negative,2.85,-4.0540540540540535
Tm3,0.1,0.5,positive,2.875,0.5405405405405405
Tm3,0.1,0.5,negative,2.875,-4.0540540540540535
Tm3,0.1,0.5,positive,2.9,0.5405405405405405
Tm3,0.1,0.5,negative,2.9,-3.7837837837837838
Tm3,0.1,0.5,positive,2.925,0.5405405405405405
Tm3,0.1,0.5,negative,2.925,-3.7837837837837838
Tm3,0.1,0.5,positive,2.95,0.8108108108108107
Tm3,0.1,0.5,negative,2.95,-3.7837837837837838
Tm3,0.1,0.5,positive,2.975,1.081081081081081
Tm3,0.1,0.5,negative,2.975,-3.7837837837837838
Tm3,0.1,0.5,positive,3.0,1.081081081081081
Tm3,0.1,0.5,negative,3.0,-4.0540540540540535
Tm3,0.1,0.5,positive,3.025,1.081081081081081
Tm3,0.1,0.5,negative,3.025,-3.7837837837837838
Tm3,0.1,0.5,positive,3.05,1.081081081081081
Tm3,0.1,0.5,negative,3.05,-3.7837837837837838
Tm3,0.1,0.5,positive,3.075,1.3513513513513513
Tm3,0.1,0.5,negative,3.075,-3.7837837837837838
Tm3,0.1,0.5,positive,3.1,1.3513513513513513
Tm3,0.1,0.5,negative,3.1,-3.7837837837837838
Tm3,0.1,0.5,positive,3.125,1.081081081081081
Tm3,0.1,0.5,negative,3.125,-3.513513513513513
Tm3,0.1,0.5,positive,3.15,0.8108108108108107
Tm3,0.1,0.5,negative,3.15,-3.513513513513513
Tm3,0.1,0.5,positive,3.175,1.081081081081081
Tm3,0.1,0.5,negative,3.175,-3.7837837837837838
Tm3,0.1,0.5,positive,3.2,1.081081081081081
Tm3,0.1,0.5,negative,3.2,-3.7837837837837838
Tm3,0.1,0.5,positive,3.225,1.081081081081081
Tm3,0.1,0.5,negative,3.225,-3.7837837837837838
Tm3,0.1,0.5,positive,3.25,1.8918918918918919
Tm3,0.1,0.5,negative,3.25,-3.7837837837837838
Tm3,0.1,0.5,positive,3.275,2.162162162162162
Tm3,0.1,0.5,negative,3.275,-3.243243243243243
Tm3,0.1,0.5,positive,3.3,1.6216216216216215
Tm3,0.1,0.5,negative,3.3,-2.972972972972973
Tm3,0.1,0.5,positive,3.325,0.8108108108108107
Tm3,0.1,0.5,negative,3.325,-2.972972972972973
Tm3,0.1,0.5,positive,3.35,0.5405405405405405
Tm3,0.1,0.5,negative,3.35,-3.243243243243243
Tm3,0.1,0.5,positive,3.375,0.8108108108108107
Tm3,0.1,0.5,negative,3.375,-3.513513513513513
Tm3,0.1,0.5,positive,3.4,0.8108108108108107
Tm3,0.1,0.5,negative,3.4,-3.513513513513513
Tm3,0.1,0.5,positive,3.425,0.5405405405405405
Tm3,0.1,0.5,negative,3.425,-3.7837837837837838
Tm3,0.1,0.5,positive,3.45,0.5405405405405405
Tm3,0.1,0.5,negative,3.45,-3.7837837837837838
Tm3,0.1,0.5,positive,3.475,0.5405405405405405
Tm3,0.1,0.5,negative,3.475,-3.7837837837837838
Tm3,0.1,0.5,positive,3.5,0.27027027027027023
Tm3,0.1,0.5,negative,3.5,-3.7837837837837838
Tm3,0.1,0.5,positive,3.525,0.27027027027027023
Tm3,0.1,0.5,negative,3.525,-3.7837837837837838
Tm3,0.1,0.5,positive,3.55,0.27027027027027023
Tm3,0.1,0.5,negative,3.55,-3.7837837837837838
Tm3,0.1,0.5,negative,3.575,-4.324324324324324
Tm3,0.1,0.5,positive,3.6,0.5405405405405405
Tm3,0.1,0.5,negative,3.6,-4.324324324324324
Tm3,0.1,0.5,positive,3.625,0.27027027027027023
Tm3,0.1,0.5,negative,3.625,-4.324324324324324
Tm3,0.1,0.5,positive,3.65,0.5405405405405405
Tm3,0.1,0.5,negative,3.65,-4.324324324324324
Tm3,0.1,0.5,positive,3.675,0.5405405405405405
Tm3,0.1,0.5,negative,3.675,-4.324324324324324
Tm3,0.1,0.5,positive,3.7,0.5405405405405405
Tm3,0.1,0.5,negative,3.7,-4.0540540540540535
Tm3,0.1,0.5,positive,3.725,1.6216216216216215
Tm3,0.1,0.5,negative,3.725,-3.7837837837837838
Tm3,0.1,0.5,positive,3.75,2.162162162162162
Tm3,0.1,0.5,negative,3.75,-2.972972972972973
Tm3,0.1,0.5,positive,3.775,2.162162162162162
Tm3,0.1,0.5,negative,3.775,-2.972972972972973
Tm3,0.1,0.5,positive,3.8,1.6216216216216215
Tm3,0.1,0.5,negative,3.8,-2.7027027027027026
Tm3,0.1,0.5,positive,3.825,1.3513513513513513
Tm3,0.1,0.5,negative,3.825,-2.7027027027027026
Tm3,0.1,0.5,positive,3.85,0.8108108108108107
Tm3,0.1,0.5,negative,3.85,-2.7027027027027026
Tm3,0.1,0.5,positive,3.875,0.5405405405405405
Tm3,0.1,0.5,negative,3.875,-2.972972972972973
Tm3,0.1,0.5,positive,3.9,0.27027027027027023
Tm3,0.1,0.5,negative,3.9,-2.972972972972973
Tm3,0.1,0.5,positive,3.925,0.27027027027027023
Tm3,0.1,0.5,negative,3.925,-2.972972972972973
Tm3,0.1,0.5,positive,3.95,0.27027027027027023
Tm3,0.1,0.5,negative,3.95,-2.972972972972973
Tm3,0.1,0.5,positive,3.975,0.27027027027027023
Tm3,0.1,0.5,negative,3.975,-2.972972972972973
Tm3,0.1,0.5,positive,4.0,0.5405405405405405
Tm3,0.1,0.5,negative,4.0,-2.972972972972973
Tm3,0.1,0.5,positive,4.025,0.5405405405405405
Tm3,0.1,0.5,negative,4.025,-2.972972972972973
Tm3,0.1,0.5,positive,4.05,1.081081081081081
Tm3,0.1,0.5,negative,4.05,-2.972972972972973
Tm3,0.1,0.5,positive,4.075,1.081081081081081
Tm3,0.1,0.5,negative,4.075,-2.972972972972973
Tm3,0.1,0.5,positive,4.1,0.8108108108108107
Tm3,0.1,0.5,negative,4.1,-2.972972972972973
Tm3,0.1,0.5,positive,4.125,0.5405405405405405
Tm3,0.1,0.5,negative,4.125,-2.7027027027027026
Tm3,0.1,0.5,positive,4.15,0.5405405405405405
Tm3,0.1,0.5,negative,4.15,-2.4324324324324325
Tm3,0.1,0.5,positive,4.175,0.8108108108108107
Tm3,0.1,0.5,negative,4.175,-2.4324324324324325
Tm3,0.1,0.5,positive,4.2,1.3513513513513513
Tm3,0.1,0.5,negative,4.2,-2.4324324324324325
Tm3,0.1,0.5,positive,4.225,1.6216216216216215
Tm3,0.1,0.5,negative,4.225,-2.4324324324324325
Tm3,0.1,0.5,positive,4.25,1.8918918918918919
Tm3,0.1,0.5,negative,4.25,-2.7027027027027026
Tm3,0.1,0.5,positive,4.275,2.4324324324324325
Tm3,0.1,0.5,negative,4.275,-2.7027027027027026
Tm3,0.1,0.5,positive,4.3,2.7027027027027026
Tm3,0.1,0.5,negative,4.3,-2.7027027027027026
Tm3,0.1,0.5,positive,4.325,2.7027027027027026
Tm3,0.1,0.5,negative,4.325,-2.4324324324324325
Tm3,0.1,0.5,positive,4.35,2.4324324324324325
Tm3,0.1,0.5,negative,4.35,-2.4324324324324325
Tm3,0.1,0.5,positive,4.375,1.8918918918918919
Tm3,0.1,0.5,negative,4.375,-2.4324324324324325
Tm3,0.1,0.5,positive,4.4,1.3513513513513513
Tm3,0.1,0.5,negative,4.4,-2.7027027027027026
Tm3,0.1,0.5,positive,4.425,1.081081081081081
Tm3,0.1,0.5,negative,4.425,-2.972972972972973
Tm3,0.1,0.5,positive,4.45,0.8108108108108107
Tm3,0.1,0.5,negative,4.45,-2.972972972972973
Tm3,0.1,0.5,positive,4.475,1.081081081081081
Tm3,0.1,0.5,negative,4.475,-3.243243243243243
Tm3,0.1,0.5,positive,4.5,1.081081081081081
Tm3,0.1,0.5,negative,4.5,-3.243243243243243
Tm3,0.1,0.5,positive,4.525,1.081081081081081
Tm3,0.1,0.5,negative,4.525,-3.243243243243243
Tm3,0.1,0.5,positive,4.55,1.081081081081081
Tm3,0.1,0.5,negative,4.55,-2.7027027027027026
Tm3,0.5,0.9,negative,-0.925,-0.5405405405405405
Tm3,0.5,0.9,negative,-0.9,-0.5405405405405405
Tm3,0.5,0.9,negative,-0.875,-0.5405405405405405
Tm3,0.5,0.9,negative,-0.85,-0.5405405405405405
Tm3,0.5,0.9,positive,-0.825,0.27027027027027023
Tm3,0.5,0.9,negative,-0.825,-1.081081081081081
Tm3,0.5,0.9,positive,-0.8,0.27027027027027023
Tm3,0.5,0.9,negative,-0.8,-1.081081081081081
Tm3,0.5,0.9,positive,-0.775,0.27027027027027023
Tm3,0.5,0.9,negative,-0.775,-1.081081081081081
Tm3,0.5,0.9,positive,-0.75,0.27027027027027023
Tm3,0.5,0.9,negative,-0.75,-1.081081081081081
Tm3,0.5,0.9,positive,-0.725,0.27027027027027023
Tm3,0.5,0.9,negative,-0.725,-0.5405405405405405
Tm3,0.5,0.9,positive,-0.7,0.27027027027027023
Tm3,0.5,0.9,negative,-0.7,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.675,0.27027027027027023
Tm3,0.5,0.9,negative,-0.675,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.65,0.27027027027027023
Tm3,0.5,0.9,negative,-0.65,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.625,1.3513513513513513
Tm3,0.5,0.9,negative,-0.625,-0.5405405405405405
Tm3,0.5,0.9,positive,-0.6,1.3513513513513513
Tm3,0.5,0.9,negative,-0.6,-0.5405405405405405
Tm3,0.5,0.9,positive,-0.575,1.6216216216216215
Tm3,0.5,0.9,negative,-0.575,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.55,0.27027027027027023
Tm3,0.5,0.9,negative,-0.55,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.525,0.27027027027027023
Tm3,0.5,0.9,negative,-0.525,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.5,0.27027027027027023
Tm3,0.5,0.9,positive,-0.475,0.27027027027027023
Tm3,0.5,0.9,positive,-0.45,1.3513513513513513
Tm3,0.5,0.9,negative,-0.45,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.425,1.3513513513513513
Tm3,0.5,0.9,negative,-0.425,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.4,1.081081081081081
Tm3,0.5,0.9,negative,-0.4,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.375,0.5405405405405405
Tm3,0.5,0.9,negative,-0.375,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.35,0.27027027027027023
Tm3,0.5,0.9,negative,-0.35,-0.8108108108108107
Tm3,0.5,0.9,positive,-0.325,0.27027027027027023
Tm3,0.5,0.9,negative,-0.325,-0.27027027027027023
Tm3,0.5,0.9,negative,-0.3,-0.27027027027027023
Tm3,0.5,0.9,negative,-0.275,-0.27027027027027023
Tm3,0.5,0.9,negative,-0.25,-0.27027027027027023
Tm3,0.5,0.9,negative,-0.225,-0.5405405405405405
Tm3,0.5,0.9,negative,-0.2,-0.5405405405405405
Tm3,0.5,0.9,positive,-0.175,0.27027027027027023
Tm3,0.5,0.9,negative,-0.175,-1.6216216216216215
Tm3,0.5,0.9,positive,-0.15,0.27027027027027023
Tm3,0.5,0.9,negative,-0.15,-1.6216216216216215
Tm3,0.5,0.9,positive,-0.125,0.27027027027027023
Tm3,0.5,0.9,negative,-0.125,-1.8918918918918919
Tm3,0.5,0.9,positive,-0.1,0.27027027027027023
Tm3,0.5,0.9,negative,-0.1,-1.6216216216216215
Tm3,0.5,0.9,negative,-0.075,-1.3513513513513513
Tm3,0.5,0.9,positive,-0.05,0.27027027027027023
Tm3,0.5,0.9,negative,-0.05,-0.27027027027027023
Tm3,0.5,0.9,positive,-0.025,0.27027027027027023
Tm3,0.5,0.9,negative,-0.025,-0.27027027027027023
Tm3,0.5,0.9,positive,0.0,0.27027027027027023
Tm3,0.5,0.9,negative,0.0,-0.27027027027027023
Tm3,0.5,0.9,positive,0.025,0.27027027027027023
Tm3,0.5,0.9,positive,0.05,0.27027027027027023
Tm3,0.5,0.9,negative,0.05,-1.3513513513513513
Tm3,0.5,0.9,positive,0.075,0.27027027027027023
Tm3,0.5,0.9,negative,0.075,-1.3513513513513513
Tm3,0.5,0.9,positive,0.1,4.594594594594595
Tm3,0.5,0.9,negative,0.1,-4.0540540540540535
Tm3,0.5,0.9,positive,0.125,12.162162162162161
Tm3,0.5,0.9,negative,0.125,-7.027027027027026
Tm3,0.5,0.9,positive,0.15,12.162162162162161
Tm3,0.5,0.9,negative,0.15,-7.297297297297297
Tm3,0.5,0.9,positive,0.175,13.243243243243242
Tm3,0.5,0.9,negative,0.175,-8.91891891891892
Tm3,0.5,0.9,positive,0.2,13.783783783783782
Tm3,0.5,0.9,negative,0.2,-9.45945945945946
Tm3,0.5,0.9,positive,0.225,13.783783783783782
Tm3,0.5,0.9,negative,0.225,-10.27027027027027
Tm3,0.5,0.9,positive,0.25,13.783783783783782
Tm3,0.5,0.9,negative,0.25,-10.27027027027027
Tm3,0.5,0.9,positive,0.275,13.513513513513512
Tm3,0.5,0.9,negative,0.275,-10.27027027027027
Tm3,0.5,0.9,positive,0.3,13.243243243243242
Tm3,0.5,0.9,negative,0.3,-10.27027027027027
Tm3,0.5,0.9,positive,0.325,12.972972972972972
Tm3,0.5,0.9,positive,0.35,12.432432432432432
Tm3,0.5,0.9,negative,0.35,-9.72972972972973
Tm3,0.5,0.9,positive,0.375,12.162162162162161
Tm3,0.5,0.9,negative,0.375,-9.72972972972973
Tm3,0.5,0.9,positive,0.4,11.891891891891891
Tm3,0.5,0.9,negative,0.4,-9.45945945945946
Tm3,0.5,0.9,positive,0.425,11.621621621621621
Tm3,0.5,0.9,negative,0.425,-9.45945945945946
Tm3,0.5,0.9,positive,0.45,11.621621621621621
Tm3,0.5,0.9,negative,0.45,-8.378378378378377
Tm3,0.5,0.9,positive,0.475,11.35135135135135
Tm3,0.5,0.9,negative,0.475,-8.378378378378377
Tm3,0.5,0.9,positive,0.5,11.35135135135135
Tm3,0.5,0.9,negative,0.5,-8.108108108108107
Tm3,0.5,0.9,positive,0.525,10.54054054054054
Tm3,0.5,0.9,negative,0.525,-8.108108108108107
Tm3,0.5,0.9,positive,0.55,10.27027027027027
Tm3,0.5,0.9,negative,0.55,-7.837837837837838
Tm3,0.5,0.9,positive,0.575,10.0
Tm3,0.5,0.9,negative,0.575,-7.5675675675675675
Tm3,0.5,0.9,positive,0.6,9.72972972972973
Tm3,0.5,0.9,negative,0.6,-7.297297297297297
Tm3,0.5,0.9,positive,0.625,9.45945945945946
Tm3,0.5,0.9,positive,0.65,9.45945945945946
Tm3,0.5,0.9,negative,0.65,-7.027027027027026
Tm3,0.5,0.9,positive,0.675,9.45945945945946
Tm3,0.5,0.9,negative,0.675,-7.027027027027026
Tm3,0.5,0.9,positive,0.7,9.18918918918919
Tm3,0.5,0.9,negative,0.7,-6.756756756756756
Tm3,0.5,0.9,positive,0.725,8.378378378378377
Tm3,0.5,0.9,negative,0.725,-6.756756756756756
Tm3,0.5,0.9,positive,0.75,7.5675675675675675
Tm3,0.5,0.9,positive,0.775,7.027027027027026
Tm3,0.5,0.9,negative,0.775,-5.675675675675675
Tm3,0.5,0.9,positive,0.8,7.027027027027026
Tm3,0.5,0.9,negative,0.8,-5.405405405405405
Tm3,0.5,0.9,positive,0.825,7.027027027027026
Tm3,0.5,0.9,negative,0.825,-5.405405405405405
Tm3,0.5,0.9,positive,0.85,7.027027027027026
Tm3,0.5,0.9,positive,0.875,6.756756756756756
Tm3,0.5,0.9,negative,0.875,-5.675675675675675
Tm3,0.5,0.9,positive,0.9,5.945945945945946
Tm3,0.5,0.9,negative,0.9,-5.675675675675675
Tm3,0.5,0.9,positive,0.925,5.405405405405405
Tm3,0.5,0.9,negative,0.925,-5.405405405405405
Tm3,0.5,0.9,positive,0.95,5.405405405405405
Tm3,0.5,0.9,negative,0.95,-4.594594594594595
Tm3,0.5,0.9,positive,0.975,4.594594594594595
Tm3,0.5,0.9,negative,0.975,-4.324324324324324
Tm3,0.5,0.9,positive,1.0,4.0540540540540535
Tm3,0.5,0.9,negative,1.0,-4.0540540540540535
Tm3,0.5,0.9,positive,1.025,3.7837837837837838
Tm3,0.5,0.9,negative,1.025,-4.0540540540540535
Tm3,0.5,0.9,positive,1.05,3.7837837837837838
Tm3,0.5,0.9,negative,1.05,-3.513513513513513
Tm3,0.5,0.9,positive,1.075,4.0540540540540535
Tm3,0.5,0.9,negative,1.075,-3.513513513513513
Tm3,0.5,0.9,positive,1.1,3.7837837837837838
Tm3,0.5,0.9,negative,1.1,-3.243243243243243
Tm3,0.5,0.9,positive,1.125,3.513513513513513
Tm3,0.5,0.9,negative,1.125,-3.243243243243243
Tm3,0.5,0.9,positive,1.15,3.243243243243243
Tm3,0.5,0.9,positive,1.175,3.243243243243243
Tm3,0.5,0.9,negative,1.175,-2.4324324324324325
Tm3,0.5,0.9,positive,1.2,3.243243243243243
Tm3,0.5,0.9,negative,1.2,-2.7027027027027026
Tm3,0.5,0.9,positive,1.225,3.243243243243243
Tm3,0.5,0.9,negative,1.225,-2.7027027027027026
Tm3,0.5,0.9,positive,1.25,2.972972972972973
Tm3,0.5,0.9,negative,1.25,-2.972972972972973
Tm3,0.5,0.9,positive,1.275,2.972972972972973
Tm3,0.5,0.9,negative,1.275,-3.243243243243243
Tm3,0.5,0.9,positive,1.3,2.972972972972973
Tm3,0.5,0.9,negative,1.3,-3.243243243243243
Tm3,0.5,0.9,positive,1.325,2.972972972972973
Tm3,0.5,0.9,negative,1.325,-3.513513513513513
Tm3,0.5,0.9,positive,1.35,2.7027027027027026
Tm3,0.5,0.9,negative,1.35,-3.513513513513513
Tm3,0.5,0.9,positive,1.375,2.162162162162162
Tm3,0.5,0.9,negative,1.375,-3.513513513513513
Tm3,0.5,0.9,positive,1.4,1.8918918918918919
Tm3,0.5,0.9,negative,1.4,-3.513513513513513
Tm3,0.5,0.9,positive,1.425,1.6216216216216215
Tm3,0.5,0.9,negative,1.425,-3.243243243243243
Tm3,0.5,0.9,positive,1.45,1.3513513513513513
Tm3,0.5,0.9,negative,1.45,-2.972972972972973
Tm3,0.5,0.9,positive,1.475,1.081081081081081
Tm3,0.5,0.9,positive,1.5,0.8108108108108107
Tm3,0.5,0.9,negative,1.5,-2.4324324324324325
Tm3,0.5,0.9,positive,1.525,0.27027027027027023
Tm3,0.5,0.9,negative,1.525,-2.4324324324324325
Tm3,0.5,0.9,positive,1.55,0.5405405405405405
