,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T3,,,,,,,,,,,,,0.500000,0.966936,1.004798,,,,1.026687,,,,,0.787015,,,0.500000,0.500000,,,,0.500000
T4a,,,,,,,,,,,0.500000,,,,,0.976905,1.004249,1.040342,1.032322,0.977163,,,,,,,,,,,,4.445803
T4b,,,,,,,,,0.500000,5.000000,0.500000,,,,,4.309666,5.000000,,1.036242,,0.542198,,,,,,,,,,,
T4c,,,,,,,,,,,0.500000,,1.020832,,,,,0.545008,,,,1.038472,0.953097,,,,,,,,,
T4d,,,,,,,,,0.500000,,,,,,,,,0.987530,0.788204,,,,0.983043,,,,,,,,,
T5a,,,,,,,,,,,,,3.402447,,,2.542425,,,,0.500000,1.010091,,,,0.500000,,,,,,,
T5b,,,,,,,,,,,,,2.549613,,,,0.500000,,,2.891082,4.271542,,,,,,,,,,,
T5c,,,,,,,,,,,,,5.000000,,,,,1.306822,,,1.008382,5.000000,0.967471,,,,,,,,,
T5d,,,,,,,,,,,,,0.500000,,,,,5.000000,1.038638,,,,0.500000,,,,,,,,,
Tm1,,,,,4.985000,,,0.500000,0.500000,0.500000,1.473226,3.685340,5.000000,2.185538,0.500000,,,1.017434,,1.479290,0.500000,5.000000,0.500000,5.000000,0.500000,2.408976,0.500000,0.500000,0.500000,1.152922,0.500000,4.516610
Tm2,,,,2.480315,1.737590,,,0.500000,4.846113,1.201215,1.951799,2.363129,0.500000,0.500000,0.500000,0.980467,,0.500000,,0.500000,0.500000,4.884529,0.500000,2.452004,,,0.500000,5.000000,1.111437,0.500000,,0.500000
Tm20,,,,,,,,,,0.637443,1.989153,5.000000,1.282623,5.000000,,,,,,,,,,4.602622,5.000000,0.930835,1.044691,,,0.645520,,0.500000
Tm21,,,,,,,,,0.500000,,,,0.513191,0.973084,,,,,,,,,,0.500000,,,0.500000,,,,,
Tm3,,,,0.500000,0.500000,,,,0.500000,0.500000,0.845706,,4.380530,5.000000,5.000000,5.000000,5.000000,1.290001,4.239284,,1.023051,,0.954584,,,,,5.000000,0.500000,,4.766433,4.963027
Tm4,,,,,5.000000,,,,5.000000,1.720588,,5.000000,1.181512,0.500000,0.500000,,,,,0.500000,0.500000,5.000000,0.500000,1.204512,0.500000,,0.500000,0.500000,0.500000,,0.500000,4.464575
Tm9,,,,,,5.000000,,,,0.500000,0.500000,,5.000000,0.500000,,,,,,0.500000,2.203437,3.712433,0.500000,0.500000,0.500000,0.720288,0.953756,,0.500000,1.007055,,
C2,3.874331,0.500000,0.500000,5.000000,0.903872,0.500000,1.731806,0.675156,0.719671,0.500000,,0.798613,0.500000,0.500000,0.500000,,,,,,,,,0.500000,,,,,,0.500000,0.500000,5.000000
C3,0.500000,,,5.000000,5.000000,0.500000,2.179153,0.561381,2.831831,0.500000,0.500000,0.500000,4.042669,5.000000,5.000000,0.500000,0.500000,5.000000,1.046625,,,,,0.500000,0.500000,0.500000,4.142358,5.000000,5.000000,0.647049,0.500000,
