pre_root_id,post_root_id,neuropil,syn_count,nt_type,pre_type,post_type
720575940625015629,720575940620903760,LA_R,16,Histamine,R1-6,L3
720575940619257152,720575940622808745,LA_R,53,Histamine,R1-6,L1
720575940627837713,720575940607039618,ME_R,5,ACH,Tm3,T4b
720575940635384159,720575940635761144,ME_R,12,ACH,L5,Tm3
720575940620362876,720575940638136666,ME_R,10,ACH,L5,Tm3
720575940621557743,720575940626024122,LA_R,4,Histamine,R7,L3
720575940626737189,720575940608161410,LA_R,54,Histamine,R1-6,L2
720575940618902811,720575940627837713,ME_R,20,ACH,Mi1,Tm3
720575940637260389,720575940627837713,ME_R,10,GABA,L1,Tm3
720575940640214325,720575940617855537,ME_R,9,Histamine,R8,L1
720575940606336958,720575940617876293,ME_R,6,ACH,L5,Tm3
720575940617734203,720575940620903760,ME_R,6,Histamine,R8,L3
720575940621557743,720575940626024122,ME_R,4,Histamine,R7,L3
720575940627967101,720575940600547529,ME_R,7,ACH,Mi1,T4a
720575940623555780,720575940626078864,ME_R,31,GABA,L1,Tm3
720575940625992206,720575940620585265,UNASGD,1,Histamine,R7,R8
720575940627723416,720575940617876293,ME_R,15,ACH,Mi1,Tm3
720575940619344453,720575940621502068,ME_R,7,Histamine,R7,L3
720575940617918393,720575940626024122,LA_R,3,Histamine,R8,L3
720575940630785730,720575940624976883,LA_R,2,GABA,L1,L5
720575940616665915,720575940635761144,ME_R,19,GLUT,L1,Tm3
720575940636208888,720575940637490266,LA_R,3,Histamine,R8,L1
720575940627622174,720575940623327231,LA_R,26,Histamine,R1-6,L3
720575940623304230,720575940623314445,ME_R,148,GABA,L1,L5
720575940624456644,720575940618028545,LA_R,35,Histamine,R1-6,L3
720575940637260389,720575940618046109,ME_R,123,GABA,L1,L5
720575940634509794,720575940630983767,ME_R,4,Histamine,R7,L3
720575940623224396,720575940626024122,LA_R,18,Histamine,R1-6,L3
720575940627717784,720575940615141782,LA_R,40,Histamine,R1-6,L3
720575940620881134,720575940615949791,ME_R,37,ACH,L5,Mi4
720575940631102509,720575940607039618,ME_R,9,ACH,Mi1,T4b
720575940616287810,720575940640108120,LA_R,59,Histamine,R1-6,L2
720575940634855449,720575940628519665,ME_R,5,Histamine,R8,L1
720575940616367133,720575940638136666,ME_R,6,ACH,Mi1,Tm3
720575940608161410,720575940628671488,ME_R,6,ACH,L2,Mi9
720575940610656046,720575940632587857,LA_R,5,GLUT,L1,L5
720575940635384159,720575940624617450,ME_R,18,ACH,L5,L1
720575940634509794,720575940634855449,LA_R,8,Histamine,R7,R8
720575940616287810,720575940630785730,LA_R,43,Histamine,R1-6,L1
720575940618902811,720575940617027257,UNASGD,1,ACH,Mi1,Mi1
720575940626054733,720575940626820964,LA_R,27,Histamine,R1-6,L1
720575940617876293,720575940637260389,ME_R,9,ACH,Tm3,L1
720575940614937666,720575940627084132,ME_R,5,Histamine,R8,L1
720575940634380257,720575940637260389,LA_R,46,Histamine,R1-6,L1
720575940631796175,720575940627837713,ME_R,42,GABA,L1,Tm3
720575940627147080,720575940627302415,ME_R,14,ACH,Mi1,Tm3
720575940640108120,720575940616287810,LA_R,6,ACH,L2,R1-6
720575940617918393,720575940621557743,LA_R,5,Histamine,R8,R7
720575940631141740,720575940630983767,LA_R,27,Histamine,R1-6,L3
720575940631102509,720575940611214290,ME_R,12,ACH,Mi1,L5
720575940609153372,720575940626024122,LA_R,36,Histamine,R1-6,L3
720575940634855449,720575940634509794,ME_R,19,Histamine,R8,R7
720575940616093855,720575940617734203,LA_R,7,Histamine,R7,R8
720575940612207473,720575940628519665,ME_R,33,ACH,L5,L1
720575940605910886,720575940627723416,ME_R,58,ACH,L5,Mi1
720575940632107033,720575940637490266,ME_R,29,ACH,Mi1,L1
720575940617043468,720575940616128780,ME_R,6,Histamine,R8,Mi4
720575940607907970,720575940623327231,LA_R,12,Histamine,R1-6,L3
720575940631103007,720575940623314445,ME_R,8,ACH,Mi1,L5
720575940621414832,720575940624617450,LA_R,9,ACH,L5,L1
720575940628519665,720575940638136666,ME_R,7,GLUT,L1,Tm3
720575940621270443,720575940628187450,UNASGD,2,Histamine,R8,L1
720575940621269382,720575940638737085,LA_R,41,Histamine,R1-6,L1
720575940632414226,720575940619393349,ME_R,14,GLUT,L1,Mi1
720575940624978357,720575940618964052,ME_R,3,Histamine,R8,L3
720575940612020834,720575940620548289,LA_R,51,Histamine,R1-6,L1
720575940626024122,720575940613036822,ME_R,85,ACH,L3,Mi9
720575940650492025,720575940637549486,LA_R,39,Histamine,R1-6,L1
720575940630563454,720575940631796175,LA_R,61,Histamine,R1-6,L1
720575940618964052,720575940624978357,LA_R,2,ACH,L3,R8
720575940643823924,720575940600547529,ME_R,8,GLUT,Mi9,T4a
720575940617061051,720575940619393349,ME_R,11,ACH,L5,Mi1
720575940618046109,720575940627837713,ME_R,12,ACH,L5,Tm3
720575940632176170,720575940627084132,LA_R,29,Histamine,R1-6,L1
720575940630718976,720575940628519665,LA_R,50,Histamine,R1-6,L1
720575940624380455,720575940637549486,LA_R,48,Histamine,R1-6,L1
720575940606336958,720575940628086149,ME_R,9,ACH,L5,L2
720575940631309164,720575940638067782,LA_R,45,Histamine,R1-6,L1
720575940621777135,720575940624026762,LA_R,47,Histamine,R1-6,L1
720575940618701569,720575940638067782,LA_R,46,Histamine,R1-6,L1
720575940616971788,720575940640180339,ME_R,43,GLUT,L1,Mi1
720575940617918393,720575940629507279,LA_R,2,Histamine,R8,L1
720575940616367133,720575940628519665,ME_R,33,ACH,Mi1,L1
720575940614937666,720575940627084132,LA_R,5,Histamine,R8,L1
720575940618902811,720575940623105767,ME_R,14,ACH,Mi1,Mi9
720575940626078864,720575940617876293,ME_R,7,ACH,Tm3,Tm3
720575940629573648,720575940618721364,LA_R,18,Histamine,R1-6,L3
720575940637260389,720575940617027257,ME_R,143,GABA,L1,Mi1
720575940626820964,720575940617876293,ME_R,23,GABA,L1,Tm3
720575940605032364,720575940624219575,ME_R,132,GABA,L1,L5
720575940608161410,720575940605032364,LA_R,16,ACH,L2,L1
720575940623180246,720575940623555780,LA_R,44,Histamine,R1-6,L1
720575940611214290,720575940621304001,ME_R,42,ACH,L5,L1
720575940639314291,720575940632050986,ME_R,8,Histamine,R7,R8
720575940634276833,720575940613036822,ME_R,8,ACH,L4,Mi9
720575940611214290,720575940621304001,LA_R,1,ACH,L5,L1
720575940631796175,720575940606336958,ME_R,122,GABA,L1,L5
720575940632777420,720575940631103007,ME_R,30,ACH,L3,Mi1
720575940632814648,720575940600547529,ME_R,7,ACH,Mi1,T4a
720575940631796175,720575940617876293,ME_R,17,GABA,L1,Tm3
720575940623114876,720575940615141782,LA_R,33,Histamine,R1-6,L3
720575940612844806,720575940617855537,ME_R,38,ACH,L5,L1
720575940619327040,720575940637260389,LA_R,49,Histamine,R1-6,L1
720575940624444686,720575940618964052,LA_R,20,Histamine,R1-6,L3
720575940616665915,720575940638136666,ME_R,42,GLUT,L1,Tm3
720575940624291464,720575940643823924,ME_R,8,ACH,L3,Mi9
720575940627381379,720575940624026762,LA_R,43,Histamine,R1-6,L1
720575940620585265,720575940613304291,LA_R,2,Histamine,R8,L3
720575940624219575,720575940608161410,LA_R,1,ACH,L5,L2
720575940631194988,720575940629507279,LA_R,45,Histamine,R1-6,L1
720575940638818025,720575940624026762,LA_R,42,Histamine,R1-6,L1
720575940629948519,720575940621445808,LA_R,35,Histamine,R1-6,L3
720575940617918393,720575940626024122,ME_R,3,Histamine,R8,L3
720575940628299834,720575940621445808,LA_R,14,Histamine,R7,L3
720575940632837004,720575940624026762,LA_R,42,Histamine,R1-6,L1
720575940622808745,720575940617876293,ME_R,5,GABA,L1,Tm3
720575940624152344,720575940610772174,ME_R,18,Histamine,R8,Mi1
720575940638067782,720575940628880578,LA_R,3,GLUT,L1,L5
720575940626826682,720575940615949791,ME_R,5,Histamine,R7,Mi4
720575940623114876,720575940605032364,LA_R,52,Histamine,R1-6,L1
720575940637260389,720575940617876293,ME_R,54,GABA,L1,Tm3
720575940630718976,720575940640008014,LA_R,5,Histamine,R1-6,R1-6
720575940621548891,720575940623327231,LA_R,20,Histamine,R1-6,L3
720575940632414226,720575940617061051,ME_R,67,GLUT,L1,L5
720575940643099533,720575940624456644,LA_R,5,Histamine,R1-6,R1-6
720575940623555780,720575940627302415,ME_R,20,GABA,L1,Tm3
720575940624026762,720575940630227303,LA_R,2,ACH,L1,L5
720575940628030724,720575940619694016,ME_R,35,ACH,L5,Mi4
720575940629222761,720575940618028545,LA_R,36,Histamine,R1-6,L3
720575940612207473,720575940632107033,ME_R,7,ACH,L5,Mi1
720575940619393349,720575940600547529,ME_R,6,ACH,Mi1,T4a
720575940621414832,720575940635761144,ME_R,11,ACH,L5,Tm3
720575940635759258,720575940620903760,LA_R,9,Histamine,R1-6,L3
720575940617918393,720575940613036822,ME_R,9,Histamine,R8,Mi9
720575940622793822,720575940627686942,LA_R,45,Histamine,R1-6,L1
720575940640214325,720575940617855537,LA_R,2,Histamine,R8,L1
720575940636913527,720575940630983767,LA_R,20,Histamine,R1-6,L3
720575940621445808,720575940633903661,ME_R,74,ACH,L3,Mi9
720575940606617009,720575940637260389,LA_R,44,Histamine,R1-6,L1
720575940623224396,720575940629507279,LA_R,37,Histamine,R1-6,L1
720575940636208888,720575940619344453,LA_R,5,Histamine,R8,R7
720575940629640451,720575940632414226,LA_R,44,Histamine,R1-6,L1
720575940630785730,720575940640108120,LA_R,9,GABA,L1,L2
720575940626820964,720575940626078864,ME_R,33,GABA,L1,Tm3
720575940605910886,720575940616128780,ME_R,10,ACH,L5,Mi4
720575940635234400,720575940629507279,LA_R,41,Histamine,R1-6,L1
720575940626826682,720575940660377729,LA_R,1,Histamine,R7,L3
720575940617734203,720575940627967101,ME_R,13,Histamine,R8,Mi1
720575940606684593,720575940638067782,LA_R,55,Histamine,R1-6,L1
720575940634509794,720575940634855449,ME_R,9,Histamine,R7,R8
720575940640180339,720575940600547529,ME_R,23,ACH,Mi1,T4a
720575940621557743,720575940617918393,ME_R,6,Histamine,R7,R8
720575940621304001,720575940617876293,ME_R,10,GABA,L1,Tm3
720575940621557743,720575940617918393,LA_R,5,Histamine,R7,R8
720575940627622174,720575940638067782,LA_R,44,Histamine,R1-6,L1
720575940625992206,720575940613304291,ME_R,7,Histamine,R7,L3
720575940618046109,720575940618902811,ME_R,7,ACH,L5,Mi1
720575940610656046,720575940632587857,ME_R,88,GLUT,L1,L5
720575940624807241,720575940617855537,LA_R,42,Histamine,R1-6,L1
720575940618964052,720575940624978357,ME_R,3,ACH,L3,R8
720575940633903661,720575940606821250,ME_R,9,GLUT,Mi9,T4a
720575940613304291,720575940617027257,ME_R,27,ACH,L3,Mi1
720575940632617795,720575940628086149,LA_R,49,Histamine,R1-6,L2
720575940623836440,720575940615141782,LA_R,3,Histamine,R8,L3
720575940626820964,720575940627837713,ME_R,30,GABA,L1,Tm3
720575940616093855,720575940617734203,ME_R,10,Histamine,R7,R8
720575940621304001,720575940626078864,ME_R,35,GABA,L1,Tm3
720575940620840839,720575940615141782,LA_R,40,Histamine,R1-6,L3
720575940622891945,720575940627686942,LA_R,46,Histamine,R1-6,L1
720575940620575281,720575940626826682,LA_R,12,Histamine,R8,R7
720575940608161410,720575940623114876,LA_R,5,ACH,L2,R1-6
720575940638835177,720575940616323999,LA_R,48,Histamine,R1-6,L1
720575940623289565,720575940638737085,LA_R,54,Histamine,R1-6,L1
720575940616665915,720575940626654410,ME_R,130,GLUT,L1,L5
720575940617830630,720575940637549486,ME_R,42,ACH,L5,L1
720575940618311142,720575940624026762,LA_R,45,Histamine,R1-6,L1
720575940624976883,720575940630785730,ME_R,40,ACH,L5,L1
720575940644455840,720575940623836440,LA_R,4,Histamine,R7,R8
720575940612831857,720575940631796175,LA_R,38,Histamine,R1-6,L1
720575940624884733,720575940630785730,LA_R,56,Histamine,R1-6,L1
720575940624219575,720575940608161410,ME_R,5,ACH,L5,L2
720575940653608182,720575940622808745,LA_R,47,Histamine,R1-6,L1
720575940621414832,720575940635384159,LA_R,6,ACH,L5,L5
720575940635761144,720575940638136666,ME_R,6,ACH,Tm3,Tm3
720575940617043468,720575940630785730,ME_R,12,Histamine,R8,L1
720575940629507279,720575940620362876,ME_R,116,GLUT,L1,L5
720575940606770865,720575940610656046,LA_R,52,Histamine,R1-6,L1
720575940624755092,720575940627686942,LA_R,1,ACH,L5,L1
720575940628086149,720575940631796175,ME_R,2,ACH,L2,L1
720575940624194707,720575940627723416,ME_R,24,ACH,L3,Mi1
720575940623105767,720575940607039618,ME_R,7,GLUT,Mi9,T4b
720575940627723416,720575940627302415,ME_R,9,ACH,Mi1,Tm3
720575940629573648,720575940624617450,LA_R,41,Histamine,R1-6,L1
720575940627723416,720575940605910886,ME_R,8,ACH,Mi1,L5
720575940615762070,720575940620903760,LA_R,19,Histamine,R1-6,L3
720575940606383038,720575940616971788,LA_R,58,Histamine,R1-6,L1
720575940617027257,720575940618046109,ME_R,11,ACH,Mi1,L5
720575940610772174,720575940624617450,ME_R,31,ACH,Mi1,L1
720575940638737085,720575940611780450,ME_R,36,GLUT,L1,Mi1
720575940644726728,720575940612948210,ME_R,29,Histamine,R8,R7
720575940626828094,720575940624194707,LA_R,31,Histamine,R1-6,L3
720575940631044060,720575940632777420,LA_R,43,Histamine,R1-6,L3
720575940606336958,720575940627837713,ME_R,24,ACH,L5,Tm3
720575940622562431,720575940616323999,LA_R,40,Histamine,R1-6,L1
720575940624976883,720575940640108120,ME_R,7,ACH,L5,L2
720575940629999975,720575940605032364,LA_R,58,Histamine,R1-6,L1
720575940631103007,720575940607039618,ME_R,5,ACH,Mi1,T4b
720575940620881134,720575940627302415,ME_R,8,ACH,L5,Tm3
720575940615339006,720575940620548289,LA_R,46,Histamine,R1-6,L1
720575940621841279,720575940627967101,ME_R,36,ACH,L5,Mi1
720575940626820964,720575940627302415,ME_R,17,GABA,L1,Tm3
720575940608161410,720575940624219575,LA_R,1,ACH,L2,L5
720575940627147080,720575940620881134,ME_R,9,ACH,Mi1,L5
720575940606884017,720575940624291464,LA_R,26,Histamine,R1-6,L3
720575940613514098,720575940624152344,LA_R,11,Histamine,R7,R8
720575940632107033,720575940628030724,ME_R,10,ACH,Mi1,L5
720575940631102509,720575940617876293,ME_R,15,ACH,Mi1,Tm3
720575940627919902,720575940638737085,ME_R,6,Histamine,R8,L1
720575940605828268,720575940623555780,LA_R,48,Histamine,R1-6,L1
720575940627838360,720575940622808745,LA_R,46,Histamine,R1-6,L1
720575940630603642,720575940616665915,LA_R,52,Histamine,R1-6,L1
720575940634757145,720575940616971788,LA_R,44,Histamine,R1-6,L1
720575940618165597,720575940621502068,LA_R,35,Histamine,R1-6,L3
720575940631103007,720575940627837713,ME_R,10,ACH,Mi1,Tm3
720575940615762070,720575940624416403,LA_R,46,Histamine,R1-6,L1
720575940624049546,720575940630785730,LA_R,47,Histamine,R1-6,L1
720575940606336958,720575940618902811,ME_R,55,ACH,L5,Mi1
720575940628409989,720575940622808745,LA_R,58,Histamine,R1-6,L1
720575940618902811,720575940631796175,ME_R,31,ACH,Mi1,L1
720575940625992206,720575940620585265,ME_R,8,Histamine,R7,R8
720575940635786335,720575940637549486,LA_R,52,Histamine,R1-6,L1
720575940644726728,720575940624194707,LA_R,1,Histamine,R8,L3
720575940637260389,720575940618046109,LA_R,2,GABA,L1,L5
720575940632050986,720575940639314291,LA_R,4,Histamine,R8,R7
720575940628880578,720575940630964551,ME_R,55,ACH,L5,Mi1
720575940628671488,720575940607039618,ME_R,7,GLUT,Mi9,T4b
720575940624617450,720575940610772174,ME_R,147,GLUT,L1,Mi1
720575940626078864,720575940627302415,ME_R,7,ACH,Tm3,Tm3
720575940623687693,720575940632777420,LA_R,35,Histamine,R1-6,L3
720575940626746554,720575940623304230,LA_R,56,Histamine,R1-6,L1
720575940637549486,720575940617830630,LA_R,2,GLUT,L1,L5
720575940607907970,720575940638067782,LA_R,54,Histamine,R1-6,L1
720575940612948210,720575940624194707,LA_R,1,Histamine,R7,L3
720575940624651191,720575940626820964,LA_R,47,Histamine,R1-6,L1
720575940631208443,720575940616323999,ME_R,10,Histamine,R8,L1
720575940644726728,720575940626820964,ME_R,9,Histamine,R8,L1
720575940621819457,720575940617855537,LA_R,42,Histamine,R1-6,L1
720575940610656046,720575940632814648,ME_R,8,GLUT,L1,Mi1
720575940629999975,720575940615141782,LA_R,48,Histamine,R1-6,L3
720575940624976883,720575940630785730,LA_R,1,ACH,L5,L1
720575940629247337,720575940624194707,LA_R,37,Histamine,R1-6,L3
720575940623217228,720575940605828268,LA_R,5,Histamine,R1-6,R1-6
720575940627084132,720575940613201381,ME_R,113,GLUT,L1,L5
720575940626654410,720575940616665915,ME_R,29,ACH,L5,L1
720575940615301031,720575940627686942,LA_R,55,Histamine,R1-6,L1
720575940607368201,720575940628671488,ME_R,5,ACH,L4,Mi9
720575940644726728,720575940627723416,ME_R,13,Histamine,R8,Mi1
720575940623649379,720575940621445808,LA_R,23,Histamine,R1-6,L3
720575940623304230,720575940627302415,ME_R,49,GABA,L1,Tm3
720575940639322950,720575940626820964,LA_R,47,Histamine,R1-6,L1
720575940616763698,720575940627084132,LA_R,46,Histamine,R1-6,L1
720575940616093855,720575940620903760,ME_R,4,Histamine,R7,L3
720575940617061051,720575940632414226,ME_R,34,ACH,L5,L1
720575940620840839,720575940605032364,LA_R,48,Histamine,R1-6,L1
720575940619327040,720575940613304291,LA_R,51,Histamine,R1-6,L3
720575940623304230,720575940631103007,ME_R,155,GABA,L1,Mi1
720575940620585265,720575940637260389,UNASGD,1,Histamine,R8,L1
720575940627302415,720575940631103007,ME_R,7,ACH,Tm3,Mi1
720575940618028545,720575940631102509,ME_R,29,ACH,L3,Mi1
720575940608161410,720575940624219575,ME_R,54,ACH,L2,L5
720575940639886013,720575940617855537,LA_R,51,Histamine,R1-6,L1
720575940641643472,720575940620548289,LA_R,55,Histamine,R1-6,L1
720575940617918393,720575940621557743,ME_R,21,Histamine,R8,R7
720575940624755092,720575940627686942,ME_R,39,ACH,L5,L1
720575940640957824,720575940628187450,LA_R,41,Histamine,R1-6,L1
720575940639314291,720575940632050986,LA_R,6,Histamine,R7,R8
720575940620326104,720575940628519665,LA_R,39,Histamine,R1-6,L1
720575940635384159,720575940610772174,ME_R,54,ACH,L5,Mi1
720575940625298412,720575940640108120,LA_R,64,Histamine,R1-6,L2
720575940630728492,720575940621502068,LA_R,12,Histamine,R1-6,L3
720575940632050986,720575940638067782,LA_R,3,Histamine,R8,L1
