cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
22,T5c,0.990066,50.000000,2.534873,7.618562,-7.167933,-100.000000,-100.000000,0.998897,347.774078,10.000000,190.707382,0.000000,450.132446,455.556213,459.005219,3.449005,561.000549,567.223755,571.383606,4.159851,561.000549,561.108154,561.722351,0.614197
23,T5d,0.975349,50.000000,2.534873,10.000000,12.406066,-100.000000,-100.000000,0.954566,352.489594,42.464539,196.885788,0.000000,201.187500,200.813263,199.849136,-0.964127,333.015381,333.531708,334.372284,0.840576,333.015381,333.023468,333.091522,0.068054
24,T1,0.977936,50.000000,2.534873,0.728991,-17.235538,-100.000000,-100.000000,0.955449,348.878082,35.588490,197.690506,0.000000,-6.120260,-5.806848,-8.055544,-2.248696,91.536934,91.822525,89.732094,-2.090431,91.536934,91.541763,91.536919,-0.004845
25,T2,1.044335,50.000000,2.534873,1.743089,-3.369111,-100.000000,-100.000000,1.037893,351.176666,10.000000,206.262650,0.000000,322.825073,322.964874,322.151245,-0.813629,438.847382,438.992462,438.148010,-0.844452,438.847382,438.853821,438.807251,-0.046570
26,T2a,0.972606,50.000000,2.534873,10.000000,13.643668,-100.000000,-100.000000,1.043980,351.900604,10.000000,193.278503,0.000000,26.301702,26.033953,25.883509,-0.150444,131.856461,131.576950,131.419876,-0.157074,131.856461,131.852127,131.820648,-0.031479
27,T3,1.006366,50.000000,2.534873,1.666962,-4.040452,-100.000000,-100.000000,1.024648,350.427948,10.000000,209.617599,0.000000,26.762985,26.642271,27.637669,0.995398,129.887466,129.763779,130.783722,1.019943,129.887466,129.885452,129.892517,0.007065
28,C2,0.963761,3.687130,2.534873,1.246212,-2.080557,-100.000000,-100.000000,0.972348,348.228271,10.000000,200.932175,0.000000,-122.822617,-123.276817,-109.448776,13.828041,3.688060,3.637532,7.076391,3.438859,3.688060,3.687130,3.750666,0.063536
29,C3,1.048901,4.630495,2.534873,1.074388,-4.825747,-100.000000,-100.000000,0.999274,347.810333,10.000000,194.140320,0.000000,-125.020630,-125.634583,-105.406349,20.228233,4.632275,4.535883,11.372951,6.837068,4.632275,4.630495,4.747157,0.116662
30,Lawf1,1.017770,50.000000,2.534873,2.134315,-5.903785,-100.000000,-100.000000,1.026977,351.976532,10.000000,200.894028,0.000000,29.184521,25.199379,21.511702,-3.687677,132.669495,128.576874,124.789703,-3.787170,132.669495,132.600677,132.174225,-0.426453
31,Lawf2,1.004298,50.000000,2.534873,1.439359,-5.696890,-100.000000,-100.000000,1.026108,349.319946,10.000000,193.961777,0.000000,3.550084,0.875015,-3.080490,-3.955505,107.612770,105.575218,103.777725,-1.797493,107.612770,107.577614,107.377792,-0.199821
32,Dm3v,0.979352,50.000000,2.534873,0.485179,-7.027596,-100.000000,-100.000000,0.962814,350.806915,12.264885,209.161804,0.000000,77.513832,79.840523,82.381531,2.541008,170.912781,173.152954,175.599472,2.446518,170.912781,170.950378,171.197830,0.247452
33,Lai,0.981869,4.669610,2.534873,0.100000,-0.699905,-100.000000,-100.000000,0.955297,348.533569,10.256749,207.386414,0.000000,-311.562469,-313.357147,-322.645844,-9.288696,4.669899,4.653386,4.580930,-0.072456,4.669899,4.669610,4.666199,-0.003411
34,Mi10,0.974521,50.000000,2.534873,0.100000,-3.317062,-100.000000,-100.000000,1.013359,348.379761,13.261486,207.434006,0.000000,38.126728,38.663662,39.651497,0.987835,139.972000,140.516113,141.517151,1.001038,139.972000,139.980728,140.052856,0.072128
35,Mi13,0.970758,50.000000,2.534873,0.156232,-2.798589,-100.000000,-100.000000,0.952167,351.549286,28.301727,190.781387,0.000000,0.393603,-0.179800,-1.385677,-1.205877,95.591446,95.045471,93.897285,-1.148186,95.591446,95.582840,95.506187,-0.076653
36,Mi14,1.036151,50.000000,2.534873,3.342120,-4.382535,-100.000000,-100.000000,0.988828,348.711639,10.000000,199.721756,0.000000,127.577652,128.980209,129.638077,0.657867,225.035248,226.422089,227.072617,0.650528,225.035248,225.059143,225.191833,0.132690
37,Mi15,1.034381,50.000000,2.534873,0.631660,-0.608821,-100.000000,-100.000000,0.954097,351.054199,10.000000,207.571075,0.000000,-27.187513,-27.521629,-27.643232,-0.121603,69.493423,69.195992,69.121849,-0.074142,69.493423,69.488464,69.459663,-0.028801
38,Mi2,0.972859,50.000000,2.534873,2.574313,-21.570944,-100.000000,-100.000000,1.039213,349.575989,10.000000,205.496689,0.000000,-39.153164,-38.924423,-38.667549,0.256874,65.514557,65.945656,66.517326,0.571671,65.514557,65.521790,65.572243,0.050453
39,Tm16,1.022747,16.653723,2.534873,4.968374,-0.686391,-100.000000,-100.000000,0.995543,348.765350,10.000000,190.664139,0.000000,-101.837257,-104.022339,-106.809235,-2.786896,16.663267,16.115679,15.639979,-0.475699,16.663267,16.653723,16.599182,-0.054541
40,Tm20,0.964991,33.473244,2.534873,4.039999,-11.216321,-100.000000,-100.000000,0.961114,347.765442,45.121120,203.978867,0.000000,-74.149742,-74.094582,-75.861313,-1.766731,33.471691,33.579773,32.793335,-0.786438,33.471691,33.473244,33.465923,-0.007320
41,Tm21,0.987638,50.000000,2.534873,3.702450,-13.425399,-100.000000,-100.000000,1.013867,350.685242,10.000000,204.826202,0.000000,336.553131,382.020996,492.430695,110.409698,442.606842,488.705261,600.646057,111.940796,442.606842,443.329895,450.154877,6.824982
42,Tm27,1.035447,50.000000,2.534873,1.238515,-4.565318,-100.000000,-100.000000,0.974036,350.334076,10.000000,198.301437,0.000000,95.842926,98.642883,104.260658,5.617775,191.007385,193.780746,199.282684,5.501938,191.007385,191.053452,191.408203,0.354752
43,Tm5a,0.996120,50.000000,2.534873,7.397701,30.545183,-100.000000,-100.000000,1.033891,351.106049,10.000000,208.736725,0.000000,58.089188,65.048195,78.101295,13.053101,169.881882,177.506317,191.833115,14.326797,169.881882,170.002991,171.024689,1.021698
44,Tm5b,0.995289,50.000000,2.534873,9.689499,22.044827,-100.000000,-100.000000,1.016499,348.968872,12.830507,191.020752,0.000000,-53.097706,-52.713375,-52.009327,0.704048,75.699509,76.594627,78.444351,1.849724,75.699509,75.713295,75.838852,0.125557
45,Tm5c,1.028940,50.000000,2.534873,4.737333,-1.097515,-100.000000,-100.000000,1.006996,350.781433,10.000000,206.379883,0.000000,20.762926,21.181431,21.652475,0.471045,121.607841,122.029259,122.503601,0.474342,121.607841,121.614761,121.660934,0.046173
46,Tm5f,0.983953,50.000000,2.534873,10.000000,17.345249,-100.000000,-100.000000,0.989370,349.068604,10.000000,208.234772,0.000000,212.314896,219.834778,232.852951,13.018173,308.995117,316.435089,329.314850,12.879761,308.995117,309.115204,310.082336,0.967133
47,TmY10,0.981404,50.000000,2.534873,1.166544,-12.452929,-100.000000,-100.000000,1.027965,350.031372,10.000000,193.121063,0.000000,33.403805,35.913971,39.954216,4.040245,137.134430,139.714813,144.074554,4.359741,137.134430,137.176163,137.508316,0.332153
48,TmY11,1.041225,50.000000,2.534873,6.000445,-3.117297,-100.000000,-100.000000,0.967549,350.253967,10.000000,209.619385,0.000000,-37.093716,-37.525536,-37.780384,-0.254848,60.864937,60.451126,60.229103,-0.222023,60.864937,60.857697,60.819458,-0.038239
49,TmY14,1.024446,50.000000,2.534873,0.790469,-5.527985,-100.000000,-100.000000,0.963980,351.674438,47.899582,203.408829,0.000000,136.043060,142.528137,167.838013,25.309875,433.800568,443.101593,473.638611,30.537018,433.800568,433.939056,435.546906,1.607849
50,TmY15,1.017248,50.000000,2.534873,6.612789,-29.459761,-100.000000,-100.000000,0.998195,347.664001,17.923794,207.268021,0.000000,84.630928,85.019096,84.787689,-0.231407,184.297745,184.685196,184.942520,0.257324,184.297745,184.305099,184.337234,0.032135
51,TmY3,1.028498,50.000000,2.534873,10.000000,13.358686,-100.000000,-100.000000,1.042321,347.893677,10.000000,207.659836,0.000000,208.561615,206.302490,206.068649,-0.233841,323.654938,321.767334,321.842529,0.075195,323.654938,323.623535,323.425201,-0.198334
52,TmY4,0.983863,50.000000,2.534873,0.851285,-5.051418,-100.000000,-100.000000,1.048500,348.045654,32.644608,197.099167,0.000000,20.627689,20.675737,20.636959,-0.038778,127.430847,127.684563,128.278076,0.593513,127.430847,127.434784,127.471779,0.036995
53,TmY5a,0.964500,50.000000,2.534873,0.495575,-19.412697,-100.000000,-100.000000,1.004554,349.849579,10.000000,190.039383,0.000000,330.915314,356.331482,400.035706,43.704224,433.576477,459.111389,503.019623,43.908234,433.576477,433.989746,437.280762,3.291016
54,TmY9q,0.961016,50.000000,2.534873,0.100000,-2.675464,-100.000000,-100.000000,0.992292,351.443115,10.000000,204.666473,0.000000,6.024877,6.307802,6.757601,0.449800,105.437515,105.729279,106.183281,0.454002,105.437515,105.442261,105.478378,0.036118
55,TmY9q__perp,0.952106,50.000000,2.534873,2.955163,-16.846064,-100.000000,-100.000000,0.987004,352.285156,30.494314,203.435028,0.000000,602.419617,652.311401,825.403992,173.092590,693.290833,742.534180,913.377258,170.843079,693.290833,694.026428,702.712280,8.685852
