,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
Mi9,,,,,,0.859933,4.965928,,0.500000,0.500000,,,0.500000,0.500000,0.500000,0.533591,0.552847,0.500468,1.558799,,,,,3.183182,5.000000,1.414541,1.304360,0.500000,5.000000,0.500000,0.976293,
T1,1.085327,2.695421,0.500000,,2.789931,1.433108,,0.500000,,,0.500000,,,,,,,,,,,,,0.547614,1.051251,0.500000,,,1.947661,,,
T2,,,,,,,,1.014071,4.513377,,2.510499,,5.000000,1.026648,5.000000,,,,,,,,,5.000000,0.500000,,1.383901,0.500000,0.500000,,,
T2a,,,,,,,,,3.256247,,,,0.500000,1.998794,0.500000,,,,,,,,,0.500000,,5.000000,0.969468,3.032811,0.500000,,0.500000,
T3,,,,,,,,,,,,,5.000000,0.968754,1.015832,,,,0.999937,,,,,5.000000,,,0.562695,1.481706,,,,1.020384
T4a,,,,,,,,,,,1.455686,,,,,5.000000,0.994541,1.028275,0.985507,0.974127,,,,,,,,,,,,0.500000
T4b,,,,,,,,,0.502878,1.827660,1.600759,,,,,0.500000,5.000000,,1.002715,,5.000000,,,,,,,,,,,
T4c,,,,,,,,,,,0.508166,,0.968085,,,,,5.000000,,,,0.969009,1.001034,,,,,,,,,
T4d,,,,,,,,,0.844821,,,,,,,,,0.991412,1.041165,,,,1.004946,,,,,,,,,
T5a,,,,,,,,,,,,,0.500000,,,1.563382,,,,1.011200,1.038161,,,,0.500000,,,,,,,
T5b,,,,,,,,,,,,,4.982603,,,,5.000000,,,0.953051,5.000000,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.852612,,,,,4.949415,,,0.988759,0.787267,1.046839,,,,,,,,,
T5d,,,,,,,,,,,,,5.000000,,,,,0.500000,0.983173,,,,3.468892,,,,,,,,,
Tm1,,,,,0.500000,,,2.797602,4.385563,0.500000,5.000000,2.509792,2.634733,5.000000,2.528489,,,1.016737,,0.500000,4.965508,1.367321,5.000000,5.000000,0.500000,5.000000,0.846773,5.000000,0.500000,5.000000,0.500000,0.500000
Tm2,,,,0.500000,0.500000,,,0.912243,2.625138,3.406563,0.500000,0.500000,2.814404,0.924375,0.812510,1.029116,,1.081591,,1.007346,0.951107,0.948233,0.932240,0.500000,,,0.932371,0.500000,1.931213,0.500000,,1.221613
Tm20,,,,,,,,,,0.500000,3.713392,0.500000,3.996577,5.000000,,,,,,,,,,1.057491,0.500000,5.000000,0.952608,,,5.000000,,0.500000
Tm21,,,,,,,,,2.543539,,,,0.540463,0.966633,,,,,,,,,,4.603066,,,0.500000,,,,,
Tm3,,,,4.709270,0.500000,,,,0.591275,0.500000,2.346965,,0.500000,0.500000,0.500000,0.500941,0.500000,0.668637,0.625138,,1.025326,,0.992836,,,,,2.934514,1.306854,,0.988416,1.007765
Tm4,,,,,4.832984,,,,2.086034,0.500000,,1.040535,3.138955,5.000000,3.836225,,,,,0.500000,4.981736,5.000000,5.000000,0.500000,0.500000,,0.726271,0.500000,0.500000,,0.500000,0.500000
Tm9,,,,,,5.000000,,,,1.090848,1.806506,,1.150696,0.500000,,,,,,0.500000,5.000000,4.638155,4.022500,4.996121,0.500000,4.862316,1.017120,,0.500000,5.000000,,
C2,0.992695,1.048912,1.035183,0.500000,2.077498,5.000000,0.759537,5.000000,0.501421,1.107009,,1.033629,0.975563,1.020779,0.995766,,,,,,,,,1.005085,,,,,,0.985613,1.009124,0.969134
C3,2.030959,,,0.500000,0.500000,2.870383,1.019060,5.000000,5.000000,1.041157,2.493542,5.000000,3.771159,0.992195,0.987531,0.614005,0.879520,0.881143,1.040260,,,,,4.002793,0.500000,2.645177,1.016101,1.029288,0.500000,4.751065,0.996686,
