idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,e_leak,a_h,v_pre,v_onset
17,Tm2,1.038080,0.955215,-50.000000,1.029044,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
18,Tm4,1.038080,1.011048,-50.000000,0.991045,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
19,Tm9,1.038080,1.040557,-50.000000,0.962060,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
20,T5a,1.038080,1.033788,-50.000000,0.977617,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
21,T5b,1.038080,1.024062,-50.000000,0.953179,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
22,T5c,1.038080,1.038212,-50.000000,0.978671,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
23,T5d,1.038080,0.981301,-50.000000,0.975402,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
24,T1,1.038080,1.010141,-50.000000,1.048805,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.245022,-50.246647
25,T2,1.038080,1.012930,-50.000000,0.967264,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
26,T2a,1.038080,1.016344,-50.000000,0.958613,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
27,T3,1.038080,1.037191,-50.000000,0.959803,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
28,C2,1.038080,0.953031,-50.000000,0.987967,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.004036,-50.004066
29,C3,1.038080,0.983360,-50.000000,0.960270,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.005325,-50.005363
30,Lawf1,1.038080,0.977642,-50.000000,1.007616,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.008667,-50.008720
31,Lawf2,1.038080,1.033111,-50.000000,0.980115,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.001423,-50.001431
32,Dm3v,1.038080,0.996924,-50.000000,1.049092,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
33,Lai,1.038080,1.028945,-50.000000,1.032001,0.000000,40.000000,204.407043,-50.000000,0.000000,-57.022514,-57.068893
34,Mi10,1.038080,0.985890,-50.000000,0.998107,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.017731,-50.017845
35,Mi13,1.038080,0.987325,-50.000000,1.047873,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
36,Mi14,1.038080,0.995866,-50.000000,1.043955,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.004784,-50.004818
37,Mi15,1.038080,0.987337,-50.000000,1.015531,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.414299,-50.417007
38,Mi2,1.038080,0.967863,-50.000000,1.034298,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.001293,-50.001301
39,Tm16,1.038080,0.955731,-50.000000,0.957448,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
40,Tm20,1.038080,1.017388,-50.000000,1.041850,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.329956,-50.332111
41,Tm21,1.038080,1.039520,-50.000000,1.047082,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.001614,-50.001629
42,Tm27,1.038080,0.978073,-50.000000,0.981661,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.008530,-50.008583
43,Tm5a,1.038080,1.029396,-50.000000,1.014159,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.338627,-50.340763
44,Tm5b,1.038080,1.038511,-50.000000,1.041553,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.369923,-50.372265
45,Tm5c,1.038080,0.972197,-50.000000,0.951374,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.201836,-50.203152
46,Tm5f,1.038080,1.049590,-50.000000,0.991662,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000610,-50.000614
47,TmY10,1.038080,0.973958,-50.000000,0.997424,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000996,-50.001007
48,TmY11,1.038080,0.977649,-50.000000,0.950214,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
49,TmY14,1.038080,1.031865,-50.000000,0.966814,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.001144,-50.001148
50,TmY15,1.038080,1.026917,-50.000000,0.951424,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
51,TmY3,1.038080,0.958842,-50.000000,0.950295,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
52,TmY4,1.038080,1.014557,-50.000000,1.005446,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
53,TmY5a,1.038080,0.982642,-50.000000,0.983656,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
54,TmY9q,1.038080,1.018779,-50.000000,0.970451,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.001415,-50.001427
55,TmY9q__perp,1.038080,1.002115,-50.000000,1.030522,0.000000,40.000000,204.407043,-50.000000,0.000000,-50.000000,-50.000000
