idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,e_leak,a_h,v_pre,v_onset
20,T5a,1.532750,2.951714,-50.000000,0.954697,0.000000,40.000000,133.868195,-50.000000,0.000000,-42.694260,-42.641581
21,T5b,1.532750,7.886347,-50.000000,1.034756,0.000000,40.000000,133.868195,-50.000000,0.000000,-4.657721,-4.406351
22,T5c,1.532750,10.000000,-50.000000,0.963006,0.000000,40.000000,133.868195,-50.000000,0.000000,-30.576965,-30.594088
23,T5d,1.532750,8.509920,-50.000000,0.960054,0.000000,40.000000,133.868195,-50.000000,0.000000,-40.485416,-40.590893
24,T1,1.532750,5.240138,-50.000000,1.018807,0.000000,40.000000,133.868195,-50.000000,0.000000,-78.118568,-79.155847
25,T2,1.532750,2.975372,-50.000000,1.038941,0.000000,40.000000,133.868195,-50.000000,0.000000,26.895810,27.424217
26,T2a,1.532750,4.791957,-50.000000,1.038872,0.000000,40.000000,133.868195,-50.000000,0.000000,8.989330,9.040280
27,T3,1.532750,1.857412,-50.000000,0.958160,0.000000,40.000000,133.868195,-50.000000,0.000000,14.193530,14.274418
28,C2,1.532750,9.320254,-50.000000,1.012945,0.000000,40.000000,133.868195,-50.000000,0.000000,-4.105517,-3.641761
29,C3,1.532750,3.611148,-50.000000,0.964006,0.000000,40.000000,133.868195,-50.000000,0.000000,-19.819449,-19.492235
30,Lawf1,1.532750,3.726157,-50.000000,1.048770,0.000000,40.000000,133.868195,-50.000000,0.000000,-47.703111,-47.652728
31,Lawf2,1.532750,2.715603,-50.000000,1.046658,0.000000,40.000000,133.868195,-50.000000,0.000000,-31.002417,-31.098324
32,Dm3v,1.532750,9.631594,-50.000000,1.040586,0.000000,40.000000,133.868195,-50.000000,0.000000,-33.962507,-34.077278
33,Lai,1.532750,8.949616,-50.000000,1.010945,0.000000,40.000000,133.868195,-50.000000,0.000000,-108.209146,-109.386467
34,Mi10,1.532750,7.331308,-50.000000,1.032574,0.000000,40.000000,133.868195,-50.000000,0.000000,-47.324544,-47.247708
35,Mi13,1.532750,9.478960,-50.000000,0.985406,0.000000,40.000000,133.868195,-50.000000,0.000000,-48.048020,-48.074154
36,Mi14,1.532750,5.642844,-50.000000,0.959447,0.000000,40.000000,133.868195,-50.000000,0.000000,-24.927659,-25.086019
37,Mi15,1.532750,5.300584,-50.000000,1.003228,0.000000,40.000000,133.868195,-50.000000,0.000000,-47.758502,-47.780396
38,Mi2,1.532750,4.785826,-50.000000,0.960134,0.000000,40.000000,133.868195,-50.000000,0.000000,-37.417349,-37.401086
39,Tm16,1.532750,0.455741,-50.000000,0.972305,0.000000,40.000000,133.868195,-50.000000,0.000000,-65.685017,-66.129195
40,Tm20,1.532750,10.000000,-50.000000,1.036387,0.000000,40.000000,133.868195,-50.000000,0.000000,-58.532726,-58.820464
41,Tm21,1.532750,8.867186,-50.000000,0.966794,0.000000,40.000000,133.868195,-50.000000,0.000000,26.585186,26.784111
42,Tm27,1.532750,3.285899,-50.000000,0.959668,0.000000,40.000000,133.868195,-50.000000,0.000000,-42.485630,-42.323055
43,Tm5a,1.532750,9.909831,-50.000000,0.996032,0.000000,40.000000,133.868195,-50.000000,0.000000,-70.524340,-70.678228
44,Tm5b,1.532750,7.816943,-50.000000,0.972624,0.000000,40.000000,133.868195,-50.000000,0.000000,-51.259697,-51.241642
45,Tm5c,1.532750,8.837925,-50.000000,0.976308,0.000000,40.000000,133.868195,-50.000000,0.000000,-50.038343,-49.961617
46,Tm5f,1.532750,5.813583,-50.000000,1.047622,0.000000,40.000000,133.868195,-50.000000,0.000000,-42.281040,-42.227840
47,TmY10,1.532750,7.204267,-50.000000,1.044358,0.000000,40.000000,133.868195,-50.000000,0.000000,-49.292653,-49.279307
48,TmY11,1.532750,8.728252,-50.000000,0.965557,0.000000,40.000000,133.868195,-50.000000,0.000000,-49.921492,-50.113567
49,TmY14,1.532750,7.568525,-50.000000,1.039972,0.000000,40.000000,133.868195,-50.000000,0.000000,-40.697678,-40.726453
50,TmY15,1.532750,2.654134,-50.000000,1.000824,0.000000,40.000000,133.868195,-50.000000,0.000000,-4.110593,-4.563630
51,TmY3,1.532750,3.346133,-50.000000,1.019435,0.000000,40.000000,133.868195,-50.000000,0.000000,-14.584742,-14.953961
52,TmY4,1.532750,10.000000,-50.000000,0.962251,0.000000,40.000000,133.868195,-50.000000,0.000000,-17.034296,-16.907989
53,TmY5a,1.532750,7.078041,-50.000000,1.017714,0.000000,40.000000,133.868195,-50.000000,0.000000,-26.126929,-26.363613
54,TmY9q,1.532750,10.000000,-50.000000,1.033943,0.000000,40.000000,133.868195,-50.000000,0.000000,-47.630449,-47.598193
55,TmY9q__perp,1.532750,8.383362,-50.000000,0.955807,0.000000,40.000000,133.868195,-50.000000,0.000000,-40.394205,-40.347880
