,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
Mi9,,,,,,0.500000,3.085935,,0.675959,0.785722,,,1.001473,0.500000,1.298046,2.751689,1.031539,0.500000,0.975461,,,,,2.478644,5.000000,5.000000,0.699065,0.500000,5.000000,0.500000,1.013683,
T1,1.358020,3.993370,0.500000,,0.500000,0.500000,,0.500000,,,0.500000,,,,,,,,,,,,,1.401392,1.733990,0.500000,,,3.649675,,,
T2,,,,,,,,0.965342,0.500000,,1.033246,,0.973282,0.977592,1.029404,,,,,,,,,0.500000,0.963610,,1.029506,1.034060,0.997105,,,
T2a,,,,,,,,,4.895352,,,,1.235369,4.266550,0.500000,,,,,,,,,0.500000,,5.000000,1.026642,3.956545,2.873361,,0.966231,
T3,,,,,,,,,,,,,1.028036,0.952506,1.038642,,,,1.031920,,,,,0.968446,,,1.044357,0.500000,,,,0.982988
T4a,,,,,,,,,,,5.000000,,,,,0.873645,1.038882,0.988339,0.978986,0.976123,,,,,,,,,,,,0.769945
T4b,,,,,,,,,1.023434,0.985079,1.029220,,,,,1.009489,0.970072,,1.039441,,1.043275,,,,,,,,,,,
T4c,,,,,,,,,,,1.927655,,0.961264,,,,,1.153822,,,,0.964492,1.017648,,,,,,,,,
T4d,,,,,,,,,0.991313,,,,,,,,,0.993001,1.000600,,,,1.013306,,,,,,,,,
T5a,,,,,,,,,,,,,1.022949,,,1.036451,,,,0.989297,0.958747,,,,0.500000,,,,,,,
T5b,,,,,,,,,,,,,0.500000,,,,0.984221,,,1.049051,0.950630,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.025564,,,,,1.074449,,,1.015369,0.959992,0.976102,,,,,,,,,
T5d,,,,,,,,,,,,,1.043520,,,,,1.049812,1.033265,,,,0.999638,,,,,,,,,
Tm1,,,,,0.500000,,,3.604693,4.379292,0.500000,4.893012,4.062720,0.500000,5.000000,0.500000,,,1.031850,,0.500000,0.800977,1.007961,0.992561,4.730262,0.500000,4.933200,5.000000,0.500000,1.446025,5.000000,0.998952,1.945367
Tm2,,,,0.500000,0.500000,,,2.069428,5.000000,0.500000,5.000000,0.500000,0.504429,3.040644,0.500000,0.975286,,1.541413,,1.063647,0.979526,1.064475,1.047699,0.500000,,,2.035891,0.500000,4.737602,5.000000,,0.500000
Tm20,,,,,,,,,,0.600242,2.854747,0.617783,0.989028,5.000000,,,,,,,,,,0.500000,0.500000,4.701036,0.993208,,,5.000000,,0.500000
Tm21,,,,,,,,,2.156827,,,,0.979667,0.963959,,,,,,,,,,5.000000,,,0.969731,,,,,
Tm3,,,,2.406181,0.500000,,,,0.500000,0.792234,4.215996,,1.074455,0.500000,1.007993,5.000000,1.000593,2.014140,0.960441,,0.965389,,1.042068,,,,,4.319346,0.500000,,0.958441,1.014363
Tm4,,,,,4.268387,,,,0.500000,2.590538,,1.032994,0.996186,4.941931,0.500000,,,,,0.500000,0.952897,1.032575,1.020046,0.500000,0.500000,,5.000000,0.500000,2.028999,,1.032842,0.500000
Tm9,,,,,,3.167120,,,,3.317520,2.504875,,0.958216,1.307028,,,,,,0.500000,0.500000,1.077651,0.969503,4.453704,0.500000,4.594324,1.004394,,0.500000,5.000000,,
C2,0.972538,1.001855,1.039439,0.500000,0.500000,2.839574,0.998205,0.983692,0.966141,0.981401,,0.978051,0.991538,1.049760,0.974140,,,,,,,,,0.980088,,,,,,0.956753,0.960566,0.984206
C3,2.882450,,,0.500000,0.500101,1.757991,5.000000,1.676263,4.131169,0.500000,3.685946,2.507561,1.154503,0.500000,0.974027,1.682111,0.997591,0.992268,0.991522,,,,,0.920189,0.597446,2.657448,1.047138,1.044539,4.963133,1.888271,0.970143,
