idx,cell,a_in,a_out,v_th,e_leak,a_gt,bias_gt,a_h,h_v_mid,h_slope,tau_h_v,v_pre,v_onset
41,Tm21,1.548513,1.438818,-50.447011,-50.000000,0.952556,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-17.627200,-17.587643
42,Tm27,1.548513,0.266286,-49.216826,-50.000000,0.982936,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-29.344759,-29.331805
43,Tm5a,1.548513,0.297013,-49.193966,-50.000000,1.042033,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-35.126185,-35.136987
44,Tm5b,1.548513,0.163967,-49.148014,-50.000000,1.003925,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-35.168703,-35.184162
45,Tm5c,1.548513,1.123646,-50.673186,-50.000000,1.030777,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-9.556099,-9.460635
46,Tm5f,1.548513,0.552620,-49.433442,-50.000000,1.023321,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-21.518033,-21.432528
47,TmY10,1.548513,1.207535,-49.529976,-50.000000,1.018694,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-24.577441,-24.571386
48,TmY11,1.548513,0.100000,-49.357294,-50.000000,1.010660,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-40.037698,-40.072571
49,TmY14,1.548513,0.239619,-49.826706,-50.000000,0.991454,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-29.356585,-29.443297
50,TmY15,1.548513,1.528201,-50.472113,-50.000000,1.012454,0.000000,0.500000,-48.217423,-0.331076,-50.028480,1.185654,1.477199
51,TmY3,1.548513,1.270645,-50.384240,-50.000000,0.951178,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-24.197061,-24.176447
52,TmY4,1.548513,0.796852,-49.710031,-50.000000,1.015156,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-32.765258,-32.763817
53,TmY5a,1.548513,0.723881,-49.632490,-50.000000,0.981283,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-9.607960,-9.515530
54,TmY9q,1.548513,0.577435,-49.333832,-50.000000,1.039637,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-23.106409,-23.077505
55,TmY9q__perp,1.548513,1.190839,-49.459874,-50.000000,1.035011,0.000000,0.500000,-48.217423,-0.331076,-50.028480,-23.238842,-23.227177
