idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
25,T2,1.041622,0.000000,2.761417,4.488069,-37.712477,-50.000000,10.000000,251.326911,0.000000,-12.664958,-12.805795,-27.752020,-14.946225
26,T2a,1.021467,0.000000,2.761417,10.000000,-37.666956,-50.000000,10.000000,251.326911,0.000000,-12.090366,-12.758569,-19.569609,-6.811041
27,T3,1.003151,0.000000,2.761417,1.797524,-40.069563,-50.000000,10.000000,251.326911,0.000000,-11.717192,-12.309823,-18.038912,-5.729089
28,C2,0.952338,0.000000,2.761417,6.026027,-30.612474,-50.000000,10.000000,251.326911,0.000000,-37.674930,-37.619688,-35.258259,2.361429
29,C3,1.029889,0.000000,2.761417,1.887732,-37.634010,-50.000000,10.000000,251.326911,0.000000,-40.072945,-40.074475,-38.227473,1.847002
30,Lawf1,1.032983,0.000000,2.761417,5.078277,-50.000000,-50.000000,10.000000,251.326911,0.000000,8.609900,10.076113,21.610917,11.534804
31,Lawf2,0.953391,0.000000,2.761417,1.098606,-40.100027,-50.000000,10.000000,251.326911,0.000000,-36.010370,-36.088208,-37.485523,-1.397315
32,Dm3v,0.990709,0.000000,2.761417,9.351107,-50.000000,-50.000000,10.000000,251.326911,0.000000,-4.229507,-4.786377,-13.440040,-8.653663
33,Lai,1.002935,0.000000,2.761417,5.849016,-5.617326,-50.000000,10.000000,251.326911,0.000000,-30.642307,-30.896457,-36.116967,-5.220509
34,Mi10,0.986039,0.000000,2.761417,4.193363,-6.851770,-50.000000,10.000000,251.326911,0.000000,-43.032923,-43.566971,-41.924108,1.642863
35,Mi13,0.975313,0.000000,2.761417,4.834006,-39.602522,-50.000000,10.000000,251.326911,0.000000,-68.465204,-69.176768,-75.250646,-6.073878
36,Mi14,1.023393,0.000000,2.761417,6.185155,-50.000000,-50.000000,10.000000,251.326911,0.000000,-27.151986,-27.043586,-26.888593,0.154992
37,Mi15,0.994401,0.000000,2.761417,3.871298,1.229612,-50.000000,10.000000,251.326911,0.000000,-20.693563,-20.636498,-19.353677,1.282822
38,Mi2,1.019513,0.000000,2.761417,9.627949,-50.000000,-50.000000,10.000000,251.326911,0.000000,-36.864388,-36.753138,-33.317588,3.435550
39,Tm16,0.972604,0.000000,2.761417,3.187107,0.233372,-50.000000,10.000000,251.326911,0.000000,-32.818908,-33.063166,-36.857887,-3.794721
40,Tm20,0.967177,0.000000,2.761417,2.932929,-31.321802,-50.000000,10.000000,251.326911,0.000000,-37.065722,-37.153765,-39.010741,-1.856976
41,Tm21,0.994460,0.000000,2.761417,10.000000,-37.494367,-50.000000,10.000000,251.326911,0.000000,-43.279873,-43.055493,-37.975945,5.079549
42,Tm27,1.028639,0.000000,2.761417,9.925379,-30.615539,-50.000000,10.000000,251.326911,0.000000,-30.332438,-30.596559,-33.208116,-2.611557
43,Tm5a,1.030321,0.000000,2.761417,6.281545,-3.539973,-50.000000,10.000000,251.326911,0.000000,-28.726351,-28.610648,-31.418068,-2.807420
44,Tm5b,1.024561,0.000000,2.761417,5.442450,-1.326932,-50.000000,10.000000,251.326911,0.000000,15.907506,16.267847,14.615098,-1.652749
45,Tm5c,1.030360,0.000000,2.761417,6.686197,-42.832837,-50.000000,10.000000,251.326911,0.000000,-39.388273,-39.471038,-40.333693,-0.862655
46,Tm5f,1.027729,0.000000,2.761417,4.483069,-45.420619,-50.000000,10.000000,251.326911,0.000000,-27.611322,-27.857881,-30.143257,-2.285376
47,TmY10,1.031850,0.000000,2.761417,9.581614,-27.462273,-50.000000,10.000000,251.326911,0.000000,-41.863888,-41.882314,-43.033057,-1.150743
48,TmY11,1.015292,0.000000,2.761417,4.906341,1.727717,-50.000000,10.000000,251.326911,0.000000,16.935597,17.695035,13.923110,-3.771925
49,TmY14,0.968099,0.000000,2.761417,4.888898,-50.000000,-50.000000,10.000000,251.326911,0.000000,2.583266,2.864830,16.281672,13.416842
50,TmY15,0.954991,0.000000,2.761417,2.821091,-50.000000,-50.000000,10.000000,251.326911,0.000000,7.235784,8.150968,32.770766,24.619798
51,TmY3,1.003903,0.000000,2.761417,6.224876,-32.977546,-50.000000,10.000000,251.326911,0.000000,-34.124563,-34.179069,-39.831904,-5.652834
52,TmY4,0.983664,0.000000,2.761417,3.615885,-49.730893,-50.000000,10.000000,251.326911,0.000000,-53.886809,-53.915930,-50.269856,3.646074
53,TmY5a,1.041675,0.000000,2.761417,8.487489,-50.000000,-50.000000,10.000000,251.326911,0.000000,-22.941501,-22.677479,-17.004937,5.672542
54,TmY9q,0.982263,0.000000,2.761417,0.100000,-44.271266,-50.000000,10.000000,251.326911,0.000000,-45.114753,-45.216037,-45.252813,-0.036776
55,TmY9q__perp,0.958627,0.000000,2.761417,7.098787,-50.000000,-50.000000,10.000000,251.326911,0.000000,-25.131301,-25.543289,-30.923426,-5.380137
