,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
T3,,,,,,,,,,,,,0.500000,1.026008,0.986148,,,,0.993821,,,,,0.948407,,,5.000000,4.891641,,,,5.000000
T4a,,,,,,,,,,,1.627330,,,,,0.500000,0.966481,0.951919,1.049199,0.979399,,,,,,,,,,,,0.500000
T4b,,,,,,,,,4.036986,0.500000,2.439525,,,,,0.500000,5.000000,,0.950022,,5.000000,,,,,,,,,,,
T4c,,,,,,,,,,,4.884802,,0.990785,,,,,0.500000,,,,0.964136,0.961235,,,,,,,,,
T4d,,,,,,,,,1.030736,,,,,,,,,1.015749,0.824699,,,,0.963174,,,,,,,,,
T5a,,,,,,,,,,,,,5.000000,,,0.744605,,,,5.000000,1.024311,,,,0.511738,,,,,,,
T5b,,,,,,,,,,,,,5.000000,,,,0.500000,,,0.964862,5.000000,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.500000,,,,,4.675112,,,1.017952,1.221933,0.988507,,,,,,,,,
T5d,,,,,,,,,,,,,5.000000,,,,,0.500000,0.964691,,,,5.000000,,,,,,,,,
Tm1,,,,,0.607017,,,2.407163,1.688810,0.500000,2.670767,0.500000,2.251896,4.988038,5.000000,,,1.008829,,5.000000,0.500000,4.022312,5.000000,5.000000,0.500000,2.025872,5.000000,0.500000,0.500000,5.000000,1.034082,1.577289
Tm2,,,,1.871463,0.500000,,,3.516489,0.500000,0.500000,5.000000,0.500000,2.191380,0.500000,4.490834,1.032160,,0.500000,,5.000000,0.500000,0.500000,5.000000,0.500000,,,5.000000,0.500000,0.500000,0.500000,,0.500000
Tm20,,,,,,,,,,0.500000,3.130419,0.500000,1.598351,5.000000,,,,,,,,,,2.044451,0.500917,2.812109,0.974016,,,5.000000,,0.500000
Tm21,,,,,,,,,5.000000,,,,0.500000,1.021531,,,,,,,,,,4.033513,,,0.500000,,,,,
Tm3,,,,0.500000,0.500000,,,,0.500000,5.000000,0.500000,,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,1.352673,,0.998948,,0.958970,,,,,5.000000,0.500000,,0.987360,3.479787
Tm4,,,,,2.302776,,,,0.500000,0.696195,,0.985648,0.500000,5.000000,1.042985,,,,,5.000000,5.000000,0.500000,5.000000,5.000000,5.000000,,5.000000,0.500000,5.000000,,1.070420,0.500000
Tm9,,,,,,0.500000,,,,0.500000,1.474555,,5.000000,5.000000,,,,,,5.000000,3.124790,0.500000,5.000000,1.363785,0.500000,3.161984,1.029009,,1.434499,5.000000,,
C2,1.044057,1.044353,0.983482,0.500000,2.878051,4.184003,0.723263,1.279033,1.155315,1.441955,,1.054974,0.959509,1.006865,1.031281,,,,,,,,,1.121197,,,,,,0.500000,1.039933,0.978258
C3,2.472401,,,2.760745,0.500000,5.000000,5.000000,5.000000,5.000000,2.007121,5.000000,1.999224,2.457683,1.873220,0.500000,2.453262,0.500000,0.733201,1.028416,,,,,0.518002,0.791452,5.000000,1.265319,0.552943,0.500000,5.000000,1.039516,
