idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
27,T3,1.017300,0.000000,2.312777,2.981721,-38.941710,-50.000000,10.000000,221.036344,0.000000,-23.263631,-23.596438,-26.920597,-3.324160
28,C2,0.970860,0.000000,2.312777,2.636554,-36.712210,-50.000000,10.000000,221.036344,0.000000,-38.723021,-38.641566,-37.106571,1.534995
29,C3,1.021766,0.000000,2.312777,1.872438,-38.524338,-50.000000,10.000000,221.036344,0.000000,-31.816150,-31.864724,-30.266688,1.598035
30,Lawf1,1.049180,0.000000,2.312777,4.368715,-50.000000,-50.000000,10.000000,221.036344,0.000000,-27.260847,-26.676578,-24.308403,2.368175
31,Lawf2,1.007910,0.000000,2.312777,3.484190,-38.547486,-50.000000,10.000000,221.036344,0.000000,-41.402398,-41.480052,-40.525732,0.954319
32,Dm3v,0.990975,0.000000,2.312777,10.000000,-50.000000,-50.000000,10.000000,221.036344,0.000000,-27.815804,-28.192359,-32.797670,-4.605311
33,Lai,0.998351,0.000000,2.312777,2.783456,-41.249747,-50.000000,10.000000,221.036344,0.000000,-28.978346,-29.360934,-33.241963,-3.881029
34,Mi10,0.987184,0.000000,2.312777,2.610037,-45.938250,-50.000000,10.000000,221.036344,0.000000,-41.012638,-40.947231,-41.239635,-0.292404
35,Mi13,1.037338,0.000000,2.312777,1.760443,-41.132915,-50.000000,10.000000,221.036344,0.000000,-45.005303,-45.015046,-43.638162,1.376884
36,Mi14,0.987123,0.000000,2.312777,6.816248,-42.640952,-50.000000,10.000000,221.036344,0.000000,-33.549435,-33.567225,-33.770124,-0.202899
37,Mi15,1.017245,0.000000,2.312777,2.748340,-35.147881,-50.000000,10.000000,221.036344,0.000000,-36.490048,-36.341049,-34.268647,2.072402
38,Mi2,0.995940,0.000000,2.312777,4.247429,-37.288720,-50.000000,10.000000,221.036344,0.000000,-25.709627,-25.477596,-21.875508,3.602088
39,Tm16,1.049379,0.000000,2.312777,8.293828,-32.702430,-50.000000,10.000000,221.036344,0.000000,-47.092008,-47.129033,-48.829320,-1.700286
40,Tm20,1.045593,0.000000,2.312777,1.994637,-37.809807,-50.000000,10.000000,221.036344,0.000000,-48.276247,-48.436865,-51.842548,-3.405682
41,Tm21,1.018442,0.000000,2.312777,9.259010,-45.578094,-50.000000,10.000000,221.036344,0.000000,-61.961940,-61.727466,-57.598114,4.129353
42,Tm27,0.992625,0.000000,2.312777,5.781746,-34.415889,-50.000000,10.000000,221.036344,0.000000,-39.871140,-40.023543,-42.109972,-2.086429
43,Tm5a,0.967241,0.000000,2.312777,1.664089,-38.080641,-50.000000,10.000000,221.036344,0.000000,-44.863498,-44.883815,-45.867997,-0.984182
44,Tm5b,1.010776,0.000000,2.312777,5.974218,-33.295632,-50.000000,10.000000,221.036344,0.000000,-29.281845,-29.440155,-31.357592,-1.917437
45,Tm5c,1.001258,0.000000,2.312777,1.753688,-42.391384,-50.000000,10.000000,221.036344,0.000000,-37.960009,-38.091448,-40.165771,-2.074323
46,Tm5f,1.045409,0.000000,2.312777,7.008664,-43.446217,-50.000000,10.000000,221.036344,0.000000,-40.788282,-41.051919,-43.058082,-2.006163
47,TmY10,1.025537,0.000000,2.312777,4.606814,-32.271529,-50.000000,10.000000,221.036344,0.000000,-36.063628,-36.181971,-37.854319,-1.672348
48,TmY11,1.012599,0.000000,2.312777,10.000000,-31.173724,-50.000000,10.000000,221.036344,0.000000,-60.601379,-60.550371,-61.616382,-1.066011
49,TmY14,0.958208,0.000000,2.312777,2.205965,-42.624141,-50.000000,10.000000,221.036344,0.000000,18.016006,17.208067,-2.989601,-20.197667
50,TmY15,0.955172,0.000000,2.312777,3.515145,-44.615167,-50.000000,10.000000,221.036344,0.000000,-2.856655,-1.614466,15.644695,17.259160
51,TmY3,1.043381,0.000000,2.312777,5.166316,-38.710535,-50.000000,10.000000,221.036344,0.000000,-30.416520,-30.889938,-43.110687,-12.220749
52,TmY4,1.031100,0.000000,2.312777,7.522531,-42.600948,-50.000000,10.000000,221.036344,0.000000,-17.313097,-17.545520,-19.234322,-1.688802
53,TmY5a,0.955186,0.000000,2.312777,5.175256,-35.209746,-50.000000,10.000000,221.036344,0.000000,-5.969262,-6.284459,-11.424901,-5.140442
54,TmY9q,0.996823,0.000000,2.312777,4.533625,-50.000000,-50.000000,10.000000,221.036344,0.000000,-35.391293,-35.759531,-38.508143,-2.748612
55,TmY9q__perp,1.038348,0.000000,2.312777,8.644232,-50.000000,-50.000000,10.000000,221.036344,0.000000,-33.615741,-33.824224,-36.225416,-2.401192
