idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
14,T4c,0.955587,0.000000,2.775909,3.210281,-50.000000,-50.000000,10.000000,249.064865,0.000000,-46.391108,-46.245071,-43.205531,3.039540
15,T4d,1.049523,0.000000,2.775909,6.147122,-34.918278,-50.000000,10.000000,249.064865,0.000000,-31.769254,-31.574422,-28.424818,3.149604
16,Tm1,1.241382,0.000000,2.775909,0.664121,-37.470791,-50.000000,10.000000,249.064865,0.000000,-20.137640,-20.520544,-26.988657,-6.468112
17,Tm2,1.016692,0.000000,2.775909,2.830143,-36.440066,-50.000000,10.000000,249.064865,0.000000,-25.754784,-25.936736,-30.540806,-4.604070
18,Tm4,1.126562,0.000000,2.775909,1.797246,-49.998189,-50.000000,10.000000,249.064865,0.000000,-22.844562,-23.366544,-32.590309,-9.223765
19,Tm9,0.500000,0.000000,2.775909,2.780956,-27.810222,-50.000000,10.000000,249.064865,0.000000,-27.531925,-27.692327,-29.150876,-1.458549
20,T5a,0.980011,0.000000,2.775909,4.472315,-50.000000,-50.000000,10.000000,249.064865,0.000000,-18.251702,-19.359599,-29.808028,-10.448428
21,T5b,1.011056,0.000000,2.775909,10.000000,-48.880030,-50.000000,10.000000,249.064865,0.000000,-34.262357,-34.596020,-39.574564,-4.978544
22,T5c,1.013045,0.000000,2.775909,6.330841,-28.239752,-50.000000,10.000000,249.064865,0.000000,-7.405440,-7.648851,-10.667301,-3.018449
23,T5d,1.015765,0.000000,2.775909,9.678604,-30.096500,-50.000000,10.000000,249.064865,0.000000,31.381353,30.336296,21.647394,-8.688902
24,T1,1.031536,0.000000,2.775909,2.173440,-38.805864,-50.000000,10.000000,249.064865,0.000000,-38.566634,-38.640824,-39.947001,-1.306177
25,T2,0.995190,0.000000,2.775909,1.854437,-47.298153,-50.000000,10.000000,249.064865,0.000000,-23.827594,-24.834046,-35.394170,-10.560124
26,T2a,0.968688,0.000000,2.775909,7.506534,-37.493555,-50.000000,10.000000,249.064865,0.000000,-26.170622,-26.696617,-30.602570,-3.905953
27,T3,1.041103,0.000000,2.775909,3.024073,-47.128931,-50.000000,10.000000,249.064865,0.000000,-9.595503,-10.360249,-13.899189,-3.538940
28,C2,1.035474,0.000000,2.775909,4.283771,-31.215022,-50.000000,10.000000,249.064865,0.000000,-38.999209,-38.893559,-36.681331,2.212228
29,C3,0.971771,0.000000,2.775909,2.228484,-38.075962,-50.000000,10.000000,249.064865,0.000000,-29.102862,-29.106872,-27.629993,1.476879
30,Lawf1,0.970185,0.000000,2.775909,4.006018,-50.000000,-50.000000,10.000000,249.064865,0.000000,-31.876957,-30.905301,-26.466137,4.439165
31,Lawf2,1.028006,0.000000,2.775909,2.034172,-41.984532,-50.000000,10.000000,249.064865,0.000000,-40.911159,-40.900214,-39.406619,1.493595
32,Dm3v,1.043019,0.000000,2.775909,9.405674,-46.317157,-50.000000,10.000000,249.064865,0.000000,-30.866108,-31.189857,-34.751102,-3.561245
33,Lai,1.026122,0.000000,2.775909,3.390711,-35.045271,-50.000000,10.000000,249.064865,0.000000,-42.287375,-42.449142,-44.981703,-2.532561
34,Mi10,1.032844,0.000000,2.775909,3.323380,-47.938035,-50.000000,10.000000,249.064865,0.000000,-53.594603,-53.199633,-52.106527,1.093105
35,Mi13,1.018021,0.000000,2.775909,2.571911,-50.000000,-50.000000,10.000000,249.064865,0.000000,-54.603678,-54.891087,-56.326951,-1.435864
36,Mi14,1.018978,0.000000,2.775909,4.962790,-49.088648,-50.000000,10.000000,249.064865,0.000000,-5.716554,-6.248929,-6.049346,0.199583
37,Mi15,0.957921,0.000000,2.775909,5.982542,-30.679113,-50.000000,10.000000,249.064865,0.000000,-36.612035,-36.543521,-35.627669,0.915852
38,Mi2,0.998974,0.000000,2.775909,5.303105,-50.000000,-50.000000,10.000000,249.064865,0.000000,-36.501769,-36.257817,-31.749682,4.508135
39,Tm16,0.992013,0.000000,2.775909,10.000000,-29.803185,-50.000000,10.000000,249.064865,0.000000,-47.404751,-47.535973,-49.095495,-1.559522
40,Tm20,1.030013,0.000000,2.775909,2.089360,-36.797960,-50.000000,10.000000,249.064865,0.000000,-45.068206,-45.199154,-47.793218,-2.594064
41,Tm21,0.972571,0.000000,2.775909,7.118640,-39.533004,-50.000000,10.000000,249.064865,0.000000,-42.488707,-40.333479,48.305194,88.638673
42,Tm27,1.040921,0.000000,2.775909,5.473307,-36.375558,-50.000000,10.000000,249.064865,0.000000,-39.723885,-39.922854,-42.942340,-3.019486
43,Tm5a,0.995465,0.000000,2.775909,3.224607,-32.752663,-50.000000,10.000000,249.064865,0.000000,-36.942099,-36.930148,-36.919071,0.011077
44,Tm5b,1.040787,0.000000,2.775909,6.453023,-33.208597,-50.000000,10.000000,249.064865,0.000000,-30.060439,-30.127730,-31.338372,-1.210642
45,Tm5c,1.037554,0.000000,2.775909,6.758186,-42.676431,-50.000000,10.000000,249.064865,0.000000,-40.832514,-40.929600,-42.769704,-1.840104
46,Tm5f,0.998870,0.000000,2.775909,5.702578,-38.989080,-50.000000,10.000000,249.064865,0.000000,-38.657085,-38.880371,-40.314696,-1.434326
47,TmY10,0.971527,0.000000,2.775909,6.064606,-31.639539,-50.000000,10.000000,249.064865,0.000000,-39.782290,-39.835040,-41.007589,-1.172550
48,TmY11,1.025654,0.000000,2.775909,10.000000,-32.849899,-50.000000,10.000000,249.064865,0.000000,-68.886346,-68.704550,-70.472910,-1.768360
49,TmY14,1.046124,0.000000,2.775909,3.853914,-50.000000,-50.000000,10.000000,249.064865,0.000000,-12.698889,-12.726784,-9.183910,3.542874
50,TmY15,1.012004,0.000000,2.775909,4.553702,-48.935526,-50.000000,10.000000,249.064865,0.000000,-19.257281,-18.653559,-6.016061,12.637498
51,TmY3,1.034019,0.000000,2.775909,10.000000,-33.249627,-50.000000,10.000000,249.064865,0.000000,-41.626132,-42.086057,-45.173085,-3.087029
52,TmY4,1.007323,0.000000,2.775909,5.142890,-50.000000,-50.000000,10.000000,249.064865,0.000000,-0.490427,0.611587,3.315960,2.704373
53,TmY5a,1.016589,0.000000,2.775909,9.187356,-47.303694,-50.000000,10.000000,249.064865,0.000000,-31.559415,-31.945904,-31.650235,0.295669
54,TmY9q,1.007541,0.000000,2.775909,4.629191,-45.904225,-50.000000,10.000000,249.064865,0.000000,-14.981565,-15.288581,-18.825648,-3.537067
55,TmY9q__perp,1.010754,0.000000,2.775909,9.969352,-50.000000,-50.000000,10.000000,249.064865,0.000000,-31.438946,-31.732052,-34.676425,-2.944373
