idx,ctype,inp_gain,out_gain,Ih_gmax,Ih_gmax_off,out_scale,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
21,Mi2,0.169906,0.113004,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
22,Mi3,1.232952,1.241801,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
23,Mi4,1.515824,1.162264,0.000000,0.000000,2.355156,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
24,Mi9,1.246455,0.471095,0.000000,0.000000,1.412344,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
25,Mi10,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
26,Mi11,0.449883,0.590544,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
27,Mi12,1.663719,1.635004,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
28,Mi13,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
29,Mi14,3.251825,2.692624,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
30,Mi15,0.442877,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
31,T1,1.587181,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
32,T2,0.251741,0.286535,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
33,T2a,0.223714,0.243754,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
34,T3,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
35,T4a,2.165464,1.416561,0.000000,0.000000,2.713251,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
36,T4b,2.242704,1.692300,0.000000,0.000000,2.233094,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
37,T4c,1.066362,0.618397,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
38,T4d,2.396187,3.080981,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
39,T5a,0.361375,1.580916,0.000000,0.000000,0.296282,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
40,T5b,0.479233,1.348804,0.000000,0.000000,0.266510,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
41,T5c,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
42,T5d,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
43,Tm1,0.827188,0.649245,0.000000,0.000000,1.364464,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
44,Tm2,0.825721,0.301511,0.000000,0.000000,0.816194,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
45,Tm3,1.847904,0.366685,0.000000,0.000000,1.500057,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
46,Tm4,3.132111,1.406898,0.000000,0.000000,2.048207,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
47,Tm5Y,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
48,Tm5a,0.447295,0.458034,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
49,Tm5b,0.568449,0.511148,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
50,Tm5c,1.872792,2.072660,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
51,Tm9,1.436006,0.100000,0.000000,0.000000,1.577543,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
52,Tm16,1.148346,1.157352,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
53,Tm20,2.371615,2.795640,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
54,Tm28,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
55,Tm30,0.511250,0.505663,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
56,TmY3,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
57,TmY4,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
58,TmY5a,2.775769,3.103676,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
59,TmY9,0.368230,0.261465,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
60,TmY10,0.354994,0.373311,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
61,TmY13,0.100000,0.100000,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
62,TmY14,0.378203,1.435500,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
63,TmY15,0.702227,0.239775,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
64,TmY18,0.108383,0.107872,0.000000,0.000000,1.000000,-46.202125,-0.200000,-49.766154,-46.624503,-0.200000,-49.462437
