column_id,p,q,u,v
149,-13,-1,13,-12
150,10,-5,-10,15
151,-4,-10,4,6
152,-11,-4,11,-7
153,-8,8,8,-16
154,8,-8,-8,16
155,14,-1,-14,15
156,9,-8,-9,17
157,-3,-4,3,1
158,-6,1,6,-7
159,-4,11,4,-15
160,12,8,-12,4
161,-11,-3,11,-8
162,3,-5,-3,8
163,12,-5,-12,17
164,0,-2,0,2
165,4,12,-4,-8
166,9,9,-9,0
167,-9,-8,9,-1
168,9,8,-9,1
169,-9,-9,9,0
170,5,-4,-5,9
171,-16,-4,16,-12
172,10,12,-10,-2
173,-15,-10,15,-5
174,-12,-3,12,-9
175,2,-9,-2,11
176,8,5,-8,3
177,1,-2,-1,3
178,3,8,-3,-5
179,-3,-13,3,10
180,-16,-11,16,-5
181,-3,-1,3,-2
182,-12,2,12,-14
183,-3,-12,3,9
184,3,-8,-3,11
185,-8,-3,8,-5
186,14,12,-14,2
187,7,14,-7,-7
188,13,4,-13,9
189,0,13,0,-13
190,0,-5,0,5
191,-5,-6,5,1
192,-2,12,2,-14
193,7,-3,-7,10
194,-3,-2,3,-1
195,2,-3,-2,5
196,5,3,-5,2
197,-10,-10,10,0
198,-5,7,5,-12
199,-6,-6,6,0
200,11,1,-11,10
201,12,-3,-12,15
202,14,13,-14,1
203,-4,3,4,-7
204,-6,4,6,-10
205,-8,2,8,-10
206,5,0,-5,5
207,13,16,-13,-3
208,-16,-5,16,-11
209,-1,-7,1,6
210,10,-2,-10,12
211,6,-7,-6,13
212,-10,-6,10,-4
213,-5,1,5,-6
214,6,-3,-6,9
215,-3,10,3,-13
216,7,12,-7,-5
217,1,14,-1,-13
218,3,7,-3,-4
219,-8,4,8,-12
220,-5,-1,5,-4
221,8,-5,-8,13
222,16,10,-16,6
223,15,11,-15,4
224,2,3,-2,-1
225,-15,-11,15,-4
226,4,15,-4,-11
227,9,-4,-9,13
228,7,-6,-7,13
229,-4,6,4,-10
230,2,7,-2,-5
231,-10,-2,10,-8
232,10,3,-10,7
233,-11,-2,11,-9
234,0,3,0,-3
235,1,10,-1,-9
236,3,1,-3,2
237,15,12,-15,3
238,6,-9,-6,15
239,9,-3,-9,12
240,2,-5,-2,7
241,-11,-6,11,-5
242,7,-1,-7,8
243,-10,-11,10,1
244,-2,-10,2,8
245,3,-6,-3,9
246,11,4,-11,7
247,-4,-11,4,7
248,6,-6,-6,12
249,-8,-4,8,-4
250,1,0,-1,1
251,-6,-8,6,2
252,8,15,-8,-7
253,3,13,-3,-10
254,-15,-9,15,-6
255,-1,-12,1,11
256,-15,-5,15,-10
257,8,13,-8,-5
258,-5,-12,5,7
259,4,-9,-4,13
260,12,7,-12,5
261,7,6,-7,1
262,-7,-4,7,-3
263,5,-1,-5,6
264,-2,-4,2,2
265,5,-6,-5,11
266,-12,-13,12,1
267,7,-5,-7,12
268,-10,4,10,-14
269,-12,-7,12,-5
270,-5,-3,5,-2
271,-1,7,1,-8
272,-4,2,4,-6
273,17,6,-17,11
274,-4,8,4,-12
275,7,-8,-7,15
276,-1,4,1,-5
277,-9,6,9,-15
278,10,0,-10,10
279,8,0,-8,8
280,-1,-13,1,12
281,10,-8,-10,18
282,13,13,-13,0
283,6,-2,-6,8
284,12,13,-12,-1
285,-15,-3,15,-12
286,-12,-12,12,0
287,11,2,-11,9
288,16,14,-16,2
289,6,5,-6,1
290,-17,-7,17,-10
291,-6,8,6,-14
292,13,5,-13,8
293,-13,-4,13,-9
294,-11,-9,11,-2
295,16,13,-16,3
296,-10,-8,10,-2
297,-12,3,12,-15
298,7,-2,-7,9
299,10,2,-10,8
300,-13,-5,13,-8
301,13,3,-13,10
302,6,11,-6,-5
303,16,6,-16,10
304,-4,9,4,-13
305,9,-5,-9,14
306,0,7,0,-7
307,-18,-7,18,-11
308,9,-1,-9,10
309,12,0,-12,12
310,9,13,-9,-4
311,14,1,-14,13
312,-8,1,8,-9
313,-6,9,6,-15
314,11,-6,-11,17
315,0,-6,0,6
316,-7,3,7,-10
317,3,-7,-3,10
318,-14,-5,14,-9
319,4,1,-4,3
320,-1,-4,1,3
321,-6,10,6,-16
322,11,15,-11,-4
323,0,-13,0,13
324,9,15,-9,-6
325,-5,6,5,-11
326,6,10,-6,-4
327,-4,7,4,-11
328,-10,1,10,-11
329,12,12,-12,0
330,-2,5,2,-7
331,-9,-6,9,-3
332,-17,-9,17,-8
333,-11,-10,11,-1
334,-14,-12,14,-2
335,2,6,-2,-4
336,11,12,-11,-1
337,2,-8,-2,10
338,1,-1,-1,2
339,-1,12,1,-13
340,12,5,-12,7
341,-15,-2,15,-13
342,-10,-5,10,-5
343,16,11,-16,5
344,-6,-9,6,3
345,-9,-3,9,-6
346,2,-11,-2,13
347,-2,-11,2,9
348,4,10,-4,-6
349,-2,-12,2,10
350,6,9,-6,-3
351,-8,-9,8,1
352,16,12,-16,4
353,10,14,-10,-4
354,-11,-15,11,4
355,4,-10,-4,14
356,11,11,-11,0
357,4,13,-4,-9
358,11,6,-11,5
359,9,14,-9,-5
360,14,5,-14,9
361,-4,-3,4,-1
362,-12,-8,12,-4
363,-9,5,9,-14
364,-2,6,2,-8
365,-1,8,1,-9
366,-5,-15,5,10
367,-2,-13,2,11
368,-6,-14,6,8
369,-8,3,8,-11
370,13,8,-13,5
371,-9,4,9,-13
372,-2,0,2,-2
373,-12,-9,12,-3
374,4,9,-4,-5
375,9,-2,-9,11
376,2,-12,-2,14
377,3,4,-3,-1
378,12,6,-12,6
379,-12,-5,12,-7
380,15,14,-15,1
381,3,-12,-3,15
382,-6,0,6,-6
383,11,0,-11,11
384,5,-7,-5,12
385,-6,-12,6,6
386,15,4,-15,11
387,-7,-8,7,1
388,6,13,-6,-7
389,-2,-14,2,12
390,1,-10,-1,11
391,-6,3,6,-9
392,7,0,-7,7
393,12,10,-12,2
394,3,-11,-3,14
395,-11,-11,11,0
396,6,4,-6,2
397,-7,-12,7,5
398,14,8,-14,6
399,-8,-16,8,8
400,-16,-13,16,-3
401,-8,-11,8,3
402,10,16,-10,-6
403,-4,-8,4,4
404,11,9,-11,2
405,2,8,-2,-6
406,-14,-11,14,-3
407,0,-10,0,10
408,4,-8,-4,12
409,-2,-1,2,-1
410,1,-3,-1,4
411,-5,-14,5,9
412,16,5,-16,11
413,-2,-5,2,3
414,6,15,-6,-9
415,0,12,0,-12
416,-7,-1,7,-6
417,1,-11,-1,12
418,9,6,-9,3
419,-3,-8,3,5
420,-8,5,8,-13
421,7,5,-7,2
422,5,-9,-5,14
423,-12,-6,12,-6
424,2,-4,-2,6
425,7,13,-7,-6
426,3,-3,-3,6
427,-14,-4,14,-10
428,13,10,-13,3
429,9,5,-9,4
430,-1,-6,1,5
431,-3,-7,3,4
432,8,-1,-8,9
433,-4,-4,4,0
434,6,1,-6,5
435,-14,-3,14,-11
436,-8,-7,8,-1
437,9,3,-9,6
438,11,16,-11,-5
439,-2,-7,2,5
440,10,13,-10,-3
441,-11,-5,11,-6
442,17,8,-17,9
443,8,-4,-8,12
444,-9,-1,9,-8
445,6,2,-6,4
446,-9,-5,9,-4
447,2,0,-2,2
448,15,15,-15,0
449,-14,-2,14,-12
450,-7,-2,7,-5
451,6,14,-6,-8
452,-6,-3,6,-3
453,9,16,-9,-7
454,-11,-1,11,-10
455,-11,4,11,-15
456,10,11,-10,-1
457,10,7,-10,3
458,-5,5,5,-10
459,-7,4,7,-11
460,-7,-13,7,6
461,-10,5,10,-15
462,10,8,-10,2
463,3,14,-3,-11
464,-4,4,4,-8
465,-3,3,3,-6
466,6,8,-6,-2
467,-8,-12,8,4
468,8,3,-8,5
469,13,0,-13,13
470,-9,0,9,-9
471,-16,-10,16,-6
472,11,14,-11,-3
473,15,8,-15,7
474,-6,-11,6,5
475,3,-4,-3,7
476,8,7,-8,1
477,4,-2,-4,6
478,15,1,-15,14
479,7,3,-7,4
480,-13,-6,13,-7
481,-8,0,8,-8
482,7,10,-7,-3
483,-6,-1,6,-5
484,-8,-1,8,-7
485,1,-4,-1,5
486,0,1,0,-1
487,-2,1,2,-3
488,-5,10,5,-15
489,8,2,-8,6
490,8,-2,-8,10
491,-8,7,8,-15
492,6,-8,-6,14
493,14,9,-14,5
494,14,15,-14,-1
495,-2,7,2,-9
496,-3,11,3,-14
497,-6,7,6,-13
498,-1,11,1,-12
499,0,10,0,-10
500,-11,3,11,-14
501,0,2,0,-2
502,-1,9,1,-10
503,5,12,-5,-7
504,6,3,-6,3
505,-17,-5,17,-12
506,-7,-5,7,-2
507,-1,-11,1,10
508,10,1,-10,9
509,9,1,-9,8
510,7,4,-7,3
511,-11,0,11,-11
512,-6,6,6,-12
513,-3,-10,3,7
514,-1,-9,1,8
515,4,-11,-4,15
516,-16,-2,16,-14
517,-5,8,5,-13
518,15,7,-15,8
519,2,-7,-2,9
520,-9,-13,9,4
521,-11,2,11,-13
522,4,-4,-4,8
523,5,9,-5,-4
524,-14,-6,14,-8
525,-9,-11,9,2
526,-5,-5,5,0
527,0,-8,0,8
528,1,6,-1,-5
529,-3,1,3,-4
530,-4,-9,4,5
531,-1,1,1,-2
532,11,-4,-11,15
533,-8,-8,8,0
534,-2,4,2,-6
535,-10,6,10,-16
536,-1,5,1,-6
537,-12,-11,12,-1
538,4,-3,-4,7
539,13,2,-13,11
540,-3,-6,3,3
541,11,3,-11,8
542,-13,0,13,-13
543,-1,-3,1,2
544,-10,-3,10,-7
545,0,11,0,-11
546,0,6,0,-6
547,11,10,-11,1
548,-9,-7,9,-2
549,-5,-4,5,-1
550,3,0,-3,3
551,-1,-8,1,7
552,-5,4,5,-9
553,11,5,-11,6
554,7,-10,-7,17
555,8,1,-8,7
556,5,5,-5,0
557,-11,1,11,-12
558,-7,-14,7,7
559,17,5,-17,12
560,14,0,-14,14
561,-2,9,2,-11
562,4,-6,-4,10
563,-12,-1,12,-11
564,-15,-8,15,-7
565,-13,-13,13,0
566,-9,1,9,-10
567,13,9,-13,4
568,2,-10,-2,12
569,-3,9,3,-12
570,10,15,-10,-5
571,-7,-7,7,0
572,9,-6,-9,15
573,3,11,-3,-8
574,8,-3,-8,11
575,-2,11,2,-13
576,14,14,-14,0
577,-12,-2,12,-10
578,-10,-1,10,-9
579,-2,-8,2,6
580,-10,-13,10,3
581,1,8,-1,-7
582,12,11,-12,1
583,-16,-9,16,-7
584,7,16,-7,-9
585,-11,-12,11,1
586,7,11,-7,-4
587,7,15,-7,-8
588,1,3,-1,-2
589,-2,-3,2,1
590,3,6,-3,-3
591,-5,2,5,-7
592,-17,-11,17,-6
593,-10,-4,10,-6
594,-15,-1,15,-14
595,-13,1,13,-14
596,-4,-12,4,8
597,-4,5,4,-9
598,-11,-7,11,-4
599,5,4,-5,1
600,-8,-2,8,-6
601,7,9,-7,-2
602,-5,3,5,-8
603,-9,-14,9,5
604,-3,-14,3,11
605,4,11,-4,-7
606,-9,-10,9,1
607,8,10,-8,-2
608,4,6,-4,-2
609,2,-2,-2,4
610,-14,-9,14,-5
611,-8,-10,8,2
612,-10,-16,10,6
613,6,-10,-6,16
614,-2,-6,2,4
615,3,-10,-3,13
616,10,5,-10,5
617,-7,-10,7,3
618,13,11,-13,2
619,-6,-13,6,7
620,-7,8,7,-15
621,11,13,-11,-2
622,15,5,-15,10
623,5,8,-5,-3
624,-10,-7,10,-3
625,14,10,-14,4
626,1,-9,-1,10
627,-1,0,1,-1
628,0,0,0,0
629,8,16,-8,-8
630,0,8,0,-8
631,12,14,-12,-2
632,-13,-7,13,-6
633,-11,-13,11,2
634,-5,-10,5,5
635,-9,3,9,-12
636,3,3,-3,0
637,-14,-7,14,-7
638,4,3,-4,1
639,13,6,-13,7
640,-7,-9,7,2
641,5,-10,-5,15
642,-1,-10,1,9
643,1,13,-1,-12
644,15,3,-15,12
645,17,10,-17,7
646,2,15,-2,-13
647,0,-7,0,7
648,2,5,-2,-3
649,3,2,-3,1
650,-10,-15,10,5
651,1,-6,-1,7
652,0,-11,0,11
653,0,-12,0,12
654,7,1,-7,6
655,-7,6,7,-13
656,-6,-5,6,-1
657,-11,-14,11,3
658,9,11,-9,-2
659,1,-7,-1,8
660,12,16,-12,-4
661,10,4,-10,6
662,-3,2,3,-5
663,4,4,-4,0
664,-15,-12,15,-3
665,-8,6,8,-14
666,-14,1,14,-15
667,-15,-13,15,-2
668,8,11,-8,-3
669,-12,-4,12,-8
670,-3,8,3,-11
671,-8,-15,8,7
672,13,-2,-13,15
673,0,5,0,-5
674,-3,-11,3,8
675,16,3,-16,13
676,-8,-13,8,5
677,5,6,-5,-1
678,-7,0,7,-7
679,5,13,-5,-8
680,13,12,-13,1
681,-9,-12,9,3
682,-10,2,10,-12
683,1,5,-1,-4
684,14,3,-14,11
685,0,-9,0,9
686,-16,-6,16,-10
687,4,-7,-4,11
688,12,-2,-12,14
689,11,7,-11,4
690,5,-8,-5,13
691,11,-7,-11,18
692,16,8,-16,8
693,15,10,-15,5
694,-3,6,3,-9
695,11,-1,-11,12
696,10,6,-10,4
697,-12,-10,12,-2
698,-10,3,10,-13
699,5,-5,-5,10
700,2,13,-2,-11
701,-2,-2,2,0
702,16,7,-16,9
703,3,-2,-3,5
704,11,-3,-11,14
705,-1,2,1,-3
706,1,-13,-1,14
707,14,11,-14,3
708,-9,-16,9,7
709,-10,-14,10,4
710,-17,-8,17,-9
711,10,9,-10,1
712,13,-1,-13,14
713,14,2,-14,12
714,1,11,-1,-10
715,1,9,-1,-8
716,-7,1,7,-8
717,-13,-9,13,-4
718,17,7,-17,10
719,12,15,-12,-3
720,15,6,-15,9
721,1,12,-1,-11
722,-14,-1,14,-13
723,-4,-7,4,3
724,-3,5,3,-8
725,-9,-15,9,6
726,-16,-12,16,-4
727,-4,10,4,-14
728,-1,13,1,-14
729,17,12,-17,5
730,-7,7,7,-14
731,10,-1,-10,11
732,6,0,-6,6
733,-4,-13,4,9
734,-2,2,2,-4
735,-13,-10,13,-3
736,8,-7,-8,15
737,9,10,-9,-1
738,9,4,-9,5
739,8,-6,-8,14
740,-6,-2,6,-4
741,-5,-9,5,4
742,9,2,-9,7
743,-16,-3,16,-13
744,16,9,-16,7
745,6,7,-6,-1
746,4,-1,-4,5
747,1,1,-1,0
748,14,6,-14,8
749,2,-1,-2,3
750,-16,-8,16,-8
751,2,4,-2,-2
752,5,2,-5,3
753,15,9,-15,6
754,-6,-7,6,1
755,5,14,-5,-9
756,5,15,-5,-10
757,-3,-3,3,0
758,-6,5,6,-11
759,0,14,0,-14
760,8,9,-8,-1
761,-5,-13,5,8
762,7,7,-7,0
763,12,2,-12,10
764,5,-11,-5,16
765,7,2,-7,5
766,-4,0,4,-4
767,13,15,-13,-2
768,-1,6,1,-7
769,-18,-9,18,-9
770,-3,7,3,-10
771,-17,-10,17,-7
772,5,7,-5,-2
773,-15,-4,15,-11
774,11,-5,-11,16
775,6,16,-6,-10
776,5,16,-5,-11
777,4,16,-4,-12
778,8,17,-8,-9
779,7,17,-7,-10
780,18,7,-18,11
781,18,8,-18,10
782,18,9,-18,9
783,18,10,-18,8
784,18,11,-18,7
785,18,12,-18,6
786,17,13,-17,4
787,11,17,-11,-6
788,10,17,-10,-7
789,-11,-16,11,5
790,-12,-15,12,3
791,-13,-15,13,2
792,-7,9,7,-16
793,-11,5,11,-16
794,-18,-8,18,-10
795,-17,-4,17,-13
796,9,17,-9,-8
