cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
12,T4a,0.978675,117.194733,2.394281,3.396027,-13.786714,-98.462128,10.000000,192.464218,0.000000,-100.000000,1.004302,350.779175,-23.402298,-22.539017,-20.783869,1.755148,117.154549,119.559181,122.410736,2.851555,117.154549,117.194725,117.464310,0.269585
13,T4b,1.021613,123.530930,2.394281,0.230135,-1.568873,-99.664490,10.000000,201.226227,0.000000,-100.000000,1.033789,352.221985,19.491970,19.571787,19.786699,0.214912,123.529495,123.612000,123.834183,0.222183,123.529495,123.530930,123.541794,0.010864
14,T4c,1.048394,72.085106,2.394281,1.965401,-12.211257,-99.011520,10.000000,202.315674,0.000000,-100.000000,0.982049,348.262421,-64.595222,-66.050934,-66.988892,-0.937958,72.080750,72.343407,72.778603,0.435196,72.080750,72.085114,72.118034,0.032921
15,T4d,1.030028,65.771461,2.394281,10.000000,7.396266,-100.000000,45.326431,201.321198,0.000000,-100.000000,0.967364,348.044250,-65.063469,-65.439545,-66.106865,-0.667320,65.771019,65.800957,65.939499,0.138542,65.771019,65.771461,65.777840,0.006378
16,Tm1,2.000000,77.765564,2.394281,0.340190,-5.520653,-99.758659,10.000000,208.339905,0.000000,-100.000000,0.779790,339.892517,-0.274216,-0.248704,-0.634744,-0.386041,77.765182,77.785080,77.484047,-0.301033,77.765182,77.765564,77.760307,-0.005257
17,Tm2,2.000000,9.771735,2.394281,0.631090,-5.676439,-99.755447,10.000000,209.107742,0.000000,-100.000000,0.100000,349.322906,-2.282803,-2.274782,-2.525260,-0.250478,9.771720,9.772522,9.747475,-0.025047,9.771720,9.771735,9.771202,-0.000533
18,Tm4,2.000000,57.273846,2.394281,1.626805,-0.912472,-99.664597,10.000000,200.687271,0.000000,-100.000000,0.558071,340.455383,2.626434,2.726568,2.505317,-0.221251,57.272842,57.328720,57.205250,-0.123470,57.272842,57.273846,57.276257,0.002411
19,Tm9,1.195377,23.724701,2.394281,3.266792,0.973315,-99.873154,32.958042,207.728851,0.000000,-100.000000,0.235642,344.420715,0.681229,0.684398,0.678384,-0.006015,23.724688,23.725435,23.724016,-0.001419,23.724688,23.724699,23.724756,0.000057
20,T5a,0.985783,200.000000,2.394281,7.435439,-9.895205,-99.196053,13.180716,190.042267,0.000000,-100.000000,1.002515,347.691376,818.533752,886.911743,1051.728394,164.816650,920.843750,989.393738,1154.624878,165.231140,920.843750,921.925537,932.165100,10.239563
21,T5b,1.028097,200.000000,2.394281,8.248164,-6.028082,-99.775436,24.052322,193.903824,0.000000,-100.000000,1.003053,351.402924,465.833069,485.294434,529.010376,43.715942,567.560791,587.081543,630.931030,43.849487,567.560791,567.865906,570.681030,2.815125
22,T5c,0.990066,200.000000,2.394281,7.592396,-7.862844,-99.305069,10.000000,190.707382,0.000000,-100.000000,0.998897,347.774078,400.162079,404.174530,407.068359,2.893829,506.399139,510.938080,514.296143,3.358063,506.399139,506.477936,506.928406,0.450470
23,T5d,0.975349,200.000000,2.394281,10.000000,12.803044,-100.000000,43.581490,196.885788,0.000000,-100.000000,0.954566,352.489594,187.734589,187.364822,186.565826,-0.798996,312.048065,312.399658,313.076630,0.676971,312.048065,312.053619,312.101501,0.047882
24,T1,0.977936,87.891479,2.394281,0.274083,-19.100122,-98.135406,36.365540,197.690506,0.000000,-100.000000,0.955449,348.878082,-9.120169,-9.078609,-9.659069,-0.580460,87.890549,87.939354,87.407219,-0.532135,87.890549,87.891472,87.887344,-0.004128
25,T2,1.044335,200.000000,2.394281,2.532895,-2.702162,-99.928032,10.000000,206.262650,0.000000,-100.000000,1.037893,351.176666,302.364563,303.339386,302.525696,-0.813690,417.611481,418.623291,417.778778,-0.844513,417.611481,417.631439,417.677277,0.045837
26,T2a,0.972606,128.866516,2.394281,10.000000,14.094138,-100.000000,10.000000,193.278503,0.000000,-100.000000,1.043980,351.900604,23.438591,23.225962,22.833727,-0.392235,128.867416,128.805496,128.668564,-0.136932,128.867416,128.866516,128.856705,-0.009811
27,T3,1.006366,120.355896,2.394281,1.458028,-4.660387,-99.380074,10.000000,209.617599,0.000000,-100.000000,1.024648,350.427948,17.459669,17.513083,17.696751,0.183668,120.354843,120.409576,120.597771,0.188194,120.354843,120.355881,120.363060,0.007179
28,C2,0.963761,2.517155,2.394281,0.905094,-2.524877,-99.555672,10.000000,200.932175,0.000000,-100.000000,0.972348,348.228271,-132.690933,-133.067902,-118.789993,14.277908,2.517573,2.495544,4.639554,2.144010,2.517573,2.517155,2.555184,0.038029
29,C3,1.048901,2.049496,2.394281,0.848281,-5.190651,-99.635094,10.000000,194.140320,0.000000,-100.000000,0.999274,347.810333,-145.992386,-146.658447,-126.157211,20.501236,2.049973,2.024134,4.527541,2.503407,2.049973,2.049496,2.082997,0.033501
30,Lawf1,1.017770,127.812759,2.394281,2.242107,-6.841452,-99.062325,10.000000,200.894028,0.000000,-100.000000,1.026977,351.976532,24.504461,21.651381,19.536182,-2.115198,127.863205,124.933174,122.760902,-2.172272,127.863205,127.812759,127.527740,-0.285019
31,Lawf2,1.004298,94.795067,2.394281,1.318277,-6.549480,-99.147430,10.000000,193.961777,0.000000,-100.000000,1.026108,349.319946,-10.920885,-14.480919,-19.622383,-5.141464,94.822281,93.330841,92.014542,-1.316299,94.822281,94.795059,94.646721,-0.148338
32,Dm3v,0.979352,147.292892,2.394281,0.550910,-7.441631,-99.585960,11.541518,209.161804,0.000000,-100.000000,0.962814,350.806915,52.928207,56.138874,60.503338,4.364464,147.241394,150.332687,154.534851,4.202164,147.241394,147.292892,147.654785,0.361893
33,Lai,0.981869,4.907617,2.394281,0.100000,-0.701111,-99.998802,10.240614,207.386414,0.000000,-100.000000,0.955297,348.533569,-287.650238,-289.366028,-297.896210,-8.530182,4.907990,4.886696,4.814145,-0.072551,4.907990,4.907616,4.903832,-0.003784
34,Mi10,0.974521,138.032486,2.394281,0.100000,-3.697954,-99.619095,13.165068,207.434006,0.000000,-100.000000,1.013359,348.379761,36.207573,36.524651,36.977577,0.452927,138.027222,138.348526,138.807495,0.458969,138.027222,138.032501,138.071442,0.038940
35,Mi13,0.970758,98.534294,2.394281,0.100000,-3.126002,-99.672562,30.963676,190.781387,0.000000,-100.000000,0.952167,351.549286,3.487924,3.254872,2.710003,-0.544869,98.537758,98.315857,97.797066,-0.518791,98.537758,98.534286,98.501945,-0.032341
36,Mi14,1.036151,200.000000,2.394281,3.759498,-4.044374,-99.779106,10.000000,199.721756,0.000000,-100.000000,0.988828,348.711639,140.123795,141.131424,141.762375,0.630951,237.441223,238.437592,239.061478,0.623886,237.441223,237.458511,237.555069,0.096558
37,Mi15,1.034381,63.858074,2.394281,0.452142,-0.742399,-99.866432,10.026827,207.571075,0.000000,-100.000000,0.954097,351.054199,-33.152294,-33.416473,-33.723053,-0.306580,63.861439,63.661049,63.488400,-0.172649,63.861439,63.858074,63.836761,-0.021313
38,Mi2,0.972859,63.185585,2.394281,2.748845,-23.719217,-97.851715,10.000000,205.496689,0.000000,-100.000000,1.039213,349.575989,-42.891037,-42.212166,-41.292934,0.919231,63.170563,64.066711,65.290947,1.224236,63.170563,63.185589,63.290821,0.105232
39,Tm16,1.022747,11.500985,2.394281,5.028266,-0.507665,-100.000000,10.000000,190.664139,0.000000,-100.000000,0.995543,348.765350,-116.854240,-119.349106,-122.191742,-2.842636,11.504740,11.294877,11.103277,-0.191600,11.504740,11.500984,11.479575,-0.021409
40,Tm20,0.964991,10.955936,2.394281,3.683088,-12.435857,-98.780441,45.966835,203.978867,0.000000,-100.000000,0.961114,347.765442,-127.002960,-127.295471,-129.334824,-2.039352,10.955620,10.983401,11.029797,0.046395,10.955620,10.955936,10.960567,0.004631
41,Tm21,0.987638,200.000000,2.394281,3.716975,-14.547359,-98.878029,10.000000,204.826202,0.000000,-100.000000,1.013867,350.685242,271.128296,300.711945,362.578339,61.866394,376.274811,406.604614,470.171875,63.567261,376.274811,376.755646,380.975311,4.219666
42,Tm27,1.035447,162.213089,2.394281,0.782476,-5.027627,-99.537682,10.000000,198.301437,0.000000,-100.000000,0.974036,350.334076,66.500015,68.718292,71.621872,2.903580,162.176956,164.337631,167.165817,2.828186,162.176956,162.213089,162.460373,0.247284
43,Tm5a,0.996120,153.859268,2.394281,7.701790,31.073343,-100.000000,10.000000,208.736725,0.000000,-100.000000,1.033891,351.106049,42.428253,48.319767,58.801010,10.481243,153.758957,160.071884,171.486633,11.414749,153.758957,153.859253,154.693054,0.833801
44,Tm5b,0.995289,77.229622,2.394281,10.000000,24.015272,-100.000000,12.890579,191.020752,0.000000,-100.000000,1.016499,348.968872,-51.812057,-51.672634,-51.299026,0.373608,77.220528,77.816292,79.208885,1.392593,77.220528,77.229614,77.318436,0.088821
45,Tm5c,1.028940,117.108383,2.394281,5.193796,-0.673726,-100.000000,10.000000,206.379883,0.000000,-100.000000,1.006996,350.781433,16.289537,16.605755,16.967035,0.361280,117.103149,117.421570,117.785378,0.363808,117.103149,117.108383,117.143234,0.034851
46,Tm5f,0.983953,200.000000,2.394281,10.000000,17.590668,-100.000000,10.000000,208.234772,0.000000,-100.000000,0.989370,349.068604,198.065903,204.755905,216.035995,11.280090,294.897583,301.516418,312.676636,11.160217,294.897583,295.004486,295.858459,0.853973
47,TmY10,0.981404,140.628311,2.394281,1.576038,-12.899031,-99.553894,10.000000,193.121063,0.000000,-100.000000,1.027965,350.031372,36.760738,39.347717,43.430695,4.082977,140.585236,143.244568,147.450653,4.206085,140.585236,140.628311,140.962524,0.334213
48,TmY11,1.041225,85.006554,2.394281,6.605620,-4.110792,-99.006516,10.000000,209.619385,0.000000,-100.000000,0.967549,350.253967,-12.143097,-12.091882,-11.908742,0.183140,85.005882,85.055443,85.232643,0.177200,85.005882,85.006546,85.016472,0.009926
49,TmY14,1.024446,200.000000,2.394281,0.948133,-5.711214,-99.816780,49.064331,203.408829,0.000000,-100.000000,0.963980,351.674438,206.715073,215.011444,245.596985,30.585541,456.634460,467.080994,501.610809,34.529816,456.634460,456.789764,458.608002,1.818237
50,TmY15,1.017248,169.395981,2.394281,6.704668,-30.496370,-98.963379,17.368771,207.268021,0.000000,-100.000000,0.998195,347.664001,69.692909,70.220566,70.337234,0.116669,169.386673,169.913391,170.029831,0.116440,169.386673,169.395981,169.440231,0.044250
51,TmY3,1.028498,191.418182,2.394281,9.998004,12.827867,-99.469185,10.000000,207.659836,0.000000,-100.000000,1.042321,347.893677,75.729218,74.306427,70.904572,-3.401855,191.429871,190.720062,187.977264,-2.742798,191.429871,191.418182,191.286972,-0.131210
52,TmY4,0.983863,124.336578,2.394281,0.744595,-5.209220,-99.842209,33.232952,197.099167,0.000000,-100.000000,1.048500,348.045654,17.627846,17.540604,17.073221,-0.467382,124.332031,124.610046,125.218979,0.608932,124.332031,124.336555,124.374771,0.038216
53,TmY5a,0.964500,200.000000,2.394281,0.457800,-20.724771,-98.687912,10.000000,190.039383,0.000000,-100.000000,1.004554,349.849579,270.498871,288.665192,317.500336,28.835144,372.834625,391.088867,420.061188,28.972321,372.834625,373.132111,375.415741,2.283630
54,TmY9q,0.961016,108.988831,2.394281,0.100000,-2.797641,-99.877823,10.000000,204.666473,0.000000,-100.000000,0.992292,351.443115,9.425776,9.854757,10.527308,0.672550,108.981750,109.417145,110.087563,0.670418,108.981750,108.988831,109.042580,0.053749
55,TmY9q__perp,0.952106,200.000000,2.394281,4.010159,-18.600908,-98.245132,29.769077,203.435028,0.000000,-100.000000,0.987004,352.285156,666.879211,731.771790,953.114136,221.342346,756.912842,820.961975,1039.427612,218.465637,756.912842,757.873352,769.052185,11.178833
