cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
10,Mi4,1.928419,7.368387,1.570040,2.064506,-1.293634,-100.000000,-100.000000,0.100000,351.594574,10.000000,200.661591,0.000000,-26.315331,-26.360756,-27.507006,-1.146250,7.368467,7.363924,7.249300,-0.114624,7.368467,7.368387,7.364362,-0.004025
11,Mi9,1.962307,4.929479,1.570040,2.037489,-0.987159,-100.000000,-100.000000,0.100000,346.511505,10.000000,200.661591,0.000000,-50.704323,-50.751953,-50.737690,0.014263,4.929567,4.924805,4.926231,0.001427,4.929567,4.929480,4.928927,-0.000553
12,T4a,0.987740,50.000000,1.570040,0.100000,-0.683994,-100.000000,-100.000000,0.952486,352.244507,10.000000,200.661591,0.000000,-11.734196,-11.728558,-11.692635,0.035923,84.071930,84.077293,84.111519,0.034225,84.071930,84.072021,84.073334,0.001312
13,T4b,0.951161,50.000000,1.570040,0.100000,-1.050268,-100.000000,-100.000000,1.049405,349.380249,10.000000,200.661591,0.000000,-12.003022,-11.995083,-11.951690,0.043393,92.344475,92.352806,92.398346,0.045540,92.344475,92.344612,92.346458,0.001846
14,T4c,0.987905,50.000000,1.570040,0.100000,-0.927913,-100.000000,-100.000000,0.958690,349.707886,10.000000,200.661591,0.000000,-8.694999,-8.684645,-8.652450,0.032195,87.533188,87.543114,87.573975,0.030861,87.533188,87.533356,87.534950,0.001595
15,T4d,1.017543,50.000000,1.570040,0.294402,-0.184458,-100.000000,-100.000000,0.983160,349.387177,10.000000,200.661591,0.000000,-2.668881,-2.655792,-2.639594,0.016199,95.692009,95.704887,95.720818,0.015930,95.692009,95.692238,95.693680,0.001442
16,Tm1,1.885258,5.852046,1.570040,0.100000,-1.431649,-100.000000,-100.000000,0.100000,348.992035,10.000000,200.661591,0.000000,-41.478031,-41.562656,-41.605732,-0.043076,5.852197,5.843735,5.839427,-0.004308,5.852197,5.852046,5.851291,-0.000755
17,Tm2,1.941291,8.915919,1.570040,0.100000,-0.760197,-100.000000,-100.000000,0.100000,347.661316,10.000000,200.661591,0.000000,-10.840775,-10.842695,-10.837838,0.004857,8.915922,8.915730,8.916216,0.000485,8.915922,8.915918,8.915924,0.000006
18,Tm4,1.919946,6.682127,1.570040,0.100000,-1.141318,-100.000000,-100.000000,0.100000,346.971954,10.000000,200.661591,0.000000,-33.176857,-33.282784,-33.361164,-0.078381,6.682314,6.671722,6.663884,-0.007838,6.682314,6.682126,6.681101,-0.001025
19,Tm9,1.985071,8.680109,1.570040,0.100000,-0.953113,-100.000000,-100.000000,0.100000,350.830872,10.000000,200.661591,0.000000,-13.198875,-13.200912,-13.112392,0.088520,8.680113,8.679909,8.688761,0.008852,8.680113,8.680108,8.680309,0.000201
20,T5a,1.045623,50.000000,1.570040,0.100000,-1.360903,-100.000000,-100.000000,0.971273,351.327118,10.000000,200.661591,0.000000,-2.525360,-2.529896,-2.532805,-0.002910,94.674530,94.670120,94.667297,-0.002823,94.674530,94.674446,94.674042,-0.000404
21,T5b,0.972195,50.000000,1.570040,0.177856,-0.958525,-100.000000,-100.000000,1.036198,351.266418,10.000000,200.661591,0.000000,-1.195195,-1.197179,-1.198523,-0.001344,102.381325,102.379265,102.377876,-0.001389,102.381325,102.381287,102.381104,-0.000183
22,T5c,0.967200,50.000000,1.570040,1.109223,-0.652403,-100.000000,-100.000000,1.049073,349.606415,10.000000,200.661591,0.000000,0.118167,0.116547,0.115309,-0.001238,105.031265,105.029556,105.028267,-0.001289,105.031265,105.031235,105.031059,-0.000175
23,T5d,1.030269,50.000000,1.570040,1.801996,0.201564,-100.000000,-100.000000,0.977024,348.272766,10.000000,200.661591,0.000000,1.161442,1.159126,1.157372,-0.001754,98.837135,98.834869,98.833153,-0.001717,98.837135,98.837090,98.836861,-0.000229
24,T1,1.019986,34.371422,1.570040,0.100000,-1.340129,-100.000000,-100.000000,1.008651,349.912964,10.000000,200.661591,0.000000,-66.593811,-66.851723,-67.461632,-0.609909,34.375439,34.146278,33.646580,-0.499699,34.375439,34.371422,34.338718,-0.032703
25,T2,0.997529,50.000000,1.570040,0.111943,-0.902899,-100.000000,-100.000000,1.049536,350.771088,10.000000,200.661591,0.000000,-12.236287,-12.273684,-12.296578,-0.022895,92.111176,92.071930,92.047897,-0.024033,92.111176,92.110474,92.106850,-0.003624
26,T2a,0.989893,50.000000,1.570040,0.104022,-1.210844,-100.000000,-100.000000,0.994331,352.445801,10.000000,200.661591,0.000000,-5.570490,-5.583139,-5.588179,-0.005040,93.894203,93.881622,93.876610,-0.005013,93.894203,93.893974,93.892883,-0.001091
27,T3,0.967855,50.000000,1.570040,0.100000,-1.303552,-100.000000,-100.000000,0.986158,349.658813,10.000000,200.661591,0.000000,-2.682213,-2.685678,-2.686322,-0.000644,95.970688,95.967270,95.966629,-0.000641,95.970688,95.970627,95.970345,-0.000282
28,C2,0.977573,50.000000,1.570040,1.820277,0.803362,-100.000000,-100.000000,1.008104,348.956116,10.000000,200.661591,0.000000,-0.358530,-0.319018,-0.173093,0.145925,100.448990,100.488831,100.635941,0.147110,100.448990,100.449669,100.456421,0.006752
29,C3,1.036965,50.000000,1.570040,2.020777,1.598000,-100.000000,-100.000000,1.038862,348.758942,10.000000,200.661591,0.000000,1.072146,1.107352,1.234403,0.127051,105.000061,105.036621,105.168617,0.131996,105.000061,105.000671,105.006821,0.006149
30,Lawf1,0.974723,50.000000,1.570040,0.354600,-1.137412,-100.000000,-100.000000,0.987647,348.775543,10.000000,200.661591,0.000000,-3.911884,-3.881635,-3.878123,0.003512,94.901154,94.931023,94.934494,0.003471,94.901154,94.901657,94.904045,0.002388
31,Lawf2,1.037450,50.000000,1.570040,0.100000,-1.179682,-100.000000,-100.000000,0.986949,348.026978,10.000000,200.661591,0.000000,-1.635150,-1.633389,-1.632698,0.000692,97.081085,97.082817,97.083496,0.000679,97.081085,97.081100,97.081215,0.000114
32,Dm3v,1.015932,50.000000,1.570040,1.940932,1.427334,-100.000000,-100.000000,0.976183,348.066467,10.000000,200.661591,0.000000,2.253242,2.248744,2.245439,-0.003304,99.817886,99.813499,99.810272,-0.003227,99.817886,99.817818,99.817375,-0.000443
33,Lai,1.048310,13.781886,1.570040,0.926335,-0.486559,-100.000000,-100.000000,1.023464,349.929199,10.000000,200.661591,0.000000,-127.486153,-128.198120,-137.204651,-9.006531,13.784436,13.639222,12.250284,-1.388938,13.784436,13.781886,13.723705,-0.058181
34,Mi10,1.013487,50.000000,1.570040,0.100000,-1.354717,-100.000000,-100.000000,0.985850,349.753052,10.000000,200.661591,0.000000,-20.904455,-20.763901,-20.705076,0.058825,77.976334,78.114899,78.172890,0.057991,77.976334,77.978752,77.991180,0.012428
35,Mi13,0.953726,50.000000,1.570040,1.952417,0.949088,-100.000000,-100.000000,1.042314,350.471619,10.000000,200.661591,0.000000,1.182181,1.181007,1.178677,-0.002330,105.463585,105.462364,105.459938,-0.002426,105.463585,105.463570,105.463409,-0.000160
36,Mi14,1.010394,50.000000,1.570040,1.982861,1.431096,-100.000000,-100.000000,1.042116,350.643677,10.000000,200.661591,0.000000,3.338118,3.345273,3.362122,0.016848,107.690300,107.697754,107.715302,0.017548,107.690300,107.690422,107.691406,0.000984
37,Mi15,0.977448,50.000000,1.570040,0.100000,-1.175436,-100.000000,-100.000000,0.992852,350.776886,10.000000,200.661591,0.000000,-23.633419,-23.709347,-24.706024,-0.996677,75.820717,75.745346,74.755783,-0.989563,75.820717,75.819405,75.781853,-0.037552
38,Mi2,1.028962,50.000000,1.570040,1.976638,1.193272,-100.000000,-100.000000,1.045755,349.087982,10.000000,200.661591,0.000000,1.553148,1.554869,1.561481,0.006611,106.199677,106.201469,106.208397,0.006927,106.199677,106.199707,106.200005,0.000298
39,Tm16,1.016276,50.000000,1.570040,0.100000,-0.715161,-100.000000,-100.000000,1.040500,352.095062,10.000000,200.661591,0.000000,-46.391964,-46.364414,-45.908764,0.455650,55.779179,55.807850,56.281952,0.474102,55.779179,55.779629,55.793385,0.013756
40,Tm20,1.029390,50.000000,1.570040,0.100000,-0.880105,-100.000000,-100.000000,1.005267,348.992920,10.000000,200.661591,0.000000,-29.297823,-29.377958,-30.197500,-0.819542,71.074570,70.994011,70.170158,-0.823853,71.074570,71.073135,71.039597,-0.033539
41,Tm21,1.001704,50.000000,1.570040,0.100000,-0.612454,-100.000000,-100.000000,0.965636,347.561981,10.000000,200.661591,0.000000,-15.925824,-15.945910,-15.951534,-0.005624,81.185081,81.165688,81.160255,-0.005432,81.185081,81.184723,81.183151,-0.001572
42,Tm27,1.019353,50.000000,1.570040,0.100000,-1.311825,-100.000000,-100.000000,1.031300,349.783234,10.000000,200.661591,0.000000,-10.283377,-10.281878,-10.244976,0.036901,92.524780,92.526321,92.564377,0.038055,92.524780,92.524803,92.525696,0.000893
43,Tm5a,1.048874,50.000000,1.570040,0.100000,-1.578115,-100.000000,-100.000000,1.019159,349.709656,10.000000,200.661591,0.000000,-25.726334,-25.815746,-27.012545,-1.196798,75.696716,75.605583,74.385857,-1.219727,75.696716,75.695099,75.648262,-0.046837
44,Tm5b,1.024361,50.000000,1.570040,0.100000,-0.529663,-100.000000,-100.000000,0.989674,350.710022,10.000000,200.661591,0.000000,-23.173864,-23.245386,-24.241219,-0.995832,76.032791,75.962013,74.976463,-0.985550,76.032791,76.031540,75.993996,-0.037544
45,Tm5c,0.956772,50.000000,1.570040,1.723866,0.404029,-100.000000,-100.000000,1.019716,349.078766,10.000000,200.661591,0.000000,-0.451113,-0.470275,-0.625130,-0.154856,101.511604,101.492065,101.334167,-0.157898,101.511604,101.511269,101.504845,-0.006424
46,Tm5f,0.997140,50.000000,1.570040,0.100645,-0.667953,-100.000000,-100.000000,1.037435,352.331207,10.000000,200.661591,0.000000,-2.951606,-2.951868,-2.935868,0.016000,100.681419,100.681145,100.697746,0.016602,100.681419,100.681412,100.681786,0.000374
47,TmY10,0.972026,50.000000,1.570040,0.243462,-0.342287,-100.000000,-100.000000,1.037018,350.707733,10.000000,200.661591,0.000000,-10.648780,-10.642730,-10.540317,0.102413,92.658783,92.665062,92.771263,0.106201,92.658783,92.658882,92.661942,0.003059
48,TmY11,1.010328,16.730129,1.570040,0.100000,-1.208607,-100.000000,-100.000000,1.013444,349.695557,10.000000,200.661591,0.000000,-89.022018,-88.700890,-87.962463,0.738426,16.727217,16.896032,17.282997,0.386965,16.727217,16.730129,16.753265,0.023136
49,TmY14,0.958042,50.000000,1.570040,0.100000,-0.759072,-100.000000,-100.000000,1.012039,348.557251,10.000000,200.661591,0.000000,-26.590734,-26.683390,-26.744417,-0.061028,74.293030,74.199257,74.137497,-0.061760,74.293030,74.291359,74.282471,-0.008888
50,TmY15,1.009704,50.000000,1.570040,1.780604,1.207983,-100.000000,-100.000000,1.030013,350.243530,10.000000,200.661591,0.000000,5.738656,5.753265,5.791402,0.038136,108.912148,108.927200,108.966492,0.039291,108.912148,108.912392,108.914513,0.002121
51,TmY3,1.022976,50.000000,1.570040,0.100000,-0.746235,-100.000000,-100.000000,0.981332,350.423248,10.000000,200.661591,0.000000,-40.336742,-40.252193,-39.919647,0.332546,58.549473,58.632431,58.958771,0.326340,58.549473,58.550877,58.565571,0.014694
52,TmY4,0.984777,50.000000,1.570040,0.100000,-0.576144,-100.000000,-100.000000,0.996914,350.283386,10.000000,200.661591,0.000000,-16.568457,-16.618462,-16.645754,-0.027292,83.174103,83.124245,83.097038,-0.027206,83.174103,83.173218,83.168686,-0.004532
53,TmY5a,0.979394,50.000000,1.570040,1.965016,1.453587,-100.000000,-100.000000,0.957093,351.950256,10.000000,200.661591,0.000000,6.454755,6.471687,6.497686,0.025999,101.887146,101.903343,101.928238,0.024895,101.887146,101.887428,101.889275,0.001846
54,TmY9q,0.979243,50.000000,1.570040,0.213359,-0.487803,-100.000000,-100.000000,1.005721,351.847382,10.000000,200.661591,0.000000,-0.344095,-0.344458,-0.344717,-0.000258,100.226089,100.225716,100.225456,-0.000259,100.226089,100.226067,100.226051,-0.000015
55,TmY9q__perp,0.972299,50.000000,1.570040,0.188611,-1.083516,-100.000000,-100.000000,0.971896,348.156036,10.000000,200.661591,0.000000,-0.893524,-0.893576,-0.893441,0.000135,96.321190,96.321152,96.321274,0.000122,96.321190,96.321190,96.321198,0.000008
